token	tag	lemma
Lojze	mte:Npmsn	Lojza
Peterle	mte:Npmsn	Peterle
pričakovano	mte:Rgp	pričakovan
in	mte:Cc	in
dr	mte:Npmsn	dr
.	mte:Z	.
Danilo	mte:Npmsn	Danilo
Turk	mte:Npmsn	Turk
po	mte:Sl	po
tesnem	mte:Agpmsl	tesen
boju	mte:Ncmsl	boj
z	mte:Si	z
Mitjo	mte:Npmsi	Mitja
Gasparijem	mte:Npmsi	Gasparij
bosta	mte:Va-f3d-n	biti
v	mte:Sl	v
drugem	mte:Mlpmsl	drug
krogu	mte:Ncmsl	krog
odločala	mte:Vmpp-dm	odločati
o	mte:Sl	o
novem	mte:Agpmsl	nov
predsedniku	mte:Ncmsl	predsednik
Slovenije	mte:Npfsg	Slovenija
.	mte:Z	.
Lojze	mte:Npmsn	Lojza
Peterle	mte:Npmsn	Peterle
,	mte:Z	,
ki	mte:Cs	ki
je	mte:Va-r3s-n	biti
kandidaturo	mte:Ncfsa	kandidatura
napovedal	mte:Vmep-sm	napovedati
že	mte:Q	že
pred	mte:Si	pred
letom	mte:Ncnsi	leto
dni	mte:Ncmpg	dan
,	mte:Z	,
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
v	mte:Sa	v
drugi	mte:Mlpmsay	drug
krog	mte:Ncmsan	krog
uvrstil	mte:Vmep-sm	uvrstiti
brez	mte:Sg	brez
težav	mte:Ncfpg	težava
.	mte:Z	.
Predvolilne	mte:Agpfpn	predvolilen
ankete	mte:Ncfpn	anket
so	mte:Va-r3p-n	biti
mu	mte:Pp3msd--y	on
vseskozi	mte:Rgp	vseskozi
napovedovale	mte:Vmpp-pf	napovedovati
visoko	mte:Agpfsa	visok
podporo	mte:Ncfsa	podpora
,	mte:Z	,
nekateri	mte:Pi-mpn	nekateri
pa	mte:Cc	pa
so	mte:Va-r3p-n	biti
dolgo	mte:Rgp	dolgo
časa	mte:Ncmsg	čas
napovedovali	mte:Vmpp-pm	napovedovati
,	mte:Z	,
da	mte:Cs	da
bi	mte:Va-c	biti
mu	mte:Pp3msd--y	on
lahko	mte:Rgp	lahko
uspelo	mte:Vmep-sn	uspeti
zmagati	mte:Vmen	zmagati
celo	mte:Q	celo
v	mte:Sl	v
prvem	mte:Mlomsl	prvi
