token	tag	lemma
Med	mte:Si	med
osumljenci	mte:Ncmpi	osumljenec
v	mte:Sl	v
aferi	mte:Ncfsl	afera
Hypo	mte:Npfsn	Hypo
naj	mte:Q	naj
bi	mte:Va-c	biti
bil	mte:Va-p-sm	biti
tudi	mte:Q	tudi
nekdanji	mte:Agpmsny	nekdanji
direktor	mte:Ncmsn	direktor
slovenske	mte:Agpfsg	slovenski
Hypo	mte:Npfsg	Hypo
banke	mte:Ncfsg	banka
Božo	mte:Npmsn	Božo
Špan	mte:Npmsn	Špan
.	mte:Z	.
Vegrad	mte:Npmsn	Vegrad
naj	mte:Q	naj
bi	mte:Va-c	biti
med	mte:Si	med
gradnjo	mte:Ncfsi	gradnja
kompleksa	mte:Ncmsg	kompleks
Skiper	mte:Npmsn	Skiper
pri	mte:Sl	pri
Savudriji	mte:Npfsl	Savudrija
na	mte:Sa	na
račune	mte:Ncmpa	račun
treh	mte:Mlcnpg	trije
podjetij	mte:Ncnpg	podjetje
v	mte:Sl	v
Avstriji	mte:Npfsl	Avstrija
in	mte:Cc	in
Liechtensteinu	mte:Npmsl	Liechtenstein
v	mte:Sl	v
sumljivi	mte:Agpfsl	sumljiv
transakciji	mte:Ncfsl	transakcija
nakazal	mte:Vmep-sm	nakazati
11,4	mte:Mdc	11,4
milijona	mte:Ncmsg	milijon
evrov	mte:Ncmpg	evro
.	mte:Z	.
Med	mte:Si	med
osumljenci	mte:Ncmpi	osumljenec
v	mte:Sl	v
preiskavi	mte:Ncfsl	preiskava
avstrijskih	mte:Agpmpg	avstrijski
kriminalistov	mte:Ncmpg	kriminalist
v	mte:Sl	v
zadevi	mte:Ncfsl	zadeva
Hypo	mte:Npmsn	Hypo
je	mte:Va-r3s-n	biti
po	mte:Sl	po
neuradnih	mte:Agpfpl	neuraden
informacijah	mte:Ncfpl	informacija
,	mte:Z	,
ki	mte:Cs	ki
jih	mte:Pp3fpa--y	on
povzema	mte:Vmpr3s	povzemati
časnik	mte:Ncmsn	časnik
