token	tag	lemma
Slišati	mte:Vmbn	slišati
je	mte:Va-r3s-n	biti
skoraj	mte:Q	skoraj
neverjetno	mte:Rgp	neverjetno
čeprav	mte:Cs	čeprav
se	mte:Px------y	se
nikakor	mte:Rgp	nikakor
ne	mte:Q	ne
more	mte:Vmpr3s	moči
izkopati	mte:Vmen	izkopati
iz	mte:Sg	iz
primeža	mte:Ncmsg	primež
krize	mte:Ncfsg	kriza
,	mte:Z	,
raziskava	mte:Ncfsn	raziskava
Slovenijo	mte:Npfsa	Slovenija
uvršča	mte:Vmpr3s	uvrščati
med	mte:Sa	med
bolj	mte:Rgc	bolj
zdrava	mte:Agpnpa	zdrav
gospodarstva	mte:Ncnpa	gospodarstvo
v	mte:Sl	v
EU	mte:Npfsl	EU
.	mte:Z	.
Avtorji	mte:Ncmpn	avtor
sicer	mte:Q	sicer
omenjajo	mte:Vmpr3p	omenjati
,	mte:Z	,
da	mte:Cs	da
bi	mte:Va-c	biti
utegnila	mte:Vmbp-sf	utegniti
potrebovati	mte:Vmpn	potrebovati
mednarodno	mte:Agpfsa	mednaroden
pomoč	mte:Ncfsa	pomoč
,	mte:Z	,
a	mte:Cc	a
dodajajo	mte:Vmpr3p	dodajati
,	mte:Z	,
da	mte:Cs	da
bi	mte:Va-c	biti
bile	mte:Va-p-pf	biti
bančne	mte:Agpfpn	bančen
težave	mte:Ncfpn	težava
s	mte:Si	z
političnim	mte:Agpmsi	političen
konsenzom	mte:Ncmsi	konsenz
obvladljive	mte:Agpfpn	obvladljiv
.	mte:Z	.
Bruseljski	mte:Agpmsny	bruseljski
think	mte:Ncmsn	think
tank	mte:Ncmsn	tanka
Lisbon	mte:Npmsn	Lisbon
Council	mte:Npmsn	council
in	mte:Cc	in
ena	mte:Mlpfsn	en
vodilnih	mte:Agpfpg	vodilen
nemških	mte:Agpfpg	nemški
zasebnih	mte:Agpfpg	zaseben
bank	mte:Ncfpg	banka
Berenberg	mte:Npmsn	Berenberg
sta	mte:Va-r3d-n	biti
že	mte:Q	že
drugo	mte:Mlpnsa	drug
leto	mte:Ncnsa	leto
zapored	mte:Rgp	zapored
objavila	mte:Vmep-dm	objaviti
pregled	mte:Ncmsan	pregled
finančnega	mte:Agpnsg	finančen
in	mte:Cc	in
gospodarskega	mte:Agpnsg	gospodarski
stanja	mte:Ncnsg	stanje
v	mte:Sl	v
Evropi	mte:Npfsl	Evropa
,	mte:Z	,
imenovan	mte:Appmsnn	imenovan
Euro	mte:Npmsn	Eura
Plus	mte:Npmsn	Plus
Monitor	mte:Ncmsn	monitor
.	mte:Z	.
Lani	mte:Rgp	lani
je	mte:Va-r3s-n	biti
vključeval	mte:Vmpp-sm	vključevati
le	mte:Q	le
države	mte:Ncfpa	država
v	mte:Sl	v
evroobmočju	mte:Ncnsl	evrooomočje
,	mte:Z	,
letos	mte:Rgp	letos
pa	mte:Cc	pa
sta	mte:Va-r3d-n	biti
dodala	mte:Vmep-dm	dodati
še	mte:Q	še
Poljsko	mte:Npfsa	Poljska
,	mte:Z	,
Švedsko	mte:Npfsa	Švedska
in	mte:Cc	in
Veliko	mte:Agpfsa	velik
Britanijo	mte:Npfsa	Britanija
.	mte:Z	.
Recesija	mte:Npfsn	Recesija
tudi	mte:Q	tudi
Slovenijo	mte:Npfsa	Slovenija
stiska	mte:Vmpr3s	stiskati
za	mte:Sa	za
vrat	mte:Ncnsan	vrata
,	mte:Z	,
raziskava	mte:Ncfsn	raziskava
pa	mte:Cc	pa
nam	mte:Pp1-pd	jaz
lahko	mte:Rgp	lahko
da	mte:Vmer3s	dati
nekaj	mte:Rgp	nekaj
upanja	mte:Ncnsg	upanje
.	mte:Z	.
Kot	mte:Cs	kot
kaže	mte:Vmpr3s	kazati
,	mte:Z	,
vendarle	mte:Cc	vendarle
ni	mte:Va-r3s-y	biti
tako	mte:Rgp	tako
slabo	mte:Agpnsn	slab
.	mte:Z	.
V	mte:Sl	v
raziskavi	mte:Ncfsl	raziskava
preučujejo	mte:Vmpr3p	preučevati
dva	mte:Mlcmda	dva
vidika	mte:Ncmda	vidik
.	mte:Z	.
Prvi	mte:Mlomsn	prvi
je	mte:Va-r3s-n	biti
,	mte:Z	,
ali	mte:Rgp	ali
so	mte:Va-r3p-n	biti
gospodarstva	mte:Ncnpn	gospodarstvo
uspešna	mte:Agpnpn	uspešen
pri	mte:Sl	pri
spopadanju	mte:Ncnsl	spopadanje
