token	tag	lemma
Sin	mte:Ncmsn	sin
pokojnega	mte:Agpmsg	pokojen
slovenskega	mte:Agpmsg	slovenski
predsednika	mte:Ncmsg	predsednik
,	mte:Z	,
Jaša	mte:Npmsn	Jaša
Drnovšek	mte:Npmsn	Drnovšek
,	mte:Z	,
prek	mte:Sg	prek
sodišča	mte:Ncnsg	sodišče
poskuša	mte:Vmpr3s	poskušati
doseči	mte:Vmen	doseči
,	mte:Z	,
da	mte:Cs	da
se	mte:Px------y	se
kip	mte:Ncmsan	kip
njegovega	mte:Ps3msgsm	njegov
očeta	mte:Ncmsg	oče
odstrani	mte:Vmer3s	odstraniti
iz	mte:Sg	iz
parka	mte:Ncmsg	park
Občine	mte:Ncfsg	občina
Zagorje	mte:Npnsn	Zagorje
in	mte:Cc	in
da	mte:Cs	da
se	mte:Px------y	se
preimenuje	mte:Vmpr3s	preimenovati
po	mte:Sl	po
njem	mte:Pp3msl	on
poimenovani	mte:Appmsny	poimenovan
park	mte:Ncmsan	park
.	mte:Z	.
Na	mte:Sa	na
kratko	mte:Agpnsa	kratek
smo	mte:Va-r1p-n	biti
že	mte:Q	že
poročali	mte:Vmpp-pm	poročati
,	mte:Z	,
da	mte:Cs	da
sin	mte:Ncmsn	sin
Janeza	mte:Npmsg	Janez
Drnovška	mte:Npmsg	Drnovšek
,	mte:Z	,
Jaša	mte:Npmsn	Jaša
,	mte:Z	,
vztraja	mte:Vmpr3s	vztrajati
pri	mte:Sl	pri
zahtevi	mte:Ncfsl	zahteva
,	mte:Z	,
da	mte:Cs	da
se	mte:Px------y	se
kip	mte:Ncmsan	kip
njegovega	mte:Ps3msgsm	njegov
pokojnega	mte:Agpmsg	pokojen
očeta	mte:Ncmsg	oče
odstrani	mte:Vmer3s	odstraniti
iz	mte:Sg	iz
parka	mte:Ncmsg	park
Občine	mte:Ncfsg	občina
Zagorje	mte:Npnsn	Zagorje
.	mte:Z	.
"	mte:Z	"
To	mte:Pd-fsa	ta
zahtevo	mte:Ncfsa	zahteva
je	mte:Va-r3s-n	biti
prek	mte:Sg	prek
odvetniške	mte:Agpfsg	odvetniški
družbe	mte:Ncfsg	družba
na	mte:Sa	na
našo	mte:Ps1fsap	naš
občino	mte:Ncfsa	občina
poslal	mte:Vmep-sm	poslati
že	mte:Q	že
pred	mte:Si	pred
nekaj	mte:Rgp	nekaj
meseci	mte:Ncmpi	mesec
,	mte:Z	,
že	mte:Q	že
takrat	mte:Rgp	takrat
smo	mte:Va-r1p-n	biti
mu	mte:Pp3msd--y	on
odgovorili	mte:Vmep-pm	odgovoriti
,	mte:Z	,
da	mte:Cs	da
kipa	mte:Ncmsg	kipa
ne	mte:Q	ne
bomo	mte:Va-f1p-n	biti
odstranili	mte:Vmep-pm	odstraniti
,	mte:Z	,
ravno	mte:Q	ravno
tako	mte:Rgp	tako
ne	mte:Q	ne
bomo	mte:Va-f1p-n	biti
preimenovali	mte:Vmpp-pm	preimenovati
