token	tag	lemma
Čaka	mte:Vmpr3s	čakati
nas	mte:Pp1-pa	jaz
oblačen	mte:Appmsnn	oblačen
konec	mte:Ncmsn	konec
tedna	mte:Ncmsg	teden
z	mte:Si	z
občasnimi	mte:Agpfpi	občasen
plohami	mte:Ncfpi	ploha
in	mte:Cc	in
nevihtami	mte:Ncfpi	nevihta
.	mte:Z	.
V	mte:Sl	v
notranjosti	mte:Ncfsl	notranjost
do	mte:Sg	do
20	mte:Mdc	20
stopinj	mte:Ncfpg	stopinja
,	mte:Z	,
na	mte:Sl	na
obali	mte:Ncfsl	obala
nekaj	mte:Rgp	nekaj
pod	mte:Si	pod
25	mte:Mdc	25
.	mte:Z	.
Topleje	mte:Rgc	toplo
na	mte:Sl	na
južnem	mte:Agpmsl	južen
Jadranu	mte:Npmsl	Jadran
.	mte:Z	.
Več	mte:Rgc	več
o	mte:Sl	o
aktualni	mte:Agpfsl	aktualen
vremenski	mte:Agpfsl	vremenski
napovedi	mte:Ncfsl	napoved
preberi	mte:Ncfsg	preber
na	mte:Sa	na
vreme.zurnal24	mte:Mdc	vreme.zurnal24
.	mte:Z	.
si	mte:Px---d--y	se
.	mte:Z	.
Konec	mte:Ncmsan	konec
tedna	mte:Ncmsg	teden
nas	mte:Pp1-pa	jaz
čaka	mte:Vmpr3s	čakati
hladno	mte:Agpnsn	hladen
poletno	mte:Agpnsn	poleten
vreme	mte:Ncnsa	vreme
.	mte:Z	.
"	mte:Z	"
Pretežno	mte:Rgp	pretežno
oblačno	mte:Agpnsn	oblačen
bo	mte:Va-f3s-n	biti
,	mte:Z	,
z	mte:Si	z
občasnimi	mte:Agpfpi	občasen
plohami	mte:Ncfpi	ploha
in	mte:Cc	in
nevihtami	mte:Ncfpi	nevihta
,	mte:Z	,
"	mte:Z	"
pravi	mte:Vmbr3s	praviti
dežurni	mte:Agpmsny	dežuren
meteorolog	mte:Ncmsn	meteorolog
na	mte:Sl	na
Agenciji	mte:Ncfsl	agencija
RS	mte:Npfsn	RS
za	mte:Sa	za
okolje	mte:Ncnsa	okolje
(	mte:Z	(
Arso	mte:Npmsn	Arso
)	mte:Z	)
Andrej	mte:Npmsn	Andrej
Pečenko	mte:Ncfsa	pečenka
.	mte:Z	.
"	mte:Z	"
Pri	mte:Sl	pri
morju	mte:Ncnsl	morje
bo	mte:Va-f3s-n	biti
za	mte:Sa	za
odtenek	mte:Ncmsan	odtenek
boljše	mte:Agcnsn	dober
,	mte:Z	,
čeprav	mte:Cs	čeprav
lahko	mte:Rgp	lahko
tam	mte:Rgp	tam
pričakujemo	mte:Vmpr1p	pričakovati
nekaj	mte:Rgp	nekaj
dežja	mte:Ncmsg	dežja
.	mte:Z	.
"	mte:Z	"
Temperature	mte:Ncfsg	temperatura
v	mte:Sl	v
notranjosti	mte:Ncfsl	notranjost
Slovenije	mte:Npfsg	Slovenija
bodo	mte:Va-f3p-n	biti
do	mte:Sg	do
20	mte:Mdc	20
,	mte:Z	,
na	mte:Sl	na
morju	mte:Ncnsl	morje
pa	mte:Cc	pa
malo	mte:Rgp	malo
pod	mte:Sa	pod
25	mte:Mdc	25
stopinj	mte:Ncfpg	stopinja
Celzija	mte:Ncfsg	celzija
.	mte:Z	.
Občasno	mte:Rgp	občasno
lahko	mte:Rgp	lahko
padavine	mte:Ncfpa	padavina
pričakujemo	mte:Vmpr1p	pričakovati
tudi	mte:Q	tudi
na	mte:Sl	na
severnem	mte:Agpnsl	severen
,	mte:Z	,
lepše	mte:Agcnsn	lep
pa	mte:Cc	pa
bo	mte:Va-f3s-n	biti
na	mte:Sl	na
srednjem	mte:Agpmsl	srednji
in	mte:Cc	in
južnem	mte:Agpmsl	južen
Jadranu	mte:Npmsl	Jadran
.	mte:Z	.
"	mte:Z	"
Tam	mte:Rgp	tam
naj	mte:Q	naj
niti	mte:Q	niti
ne	mte:Q	ne
bi	mte:Va-c	biti
bilo	mte:Va-p-sn	biti
toliko	mte:Rgp	toliko
padavin	mte:Ncfpg	padavina
,	mte:Z	,
morda	mte:Q	morda
občasno	mte:Rgp	občasno
malo	mte:Rgp	malo
več	mte:Rgc	več
oblačnosti	mte:Ncfpg	oblačnost
in	mte:Cc	in
kakšna	mte:Pq-fsn	kakšen
ploha	mte:Ncfsn	ploh
v	mte:Sa	v
nedeljo	mte:Ncfsa	nedelja
,	mte:Z	,
vendar	mte:Cc	vendar
bistveno	mte:Rgp	bistveno
manj	mte:Rgc	manj
kot	mte:Cs	kot
na	mte:Sl	na
severu	mte:Ncmsl	sever
,	mte:Z	,
"	mte:Z	"
pojasnjuje	mte:Vmpr3s	pojasnjevati
Pečenko	mte:Ncfsa	pečenka
.	mte:Z	.
Temperature	mte:Ncfpn	temperatura
bodo	mte:Va-f3p-n	biti
višje	mte:Agcfpn	visok
,	mte:Z	,
med	mte:Si	med
25	mte:Mdc	25
in	mte:Cc	in
30	mte:Mdc	30
stopinj	mte:Ncfpg	stopinja
Celzija	mte:Ncfsg	celzija
.	mte:Z	.
Morje	mte:Ncnsn	morje
bo	mte:Va-f3s-n	biti
še	mte:Q	še
toplo	mte:Agpnsn	topel
Temperature	mte:Ncfsg	temperatura
morja	mte:Ncnsg	morje
zaradi	mte:Sg	zaradi
hladnejšega	mte:Agcmsg	hladen
zraka	mte:Ncmsg	zrak
ne	mte:Q	ne
bodo	mte:Va-f3p-n	biti
bistveno	mte:Rgp	bistveno
nižje	mte:Agcnpn	nizek
,	mte:Z	,
med	mte:Si	med
25	mte:Mdc	25
in	mte:Cc	in
26	mte:Mdc	26
stopinj	mte:Ncfpi	stopinja
Celzija	mte:Ncfsg	celzija
.	mte:Z	.
"	mte:Z	"
Burje	mte:Rgp	burje
ni	mte:Va-r3s-y	biti
videti	mte:Vmbn	videti
in	mte:Cc	in
noči	mte:Ncfsg	noč
bodo	mte:Va-f3p-n	biti
oblačne	mte:Agpfpn	oblačen
,	mte:Z	,
zato	mte:Cc	zato
bistvene	mte:Agpfsg	bistven
ohladitve	mte:Ncfpg	ohladitev
ne	mte:Q	ne
pričakujemo	mte:Vmpr1p	pričakovati
,	mte:Z	,
"	mte:Z	"
razlaga	mte:Vmpr3s	razlagati
Pečenko	mte:Ncfsa	pečenka
.	mte:Z	.
Na	mte:Sl	na
cestah	mte:Ncfpl	cesta
bolj	mte:Rgc	bolj
gosto	mte:Agpnsn	gost
Kljub	mte:Sd	kljub
slabšemu	mte:Agcnsd	slab
vremenu	mte:Ncnsd	vreme
bo	mte:Va-f3s-n	biti
konec	mte:Sg	konec
tedna	mte:Ncmsg	teden
na	mte:Sl	na
slovenskih	mte:Agpfpl	slovenski
cestah	mte:Ncfpl	cesta
gostejši	mte:Agcmsay	gost
promet	mte:Ncmsan	promet
.	mte:Z	.
"	mte:Z	"
Kot	mte:Cs	kot
običajno	mte:Rgp	običajno
lahko	mte:Rgp	lahko
