token	tag	lemma
Gospodarstvo	mte:Ncnsn	gospodarstvo
ne	mte:Q	ne
prenese	mte:Vmer3s	prenesti
novih	mte:Agpfpg	nov
obremenitev	mte:Ncfpg	obremenitev
Prišli	mte:Vmep-pm	priti
smo	mte:Va-r1p-n	biti
do	mte:Sg	do
točke	mte:Ncfsg	točka
,	mte:Z	,
ko	mte:Cs	ko
gospodarstvo	mte:Ncnsn	gospodarstvo
ne	mte:Q	ne
prenese	mte:Vmer3s	prenesti
več	mte:Q	več
dodatnih	mte:Agpfpg	dodaten
obremenitev	mte:Ncfpg	obremenitev
,	mte:Z	,
je	mte:Va-r3s-n	biti
dejal	mte:Vmep-sm	dejati
Boštjan	mte:Npmsn	Boštjan
Jazbec	mte:Npmsn	Jazbec
,	mte:Z	,
pozneje	mte:Rgc	pozno
pa	mte:Cc	pa
napovedal	mte:Vmep-sm	napovedati
še	mte:Q	še
,	mte:Z	,
da	mte:Cs	da
bo	mte:Va-f3s-n	biti
v	mte:Sl	v
mesecu	mte:Ncmsl	mesec
ali	mte:Cc	ali
dveh	mte:Mlcmdl	dva
znano	mte:Appnsn	znan
,	mte:Z	,
kaj	mte:Pq-nsa	kaj
se	mte:Px------y	se
bo	mte:Va-f3s-n	biti
zgodilo	mte:Vmep-sn	zgoditi
z	mte:Si	z
bančnim	mte:Agpmsi	bančen
sistemom	mte:Ncmsi	sistem
.	mte:Z	.
Jazbec	mte:Npmsn	Jazbec
je	mte:Va-r3s-n	biti
na	mte:Sl	na
poslovnem	mte:Agpnsl	posloven
kosilu	mte:Ncnsl	kosilo
v	mte:Sl	v
organizaciji	mte:Ncfsl	organizacija
Združenja	mte:Ncnsg	združenje
Mreža	mte:Ncfsn	mreža
idej	mte:Ncfpg	ideja
in	mte:Cc	in
Akademskega	mte:Agpnsg	akademski
društva	mte:Ncnsg	društvo
Pravnik	mte:Ncmsn	pravnik
spomnil	mte:Vmep-sm	spomniti
,	mte:Z	,
da	mte:Cs	da
mora	mte:Vmpr3s	morati
Slovenija	mte:Npfsn	Slovenija
sanirati	mte:Vmbn	sanirati
bančni	mte:Agpmsay	bančen
sistem	mte:Ncmsan	sistem
,	mte:Z	,
pripraviti	mte:Vmen	pripraviti
program	mte:Ncmsan	program
ukrepov	mte:Ncmpg	ukrep
za	mte:Sa	za
oživitev	mte:Ncfsa	oživitev
gospodarstva	mte:Ncnsg	gospodarstvo
in	mte:Cc	in
zagotoviti	mte:Vmen	zagotoviti
politično	mte:Agpfsa	političen
stabilnost	mte:Ncfsa	stabilnost
,	mte:Z	,
ki	mte:Cs	ki
je	mte:Va-r3s-n	biti
pomembna	mte:Agpfsn	pomemben
za	mte:Sa	za
uresničitev	mte:Ncfsa	uresničitev
prvih	mte:Mlofpg	prvi
dveh	mte:Mlcfdg	dva
nalog	mte:Ncfdg	naloga
.	mte:Z	.
A	mte:Cc	a
ko	mte:Cs	ko
bomo	mte:Va-f1p-n	biti
rešili	mte:Vmep-pm	rešiti
banke	mte:Ncfpa	banka
,	mte:Z	,
se	mte:Px------y	se
postavi	mte:Vmer3s	postaviti
večje	mte:Agcnsa	velik
vprašanje	mte:Ncnsa	vprašanje
-	mte:Z	-
kaj	mte:Pq-nsn	kaj
bo	mte:Va-f3s-n	biti
po	mte:Sl	po
tem	mte:Pd-nsl	ta
?	mte:Z	?
,	mte:Z	,
opozarja	mte:Vmpr3s	opozarjati
Jazbec	mte:Npmsn	Jazbec
.	mte:Z	.
Razmere	mte:Ncfpa	razmera
v	mte:Sl	v
bančnem	mte:Agpmsl	bančen
sistemu	mte:Ncmsl	sistem
so	mte:Va-r3p-n	biti
po	mte:Sl	po
njegovem	mte:Ps3nslsm	njegov
mnenju	mte:Ncnsl	mnenje
zrcalna	mte:Agpfsn	zrcalen
slika	mte:Ncfsn	slika
dogajanja	mte:Ncnsg	dogajanje
v	mte:Sl	v
gospodarstvu	mte:Ncnsl	gospodarstvo
.	mte:Z	.
Pomembna	mte:Agpfsn	pomemben
lastnica	mte:Ncfsn	lastnica
bank	mte:Ncfpg	banka
in	mte:Cc	in
podjetij	mte:Ncnpg	podjetje
je	mte:Va-r3s-n	biti
država	mte:Ncfsn	država
,	mte:Z	,
pri	mte:Sl	pri
čemer	mte:Pr-nsl	kar
je	mte:Va-r3s-n	biti
Jazbec	mte:Npmsn	Jazbec
spomnil	mte:Vmep-sm	spomniti
,	mte:Z	,
da	mte:Cs	da
smo	mte:Va-r1p-n	biti
sami	mte:Agpmpn	sam
sebi	mte:Px---d	se
dokazali	mte:Vmep-pm	dokazati
,	mte:Z	,
da	mte:Cs	da
ne	mte:Q	ne
znamo	mte:Vmpr1p	znati
učinkovito	mte:Rgp	učinkovito
upravljati	mte:Vmpn	upravljati
svojega	mte:Px-nsg	svoj
premoženja	mte:Ncnsg	premoženje
.	mte:Z	.
Obstaja	mte:Vmpr3s	obstajati
spodnja	mte:Agpfsn	spodnji
točka	mte:Ncfsn	točka
,	mte:Z	,
ko	mte:Cs	ko
enostavno	mte:Rgp	enostavno
ne	mte:Q	ne
zmorete	mte:Vmer2p	zmoči
več	mte:Q	več
,	mte:Z	,
je	mte:Va-r3s-n	biti
dejal	mte:Vmep-sm	dejati
in	mte:Cc	in
dodal	mte:Vmep-sm	dodati
,	mte:Z	,
da	mte:Cs	da
gospodarstvo	mte:Ncnsn	gospodarstvo
dodatnih	mte:Agpfpg	dodaten
obremenitev	mte:Ncfpg	obremenitev
ne	mte:Q	ne
prenese	mte:Vmer3s	prenesti
več	mte:Q	več
.	mte:Z	.
