token	tag	lemma
Na	mte:Sl	na
februarski	mte:Agpfsl	februarski
skupščini	mte:Ncfsl	skupščina
Telekoma	mte:Npmsg	Telekom
tudi	mte:Q	tudi
o	mte:Sl	o
izplačilu	mte:Ncnsl	izplačilo
dividend	mte:Ncfpg	dividend
Agencija	mte:Ncfsn	agencija
za	mte:Sa	za
trg	mte:Ncmsan	trg
vrednostnih	mte:Agpmpg	vrednosten
papirjev	mte:Ncmpg	papir
je	mte:Va-r3s-n	biti
prepoved	mte:Ncfsa	prepoved
sprejela	mte:Vmep-sf	sprejeti
zaradi	mte:Sg	zaradi
državne	mte:Agpfsg	državen
kršitve	mte:Ncfsg	kršitev
zakona	mte:Ncmsg	zakon
o	mte:Sl	o
prevzemih	mte:Ncmpl	prevzem
.	mte:Z	.
Prepoved	mte:Ncfsn	prepoved
se	mte:Px------y	se
nanaša	mte:Vmpr3s	nanašati
na	mte:Sa	na
Zavarovalnico	mte:Ncfsa	zavarovalnica
Triglav	mte:Npmsn	Triglav
,	mte:Z	,
Sod	mte:Npmsn	Sod
,	mte:Z	,
Kad	mte:Ncmsn	kad
,	mte:Z	,
NKBM	mte:Npfsn	NKBM
,	mte:Z	,
Aerodrom	mte:Ncmsn	aeroder
Ljubljana	mte:Npfsn	Ljubljana
in	mte:Cc	in
Sklad	mte:Ncmsn	sklad
za	mte:Sa	za
financiranje	mte:Ncnsa	financiranje
razgradnje	mte:Ncfsg	razgradnja
NEK	mte:Agpmsnn	nek
-	mte:Z	-
a	mte:Cc	a
.	mte:Z	.
Kot	mte:Cs	kot
ugotavlja	mte:Vmpr3s	ugotavljati
ATVP	mte:Ncmsn	atvp
,	mte:Z	,
omenjeni	mte:Appmpn	omenjen
lastniki	mte:Ncmpn	lastnik
Telekoma	mte:Npmsg	Telekom
skupaj	mte:Rgp	skupaj
z	mte:Si	z
Luko	mte:Npfsi	Luka
Koper	mte:Npmsi	Koper
delujejo	mte:Vmpr3p	delovati
usklajeno	mte:Appnsa	usklajen
.	mte:Z	.
Prevzemni	mte:Agpmsay	prevzemen
prag	mte:Ncmsan	prag
pa	mte:Cc	pa
dosegajo	mte:Vmpr3p	dosegati
in	mte:Cc	in
presegajo	mte:Vmpr3p	presegati
vsi	mte:Pg-mpn	ves
omenjeni	mte:Appmpn	omenjen
,	mte:Z	,
razen	mte:Sg	razen
Luke	mte:Npfsg	Luka
Koper	mte:Npmsn	Koper
.	mte:Z	.
Skupno	mte:Rgp	skupno
imajo	mte:Vmpr3p-n	imeti
72,86	mte:Mdc	72,86
odstotka	mte:Ncmsg	odstotek
delnic	mte:Ncfpg	delnica
Telekoma	mte:Npmsg	Telekom
Slovenije	mte:Npfsg	Slovenija
.	mte:Z	.
Kot	mte:Cs	kot
so	mte:Va-r3p-n	biti
sporočili	mte:Vmep-pm	sporočiti
iz	mte:Sg	iz
ATVP	mte:Npmsn	ATVP
-	mte:Z	-
ja	mte:Q	ja
,	mte:Z	,
prepoved	mte:Ncfsn	prepoved
uresničevanja	mte:Ncnsg	uresničevanje
glasovalnih	mte:Agpfpg	glasovalen
pravic	mte:Ncfpg	pravica
začne	mte:Vmer3s	začeti
veljati	mte:Vmpn	veljati
z	mte:Si	z
dnem	mte:Ncmsi	dan
dokončnosti	mte:Ncfsg	dokončnost
odločbe	mte:Ncfsg	odločba
in	mte:Cc	in
velja	mte:Vmpr3s	veljati
,	mte:Z	,
dokler	mte:Cs	dokler
osebe	mte:Ncfpn	oseba
,	mte:Z	,
ki	mte:Cs	ki
delujejo	mte:Vmpr3p	delovati
usklajeno	mte:Appfsa	usklajen
,	mte:Z	,
ne	mte:Q	ne
dajo	mte:Vmer3p	dati
prevzemne	mte:Agpfsg	prevzemen
ponudbe	mte:Ncfsg	ponudba
za	mte:Sa	za
delnice	mte:Ncfpa	delnica
Telekoma	mte:Npmsg	Telekom
Slovenije	mte:Npfsg	Slovenija
,	mte:Z	,
skladno	mte:Rgp	skladno
z	mte:Si	z
zakonom	mte:Ncmsi	zakon
o	mte:Sl	o
prevzemih	mte:Ncmpl	prevzem
,	mte:Z	,
ali	mte:Cc	ali
dokler	mte:Cs	dokler
ne	mte:Q	ne
