token	tag	lemma
Premier	mte:Ncmsn	premier
se	mte:Px------y	se
bo	mte:Va-f3s-n	biti
v	mte:Sa	v
ponedeljek	mte:Ncmsan	ponedeljek
sestal	mte:Vmep-sm	sestati
s	mte:Si	z
kandidatko	mte:Ncfsi	kandidatka
za	mte:Sa	za
ministrico	mte:Ncfsa	ministrica
za	mte:Sa	za
lokalno	mte:Agpfsa	lokalen
samoupravo	mte:Ncfsa	samouprava
in	mte:Cc	in
regionalni	mte:Agpmsay	regionalen
razvoj	mte:Ncmsan	razvoj
,	mte:Z	,
Dušo	mte:Ncfsa	duša
Trobec	mte:Npmsn	Trobec
Bučan	mte:Npmsn	Bučan
.	mte:Z	.
DeSUS	mte:Npmsn	Desus
po	mte:Sl	po
besedah	mte:Ncfpl	beseda
Erjavca	mte:Npmsg	Erjavc
v	mte:Sl	v
primeru	mte:Ncmsl	primer
ukinitve	mte:Ncfsg	ukinitev
ministrstva	mte:Ncnsg	ministrstvo
zapušča	mte:Vmpr3s	zapuščati
koalicijo	mte:Ncfsa	koalicija
.	mte:Z	.
Danes	mte:Rgp	danes
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
sicer	mte:Q	sicer
Borut	mte:Npmsn	Borut
Pahor	mte:Npmsn	Pahor
z	mte:Si	z
bivšo	mte:Agpfsi	bivši
ministrico	mte:Ncfsi	ministrica
Zlato	mte:Npfsi	Zlato
Ploštajner	mte:Npfsi	Ploštajner
in	mte:Cc	in
Henrikom	mte:Npmsi	Henrik
Gjerkešem	mte:Npmsi	Gjerkeš
pogovarjal	mte:Vmpp-sm	pogovarjati
o	mte:Sl	o
nadaljnjih	mte:Agpmpl	nadaljnji
izzivih	mte:Ncmpl	izziv
in	mte:Cc	in
nalogah	mte:Ncfpl	naloga
povezanih	mte:Appmpg	povezan
s	mte:Si	z
tem	mte:Pd-nsi	ta
področjem	mte:Ncnsi	področje
.	mte:Z	.
Želel	mte:Vmpp-sm	želeti
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
namreč	mte:Cc	namreč
prepričati	mte:Vmen	prepričati
,	mte:Z	,
ali	mte:Rgp	ali
je	mte:Va-r3s-n	biti
omenjeno	mte:Appnsn	omenjen
ministrstvo	mte:Ncnsn	ministrstvo
nujno	mte:Agpnsn	nujen
ali	mte:Cc	ali
naj	mte:Q	naj
se	mte:Px------y	se
njegove	mte:Ps3fpnsm	njegov
pristojnosti	mte:Ncfpn	pristojnost
razdelijo	mte:Vmer3p	razdeliti
med	mte:Sa	med
druga	mte:Mlpnpa	drug
primerna	mte:Agpnpa	primeren
ministrstva	mte:Ncnpa	ministrstvo
.	mte:Z	.
Pahor	mte:Npmsn	Pahor
naj	mte:Q	naj
bi	mte:Va-c	biti
o	mte:Sl	o
zmanjševanju	mte:Ncnsl	zmanjševanje
ministrstev	mte:Ncnpg	ministrstvo
brez	mte:Sg	brez
listnice	mte:Ncfsg	listnica
razmišljal	mte:Vmpp-sm	razmišljati
tudi	mte:Q	tudi
v	mte:Sa	v
prihodnje	mte:Agpnsa	prihodnji
.	mte:Z	.
Pahorjevi	mte:Aspmpn	Pahorjev
današnji	mte:Agpmpn	današnji
sogovorniki	mte:Ncmpn	sogovornik
imajo	mte:Vmpr3p-n	imeti
različna	mte:Agpnpa	različen
mnenja	mte:Ncnpa	mnenje
glede	mte:Sg	glede
ohranitve	mte:Ncfsg	ohranitev
omenjenega	mte:Appnsg	omenjen
ministrstva	mte:Ncnsg	ministrstvo
.	mte:Z	.
Se	mte:Px------y	se
pa	mte:Cc	pa
strinjajo	mte:Vmpr3p	strinjati
,	mte:Z	,
da	mte:Cs	da
mora	mte:Vmpr3s	morati
to	mte:Pd-nsn	ta
mesto	mte:Ncnsn	mesto
,	mte:Z	,
če	mte:Cs	če
ga	mte:Pp3msa--y	on
bo	mte:Va-f3s-n	biti
premier	mte:Ncmsn	premier
ohranil	mte:Vmep-sm	ohraniti
,	mte:Z	,
prevzeti	mte:Vmen	prevzeti
strokovno	mte:Rgp	strokovno
dobro	mte:Rgp	dobro
podkovana	mte:Appfsn	podkovan
oseba	mte:Ncfsn	oseba
,	mte:Z	,
ki	mte:Cs	ki
je	mte:Va-r3s-n	biti
seznanjena	mte:Appfsn	seznanjen
z	mte:Si	z
nujnimi	mte:Agpfpi	nujen
nalogami	mte:Ncfpi	naloga
na	mte:Sl	na
tem	mte:Pd-nsl	ta
področju	mte:Ncnsl	področje
.	mte:Z	.
Pahor	mte:Npmsn	Pahor
meni	mte:Vmpr3s	meniti
,	mte:Z	,
da	mte:Cs	da
mora	mte:Vmpr3s	morati
biti	mte:Va-n	biti
odločitev	mte:Ncfsn	odločitev
pretehtana	mte:Appfsn	pretehtan
in	mte:Cc	in
jo	mte:Pp3fsa--y	on
je	mte:Va-r3s-n	biti
treba	mte:Rgp	treba
sprejeti	mte:Vmen	sprejeti
premišljeno	mte:Appnsa	premišljeno
,	mte:Z	,
kar	mte:Pr-nsn	kar
mu	mte:Pp3msd--y	on
omogoča	mte:Vmpr3s	omogočati
tudi	mte:Q	tudi
dejstvo	mte:Ncnsn	dejstvo
,	mte:Z	,
da	mte:Cs	da
dosedanji	mte:Agpmsny	dosedanji
minister	mte:Ncmsn	minister
v	mte:Sl	v
skladu	mte:Ncmsl	sklad
z	mte:Si	z
zakonodajo	mte:Ncfsi	zakonodaja
opravlja	mte:Vmpr3s	opravljati
tekoče	mte:Appmpa	tekoče
posle	mte:Ncmpa	posel
in	mte:Cc	in
s	mte:Si	z
tem	mte:Pd-nsi	ta
zagotavlja	mte:Vmpr3s	zagotavljati
nemoten	mte:Agpmsan	nemoten
proces	mte:Ncmsan	proces
uspešnega	mte:Agpnsg	uspešen
črpanja	mte:Ncnsg	črpanje
evropskih	mte:Agpnpg	evropski
sredstev	mte:Ncnpg	sredstvo
.	mte:Z	.
Razmišlja	mte:Vmpr3s	razmišljati
o	mte:Sl	o
ukinitvi	mte:Ncfsl	ukinitev
Kakor	mte:Cs	kakor
smo	mte:Va-r1p-n	biti
že	mte:Q	že
poročali	mte:Vmpp-pm	poročati
v	mte:Sa	v
četrtek	mte:Ncmsan	četrtek
,	mte:Z	,
naj	mte:Q	naj
bi	mte:Va-c	biti
Pahor	mte:Npmsn	Pahor
resno	mte:Rgp	resno
razmišljal	mte:Vmpp-sm	razmišljati
,	mte:Z	,
da	mte:Cs	da
po	mte:Sl	po
odhodu	mte:Ncmsl	odhod
Gjerkeša	mte:Npmsg	Gjerkeš
sploh	mte:Q	sploh
ne	mte:Q	ne
bi	mte:Va-c	biti
predlagal	mte:Vmbp-sm	predlagati
kandidata	mte:Ncmsg	kandidat
za	mte:Sa	za
novega	mte:Agpmsa	nov
ministra	mte:Ncmsay	minister
za	mte:Sa	za
lokalno	mte:Agpfsa	lokalen
samoupravo	mte:Ncfsa	samouprava
in	mte:Cc	in
regionalni	mte:Agpmsay	regionalen
razvoj	mte:Ncmsan	razvoj
,	mte:Z	,
ampak	mte:Cc	ampak
bi	mte:Va-c	biti
ministrstvo	mte:Ncnsa	ministrstvo
preprosto	mte:Rgp	preprosto
ukinil	mte:Vmep-sm	ukiniti
.	mte:Z	.
Odločitev	mte:Ncfsa	odločitev
naj	mte:Q	naj
bi	mte:Va-c	biti
bila	mte:Va-p-sf	biti
sprejeta	mte:Appfsn	sprejet
kmalu	mte:Rgp	kmalu
,	mte:Z	,
saj	mte:Cc	saj
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
parlament	mte:Ncmsn	parlament
že	mte:Q	že
v	mte:Sa	v
četrtek	mte:Ncmsan	četrtek
seznanil	mte:Vmep-sm	seznaniti
z	mte:Si	z
odstopom	mte:Ncmsi	odstop
Gjerkeša	mte:Npmsg	Gjerkeš
,	mte:Z	,
kar	mte:Pr-nsn	kar
pomeni	mte:Vmbr3s	pomeniti
,	mte:Z	,
da	mte:Cs	da
bo	mte:Va-f3s-n	biti
moral	mte:Vmpp-sm	morati
Pahor	mte:Npmsn	Pahor
v	mte:Sl	v
desetih	mte:Mlc-pl	deset
dneh	mte:Ncmpl	dan
predlagati	mte:Vmbn	predlagati
novega	mte:Agpmsa	nov
