token	tag	lemma
Dimitrij	mte:Npmsn	Dimitrij
Rupel	mte:Npmsn	Rupel
je	mte:Va-r3s-n	biti
zavrnil	mte:Vmep-sm	zavrniti
vse	mte:Pg-mpa	ves
očitke	mte:Ncmpa	očitek
o	mte:Sl	o
tajnih	mte:Agpmpl	tajen
dogovorih	mte:Ncmpl	dogovor
o	mte:Sl	o
prepuščanju	mte:Ncnsl	prepuščanje
slovenskega	mte:Agpnsg	slovenski
ozemlja	mte:Ncnsg	ozemlje
Hrvaški	mte:Agpmsny	hrvaški
,	mte:Z	,
v	mte:Sl	v
pismu	mte:Ncnsl	pismo
Jandrokoviću	mte:Npmsl	Jandroković
pa	mte:Cc	pa
predlaga	mte:Vmbr3s	predlagati
manj	mte:Rgc	manj
napetosti	mte:Ncfsg	napetost
v	mte:Sl	v
dvostranskih	mte:Agpmpl	dvostranski
odnosih	mte:Ncmpl	odnos
.	mte:Z	.
Sloveniji	mte:Npfsl	Slovenija
se	mte:Px------y	se
ne	mte:Q	ne
mudi	mte:Vmpr3s	muditi
Minister	mte:Ncmsn	minister
je	mte:Va-r3s-n	biti
ocenil	mte:Vmep-sm	oceniti
,	mte:Z	,
da	mte:Cs	da
niso	mte:Va-r3p-y	biti
vsi	mte:Pg-mpn	ves
zainteresirani	mte:Appmpn	zainteresiran
za	mte:Sa	za
rešitev	mte:Ncfsa	rešitev
vprašanj	mte:Ncnpg	vprašanje
med	mte:Si	med
državama	mte:Ncfdi	država
,	mte:Z	,
ne	mte:Q	ne
v	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
ne	mte:Q	ne
na	mte:Sl	na
Hrvaškem	mte:Npnsl	Hrvaško
.	mte:Z	.
Rupel	mte:Npmsn	Rupel
meni	mte:Vmpr3s	meniti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
treba	mte:Rgp	treba
vprašanje	mte:Ncnsa	vprašanje
slovensko	mte:Agpnsn	slovenski
-	mte:Z	-
hrvaške	mte:Agpfsg	hrvaški
meje	mte:Ncfsg	meja
rešiti	mte:Vmen	rešiti
pred	mte:Si	pred
vstopom	mte:Ncmsi	vstop
Hrvaške	mte:Npfsg	Hrvaška
v	mte:Sl	v
EU	mte:Npfsl	EU
.	mte:Z	.
Sloveniji	mte:Npfsl	Slovenija
se	mte:Px------y	se
ne	mte:Q	ne
mudi	mte:Vmpr3s	muditi
,	mte:Z	,
je	mte:Va-r3s-n	biti
poudaril	mte:Vmep-sm	poudariti
in	mte:Cc	in
dodal	mte:Vmep-sm	dodati
,	mte:Z	,
da	mte:Cs	da
so	mte:Va-r3p-n	biti
,	mte:Z	,
kolikor	mte:Cs	kolikor
je	mte:Va-r3s-n	biti
njemu	mte:Pp3msd	on
znano	mte:Appnsn	znan
,	mte:Z	,
glavne	mte:Agpfpa	glaven
stvari	mte:Ncfpa	stvar
že	mte:Q	že
na	mte:Sl	na
papirju	mte:Ncmsl	papir
.	mte:Z	.
Zunanji	mte:Agpmsny	zunanji
minister	mte:Ncmsn	minister
