token	tag	lemma
V	mte:Sl	v
Nemčiji	mte:Npfsl	Nemčija
je	mte:Va-r3s-n	biti
zaprtih	mte:Appnpg	zaprt
vseh	mte:Pg-npg	ves
16	mte:Mdc	16
mednarodnih	mte:Agpnpg	mednaroden
letališč	mte:Ncnpg	letališče
,	mte:Z	,
znova	mte:Rgp	znova
pa	mte:Cc	pa
je	mte:Va-r3s-n	biti
zaprt	mte:Appmsnn	zaprt
zračni	mte:Agpmsny	zračen
prostor	mte:Ncmsn	prostor
nad	mte:Si	nad
Veliko	mte:Agpfsi	velik
Britanijo	mte:Npfsi	Britanija
.	mte:Z	.
Večino	mte:Ncfsa	večina
poletov	mte:Ncmpg	polet
v	mte:Sa	v
Evropo	mte:Npfsa	Evropa
so	mte:Va-r3p-n	biti
že	mte:Q	že
v	mte:Sa	v
petek	mte:Ncmsan	petek
odpovedale	mte:Vmep-pf	odpovedati
ameriške	mte:Agpfpn	ameriški
letalske	mte:Agpfpn	letalski
družbe	mte:Ncfpn	družba
.	mte:Z	.
Zaradi	mte:Sg	zaradi
oblaka	mte:Ncmsg	oblak
vulkanskega	mte:Agpmsg	vulkanski
pepela	mte:Ncmsg	pepel
je	mte:Va-r3s-n	biti
tudi	mte:Q	tudi
danes	mte:Rgp	danes
zaprt	mte:Appmsnn	zaprt
večji	mte:Agcmsny	velik
del	mte:Ncmsn	del
zračnega	mte:Agpmsg	zračen
prostora	mte:Ncmsg	prostor
nad	mte:Si	nad
Evropo	mte:Npfsi	Evropa
.	mte:Z	.
Po	mte:Sl	po
oceni	mte:Ncfsl	ocena
evropske	mte:Agpfsg	evropski
organizacije	mte:Ncfsg	organizacija
za	mte:Sa	za
varnost	mte:Ncfsa	varnost
letalskega	mte:Agpmsg	letalski
prometa	mte:Ncmsg	promet
Eurocontrol	mte:Npmsn	Eurocontrol
je	mte:Va-r3s-n	biti
težave	mte:Ncfpa	težava
v	mte:Sl	v
letalskem	mte:Agpmsl	letalski
prometu	mte:Ncmsl	promet
pričakovati	mte:Vmpn	pričakovati
tako	mte:Rgp	tako
danes	mte:Rgp	danes
kot	mte:Cs	kot
tudi	mte:Q	tudi
še	mte:Q	še
nekaj	mte:Rgp	nekaj
prihodnjih	mte:Agpmpg	prihodnji
dni	mte:Ncmpg	dan
.	mte:Z	.
Po	mte:Sl	po
navedbah	mte:Ncfpl	navedba
Eurocontrola	mte:Npmsg	Eurocontrol
se	mte:Px------y	se
sicer	mte:Q	sicer
oblak	mte:Ncmsn	oblak
prahu	mte:Ncmsg	prah
pomika	mte:Vmbr3s	pomikati
proti	mte:Sd	proti
jugovzhodu	mte:Ncmsd	jugovzhod
oziroma	mte:Cc	oziroma
jugu	mte:Ncmsd	jug
.	mte:Z	.
V	mte:Sl	v
Nemčiji	mte:Npfsl	Nemčija
so	mte:Va-r3p-n	biti
zaporo	mte:Ncfsa	zapora
zračnega	mte:Agpmsg	zračen
prostora	mte:Ncmsg	prostor
podaljšali	mte:Vmep-pm	podaljšati
do	mte:Sg	do
danes	mte:Rgp	danes
do	mte:Sg	do
14	mte:Mdc	14
.	mte:Z	.
ure	mte:Ncfsg	ura
,	mte:Z	,
zaprtih	mte:Appmpg	zaprt
pa	mte:Cc	pa
je	mte:Va-r3s-n	biti
vseh	mte:Pg-npg	ves
16	mte:Mdc	16
mednarodnih	mte:Agpnpg	mednaroden
letališč	mte:Ncnpg	letališče
v	mte:Sl	v
državi	mte:Ncfsl	država
.	mte:Z	.
