token	tag	lemma
Slovensko	mte:Agpnsa	slovenski
gospodarstvo	mte:Ncnsa	gospodarstvo
se	mte:Px------y	se
še	mte:Q	še
krči	mte:Vmpr3s	krčiti
Slovenski	mte:Agpmsny	slovenski
bruto	mte:Agpmsny	bruto
domači	mte:Agpmsny	domač
proizvod	mte:Ncmsn	proizvod
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
v	mte:Sl	v
prvi	mte:Mlofsl	prvi
polovici	mte:Ncfsl	polovica
letošnjega	mte:Agpnsg	letošnji
leta	mte:Ncnsg	leto
zmanjšal	mte:Vmep-sm	zmanjšati
za	mte:Sa	za
3,2	mte:Mdc	3,2
odstotka	mte:Ncmsg	odstotek
.	mte:Z	.
To	mte:Pd-nsn	ta
je	mte:Va-r3s-n	biti
eden	mte:Mlpmsn	eden
največjih	mte:Agsmpg	velik
padcev	mte:Ncmpg	padec
BDP	mte:Npmsn	BDP
-	mte:Z	-
ja	mte:Q	ja
v	mte:Sl	v
Evropski	mte:Agpfsl	evropski
uniji	mte:Ncfsl	unija
.	mte:Z	.
V	mte:Sl	v
drugem	mte:Mlpnsl	drug
četrtletju	mte:Ncnsl	četrtletje
je	mte:Va-r3s-n	biti
bil	mte:Va-p-sm	biti
BDP	mte:Npmsn	BDP
v	mte:Sl	v
primerjavi	mte:Ncfsl	primerjava
z	mte:Si	z
istim	mte:Pi-nsi	isti
obdobjem	mte:Ncnsi	obdobje
lani	mte:Rgp	lani
manjši	mte:Agcmsny	majhen
za	mte:Sa	za
1,7	mte:Mdc	1,7
odstotka	mte:Ncmsg	odstotek
.	mte:Z	.
Glede	mte:Rgp	glede
na	mte:Sa	na
prve	mte:Mlompa	prvi
štiri	mte:Mlcmpa	štirje
mesece	mte:Ncmpa	mesec
tega	mte:Pd-nsg	ta
leta	mte:Ncnsg	leto
je	mte:Va-r3s-n	biti
padel	mte:Vmep-sm	pasti
še	mte:Q	še
za	mte:Sa	za
0,3	mte:Mdc	0,3
odstotka	mte:Ncmsg	odstotek
,	mte:Z	,
v	mte:Sl	v
primerjavi	mte:Ncfsl	primerjava
s	mte:Si	z
primerljivim	mte:Agpnsi	primerljiv
lanskim	mte:Agpnsi	lanski
obdobjem	mte:Ncnsi	obdobje
pa	mte:Cc	pa
za	mte:Sa	za
2,2	mte:Mdc	2,2
odstotka	mte:Ncmsg	odstotek
.	mte:Z	.
Skupaj	mte:Rgp	skupaj
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
BDP	mte:Npmsn	BDP
v	mte:Sl	v
prvi	mte:Mlofsl	prvi
polovici	mte:Ncfsl	polovica
leta	mte:Ncnsg	leto
2013	mte:Mdc	2013
zmanjšal	mte:Vmep-sm	zmanjšati
za	mte:Sa	za
3,2	mte:Mdc	3,2
odstotka	mte:Ncmsg	odstotek
.	mte:Z	.
Na	mte:Sl	na
Uradu	mte:Ncmsl	urad
RS	mte:Npfsg	RS
za	mte:Sa	za
makroekonomske	mte:Agpfpa	makroekonomski
analize	mte:Ncfpa	analiza
in	mte:Cc	in
razvoj	mte:Ncmsan	razvoj
opozarjajo	mte:Vmpr3p	opozarjati
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
bil	mte:Va-p-sm	biti
padec	mte:Ncmsn	padec
BDP	mte:Npmsn	BDP
-	mte:Z	-
ja	mte:Q	ja
v	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
spet	mte:Rgp	spet
med	mte:Si	med
največjimi	mte:Agsmpi	velik
v	mte:Sl	v
EU	mte:Npfsl	EU
-	mte:Z	-
ju	mte:Pp3mda--y	on
.	mte:Z	.
Večji	mte:Agcmsay	velik
