token	tag	lemma
Zunanji	mte:Agpmsny	zunanji
minister	mte:Ncmsn	minister
Rupel	mte:Npmsn	Rupel
na	mte:Sl	na
Brdu	mte:Npnsl	Brd
pri	mte:Sl	pri
Kranju	mte:Npmsl	Kranj
gosti	mte:Vmpr3p	gost
zunanje	mte:Agpmpa	zunanji
ministre	mte:Ncmpa	minister
Velike	mte:Agpfsg	velik
Britanije	mte:Npfsg	Britanija
,	mte:Z	,
Francije	mte:Npfsg	Francija
,	mte:Z	,
Nemčije	mte:Npfsg	Nemčija
in	mte:Cc	in
Italije	mte:Npfsg	Italija
.	mte:Z	.
Preučili	mte:Vmep-pm	preučiti
naj	mte:Q	naj
bi	mte:Va-c	biti
najnovejši	mte:Agsmsay	nov
razvoj	mte:Ncmsan	razvoj
v	mte:Sl	v
razpravi	mte:Ncfsl	razprava
o	mte:Sl	o
Kosovu	mte:Npnsl	Kosovo
.	mte:Z	.
Sestanka	mte:Ncmsg	sestanka
slovenskega	mte:Agpnsg	slovenski
predsedstva	mte:Ncnsg	predsedstvo
s	mte:Si	z
člani	mte:Ncmpi	član
kontaktne	mte:Agpfsg	kontakten
skupine	mte:Ncfsg	skupina
iz	mte:Sg	iz
EU	mte:Npfsg	EU
se	mte:Px------y	se
bodo	mte:Va-f3p-n	biti
udeležili	mte:Vmep-pm	udeležiti
zunanji	mte:Agpmpn	zunanji
ministri	mte:Ncmpn	minister
Velike	mte:Agpfsg	velik
Britanije	mte:Npfsg	Britanija
,	mte:Z	,
Francije	mte:Npfsg	Francija
,	mte:Z	,
Nemčije	mte:Npfsg	Nemčija
in	mte:Cc	in
Italije	mte:Npfsg	Italija
,	mte:Z	,
ki	mte:Cs	ki
se	mte:Px------y	se
jim	mte:Pp3mpd--y	on
bosta	mte:Va-f3d-n	biti
pridružila	mte:Vmep-dm	pridružiti
tudi	mte:Q	tudi
komisar	mte:Ncmsn	komisar
za	mte:Sa	za
širitev	mte:Ncfsa	širitev
Olli	mte:Npmsn	Olli
Rehn	mte:Npmsn	Rehn
in	mte:Cc	in
visoki	mte:Agpmsny	visok
zunanjepolitični	mte:Agpmsny	zunanjepolitičen
predstavnik	mte:Ncmsn	predstavnik
EU	mte:Npfsg	EU
Javier	mte:Npmsn	Javier
Solana	mte:Npmsn	Solana
.	mte:Z	.
Kot	mte:Cs	kot
so	mte:Va-r3p-n	biti
sporočili	mte:Vmep-pm	sporočiti
z	mte:Sg	z
MZZ	mte:Npfsi	MZZ
,	mte:Z	,
bo	mte:Va-f3s-n	biti
slovenski	mte:Agpmsny	slovenski
zunanji	mte:Agpmsny	zunanji
minister	mte:Ncmsn	minister
in	mte:Cc	in
predsedujoči	mte:Appmsn	predsedujoč
Svetu	mte:Ncmsl	svet
za	mte:Sa	za
splošne	mte:Agpfpa	splošen
zadeve	mte:Ncfpa	zadeva
in	mte:Cc	in
zunanje	mte:Agpmpa	zunanji
odnose	mte:Ncmpa	odnos
Dimitrij	mte:Npmsn	Dimitrij
Rupel	mte:Npmsn	Rupel
tako	mte:Rgp	tako
gostil	mte:Vmpp-sm	gostiti
zunanje	mte:Agpmpa	zunanji
ministre	mte:Ncmpa	minister
Velike	mte:Agpfsg	velik
Britanije	mte:Npfsg	Britanija
Davida	mte:Npmsg	David
Millibanda	mte:Npmsg	Milliband
,	mte:Z	,
Francije	mte:Npfsg	Francija
Bernarda	mte:Npmsg	Bernard
Kouchnerja	mte:Npmsg	Kouchner
,	mte:Z	,
Nemčije	mte:Npfsg	Nemčija
Franka	mte:Npmsg	Franko
-	mte:Z	-
Walterja	mte:Npmsg	Walter
Steinmeierja	mte:Npmsg	Steinmeir
in	mte:Cc	in
Italije	mte:Npfsg	Italija
Massima	mte:Npmsg	Massimo
D'Alemo	mte:Npmsg	D'Alemo
.	mte:Z	.
Srečanje	mte:Ncnsn	srečanje
bo	mte:Va-f3s-n	biti
potekalo	mte:Vmpp-sn	potekati
za	mte:Si	za
tesno	mte:Rgp	tesno
zaprtimi	mte:Appnpi	zaprt
vrati	mte:Ncnpi	vrata
,	mte:Z	,
predvidena	mte:Appmdn	predviden
pa	mte:Cc	pa
nista	mte:Va-r3d-y	biti
niti	mte:Q	niti
čas	mte:Ncmsn	čas
za	mte:Sa	za
fotografiranje	mte:Ncnsa	fotografiranje
niti	mte:Q	niti
izjava	mte:Ncfsn	izjava
za	mte:Sa	za
javnost	mte:Ncfsa	javnost
.	mte:Z	.
Prebojnih	mte:Agpfpg	prebojen
odločitev	mte:Ncfpg	odločitev
ni	mte:Va-r3s-y	biti
pričakovati	mte:Vmpn	pričakovati
Na	mte:Sl	na
srečanju	mte:Ncnsl	srečanje
bodo	mte:Va-f3p-n	biti
preučili	mte:Vmep-pm	preučiti
najnovejši	mte:Agsmsay	nov
razvoj	mte:Ncmsan	razvoj
v	mte:Sl	v
razpravi	mte:Ncfsl	razprava
o	mte:Sl	o
Kosovu	mte:Npnsl	Kosovo
,	mte:Z	,
vendar	mte:Cc	vendar
prebojnih	mte:Agpfpg	prebojen
odločitev	mte:Ncfpg	odločitev
ni	mte:Va-r3s-y	biti
pričakovati	mte:Vmpn	pričakovati
,	mte:Z	,
so	mte:Va-r3p-n	biti
pred	mte:Si	pred
dnevi	mte:Ncmpi	dan
pojasnili	mte:Vmep-pm	pojasniti
diplomatski	mte:Agpmpn	diplomatski
viri	mte:Ncmpn	vir
v	mte:Sl	v
Bruslju	mte:Npmsl	Bruselj
.	mte:Z	.
Po	mte:Sl	po
pričakovanjih	mte:Ncnpl	pričakovanje
naj	mte:Q	naj
bi	mte:Va-c	biti
ministri	mte:Ncmpn	minister
sicer	mte:Q	sicer
govorili	mte:Vmpp-pm	govoriti
predvsem	mte:Q	predvsem
o	mte:Sl	o
tem	mte:Pd-nsl	ta
,	mte:Z	,
kdaj	mte:Rgp	kdaj
naj	mte:Q	naj
bi	mte:Va-c	biti
se	mte:Px------y	se
EU	mte:Npfsn	EU
odločila	mte:Vmep-sf	odločiti
o	mte:Sl	o
napotitvi	mte:Ncfsl	napotitev
svoje	mte:Px-fsg	svoj
civilne	mte:Agpfsg	civilen
misije	mte:Ncfsg	misija
na	mte:Sa	na
Kosovo	mte:Npnsa	Kosovo
,	mte:Z	,
ki	mte:Cs	ki
pa	mte:Cc	pa
ji	mte:Pp3fsd--y	on
Beograd	mte:Npmsn	Beograd
ostro	mte:Rgp	ostro
nasprotuje	mte:Vmpr3s	nasprotovati
.	mte:Z	.
Politično	mte:Agpfsa	političen
odločitev	mte:Ncfsa	odločitev
o	mte:Sl	o
tem	mte:Pd-nsl	ta
je	mte:Va-r3s-n	biti
Unija	mte:Ncfsn	unija
sprejela	mte:Vmep-sf	sprejeti
decembra	mte:Ncmsg	december
lani	mte:Rgp	lani
