token	tag	lemma
Slovenija	mte:Npfsn	Slovenija
je	mte:Va-r3s-n	biti
od	mte:Sg	od
evropske	mte:Agpfsg	evropski
komisije	mte:Ncfsg	komisija
dobila	mte:Vmep-sf	dobiti
štiri	mte:Mlcmpa	štirje
druge	mte:Mlpmpa	drug
opomine	mte:Ncmpa	opomina
zaradi	mte:Sg	zaradi
kršenja	mte:Ncnsg	kršenje
evropske	mte:Agpfsg	evropski
zakonodaje	mte:Ncfsg	zakonodaja
.	mte:Z	.
Prvi	mte:Mlompn	prvi
trije	mte:Mlcmpn	trije
se	mte:Px------y	se
nanašajo	mte:Vmpr3p	nanašati
na	mte:Sa	na
neustrezno	mte:Agpnsa	neustrezen
izvajanje	mte:Ncnsa	izvajanje
pravil	mte:Ncnpg	pravilo
glede	mte:Sg	glede
javnega	mte:Agpnsg	javen
naročanja	mte:Ncnsg	naročanje
,	mte:Z	,
avdiovizualnih	mte:Agpfpg	avdiovizualen
storitev	mte:Ncfpg	storitev
ter	mte:Cc	ter
trga	mte:Ncmsg	trg
plina	mte:Ncmsg	plin
in	mte:Cc	in
elektrike	mte:Ncfsg	elektrika
,	mte:Z	,
četrti	mte:Mlomsn	četrti
pa	mte:Cc	pa
na	mte:Sa	na
to	mte:Pd-nsa	ta
,	mte:Z	,
da	mte:Cs	da
Slovenija	mte:Npfsn	Slovenija
komisije	mte:Ncfsg	komisija
še	mte:Q	še
ni	mte:Va-r3s-y	biti
uradno	mte:Rgp	uradno
obvestila	mte:Vmep-sf	obvestilo
o	mte:Sl	o
ustreznem	mte:Agpmsl	ustrezen
prenosu	mte:Ncmsl	prenos
direktive	mte:Ncfsg	direktiva
o	mte:Sl	o
storitvah	mte:Ncfpl	storitev
v	mte:Sa	v
svojo	mte:Px-fsa	svoj
zakonodajo	mte:Ncfsa	zakonodaja
.	mte:Z	.
.	mte:Z	.
.	mte:Z	.
.	mte:Z	.
zaradi	mte:Sg	zaradi
železniške	mte:Agpfsg	železniški
zakonodaje	mte:Ncfsg	zakonodaja
pa	mte:Cc	pa
celo	mte:Q	celo
tožba	mte:Ncfsn	tožba
Evropska	mte:Agpfsn	evropski
komisija	mte:Ncfsn	komisija
je	mte:Va-r3s-n	biti
odločila	mte:Vmep-sf	odločiti
,	mte:Z	,
da	mte:Cs	da
bo	mte:Va-f3s-n	biti
proti	mte:Sd	proti
Sloveniji	mte:Npfsd	Slovenija
in	mte:Cc	in
še	mte:Q	še
12	mte:Mdc	12
državam	mte:Ncfpd	država
članicam	mte:Ncfpd	članica
EU	mte:Npfsg	EU
zaradi	mte:Sg	zaradi
neustreznega	mte:Agpnsg	neustrezen
izvajanja	mte:Ncnsg	izvajanje
evropske	mte:Agpfsg	evropski
železniške	mte:Agpfsg	železniški
zakonodaje	mte:Ncfsg	zakonodaja
vložila	mte:Vmep-sf	vložiti
tožbo	mte:Ncfsa	tožba
na	mte:Sl	na
Sodišču	mte:Ncnsl	sodišče
