token	tag	lemma
Ljubljana	mte:Npfsn	Ljubljana
-	mte:Z	-
Vlada	mte:Ncfsn	vlada
Janeza	mte:Npmsg	Janez
Janše	mte:Npfsg	Janše
nadaljuje	mte:Vmpr3s	nadaljevati
svoj	mte:Px-msa	svoj
način	mte:Ncmsan	način
korporativnega	mte:Agpnsg	korporativen
upravljanja	mte:Ncnsg	upravljanje
,	mte:Z	,
pri	mte:Sl	pri
katerem	mte:Pq-msl	kateri
pa	mte:Cc	pa
ne	mte:Q	ne
krši	mte:Vmbr3s	kršiti
več	mte:Q	več
zgolj	mte:Q	zgolj
zakona	mte:Ncmsg	zakon
o	mte:Sl	o
upravljanju	mte:Ncnsl	upravljanje
kapitalskih	mte:Agpfpg	kapitalski
naložb	mte:Ncfpg	naložba
,	mte:Z	,
ampak	mte:Cc	ampak
očitno	mte:Agpnsn	očiten
tudi	mte:Q	tudi
vse	mte:Pg-mpa	ves
druge	mte:Mlpmpa	drug
zakone	mte:Ncmpa	zakon
,	mte:Z	,
ki	mte:Cs	ki
ji	mte:Pp3fsd--y	on
stojijo	mte:Vmpr3p	stati
na	mte:Sl	na
poti	mte:Ncfsl	pot
pri	mte:Sl	pri
kadrovanju	mte:Ncnsl	kadrovanje
v	mte:Sl	v
družbah	mte:Ncfpl	družba
z	mte:Si	z
lastniškim	mte:Agpmsi	lastniški
deležem	mte:Ncmsi	delež
države	mte:Ncfsg	država
.	mte:Z	.
Vlada	mte:Ncfsn	vlada
je	mte:Va-r3s-n	biti
namreč	mte:Cc	namreč
Agenciji	mte:Ncfsl	agencija
za	mte:Sa	za
upravljanje	mte:Ncnsa	upravljanje
kapitalskih	mte:Agpfpg	kapitalski
naložb	mte:Ncfpg	naložba
(	mte:Z	(
AUKN	mte:Npfsn	AUKN
)	mte:Z	)
po	mte:Sl	po
naših	mte:Ps1fplp	naš
informacijah	mte:Ncfpl	informacija
izrecno	mte:Rgp	izrecno
naložila	mte:Vmep-sf	naložiti
,	mte:Z	,
da	mte:Cs	da
pooblaščenec	mte:Ncmsn	pooblaščenec
,	mte:Z	,
ki	mte:Cs	ki
bo	mte:Va-f3s-n	biti
na	mte:Sl	na
torkovi	mte:Aspfsl	torkov
skupščini	mte:Ncfsl	skupščina
Cinkarne	mte:Npfsg	Cinkarne
Celje	mte:Npnsn	Celje
zastopal	mte:Vmpp-sm	zastopati
20	mte:Mdc	20
-	mte:Z	-
odstotni	mte:Agpmsay	odstoten
delež	mte:Ncmsan	delež
Modre	mte:Agpfsg	moder
zavarovalnice	mte:Ncfsg	zavarovalnica
,	mte:Z	,
vloži	mte:Vmer3s	vložiti
nasprotni	mte:Agpmsay	nasproten
predlog	mte:Ncmsan	predlog
in	mte:Cc	in
v	mte:Sa	v
nadzorni	mte:Agpmsay	nadzoren
svet	mte:Ncmsan	svet
ene	mte:Mlpfsg	en
najuspešnejših	mte:Agsfpg	uspešen
gospodarskih	mte:Agpfpg	gospodarski
družb	mte:Ncfpg	družba
v	mte:Sl	v
državi	mte:Ncfsl	država
imenuje	mte:Vmbr3s	imenovati
člana	mte:Ncmsay	član
SDS	mte:Npfsg	SDS
Matjaža	mte:Npmsg	Matjaž
