token	tag	lemma
Alžirija	mte:Npfsn	Alžirija
prejela	mte:Vmep-sf	prejeti
pozive	mte:Ncmpa	poziv
upornikov	mte:Ncmpg	upornik
za	mte:Sa	za
vrnitev	mte:Ncfsa	vrnitev
članov	mte:Ncmpg	član
Gadafijeve	mte:Aspfsg	Gadafijev
družine	mte:Ncfsg	družina
v	mte:Sa	v
Libijo	mte:Npfsa	Libija
Foto	mte:Npfsn	foto
:	mte:Z	:
Bloomberg	mte:Npmsn	Bloomberg
Član	mte:Ncmsn	član
libijskega	mte:Agpmsg	libijski
nacionalnega	mte:Agpmsg	nacionalen
prehodnega	mte:Agpmsg	prehoden
sveta	mte:Ncmsg	svet
za	mte:Sa	za
pravosodje	mte:Ncnsa	pravosodje
Mohamed	mte:Npmsn	Mohamed
al	mte:Npmsn	ali
Alagi	mte:Npmsn	Alaga
je	mte:Va-r3s-n	biti
potrdil	mte:Vmep-sm	potrditi
,	mte:Z	,
da	mte:Cs	da
so	mte:Va-r3p-n	biti
bili	mte:Va-p-pm	biti
med	mte:Si	med
ujetimi	mte:Appfpi	ujet
osebami	mte:Ncfpi	oseba
v	mte:Sl	v
Tripoliju	mte:Npmsl	Tripolij
tudi	mte:Q	tudi
plačanci	mte:Ncmpn	plačanec
iz	mte:Sg	iz
tujine	mte:Ncfsg	tujina
,	mte:Z	,
med	mte:Si	med
njimi	mte:Pp3mpi	on
17	mte:Mdc	17
Hrvatov	mte:Npmpg	Hrvat
.	mte:Z	.
Na	mte:Sa	na
odziv	mte:Ncmsan	odziv
iz	mte:Sg	iz
Libije	mte:Npfsg	Libija
so	mte:Va-r3p-n	biti
je	mte:Va-r3s-n	biti
odzvalo	mte:Vmep-sn	odzvati
že	mte:Q	že
hrvaško	mte:Agpnsn	hrvaški
zunanje	mte:Agpnsa	zunanji
ministrstvo	mte:Ncnsa	ministrstvo
,	mte:Z	,
ki	mte:Cs	ki
je	mte:Va-r3s-n	biti
sporočilo	mte:Ncnsa	sporočilo
,	mte:Z	,
da	mte:Cs	da
niso	mte:Va-r3p-y	biti
prejeli	mte:Vmep-pm	prejeti
nobene	mte:Pz-fsg	noben
informacije	mte:Ncfsg	informacija
o	mte:Sl	o
tem	mte:Pd-nsl	ta
,	mte:Z	,
da	mte:Cs	da
bi	mte:Va-c	biti
