token	tag	lemma
Največja	mte:Agsfsn	velik
ameriška	mte:Agpfsn	ameriški
zavarovalnica	mte:Ncfsn	zavarovalnica
AIG	mte:Npmsn	AIG
si	mte:Px---d--y	se
je	mte:Va-r3s-n	biti
do	mte:Sg	do
zdaj	mte:Rgp	zdaj
od	mte:Sg	od
države	mte:Ncfsg	država
sposodila	mte:Vmep-sf	sposoditi
70,3	mte:Mdc	70,3
milijarde	mte:Ncfsg	milijarda
dolarjev	mte:Ncmpg	dolar
sredstev	mte:Ncnpg	sredstvo
,	mte:Z	,
kar	mte:Pr-nsn	kar
predstavlja	mte:Vmpr3s	predstavljati
57	mte:Mdc	57
odstotkov	mte:Ncmpg	odstotek
celotne	mte:Agpfsg	celoten
pomoči	mte:Ncfsg	pomoč
,	mte:Z	,
ki	mte:Cs	ki
ji	mte:Pp3fsd--y	on
jo	mte:Pp3fsa--y	on
je	mte:Va-r3s-n	biti
država	mte:Ncfsn	država
obljubila	mte:Vmep-sf	obljubiti
.	mte:Z	.
Spomnimo	mte:Vmer1p	spomniti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
ameriška	mte:Agpfsn	ameriški
vlada	mte:Ncfsn	vlada
prvotno	mte:Rgp	prvotno
odločila	mte:Vmep-sf	odločiti
,	mte:Z	,
da	mte:Cs	da
bo	mte:Va-f3s-n	biti
AIG	mte:Npfsn	AIG
posodila	mte:Vmep-sf	posoditi
85	mte:Mdc	85
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
,	mte:Z	,
vendar	mte:Cc	vendar
so	mte:Va-r3p-n	biti
se	mte:Px------y	se
v	mte:Sa	v
sredo	mte:Ncfsa	sreda
odločili	mte:Vmep-pm	odločiti
,	mte:Z	,
da	mte:Cs	da
bodo	mte:Va-f3p-n	biti
zvišali	mte:Vmep-pm	zvišati
omenjeni	mte:Appmsay	omenjen
znesek	mte:Ncmsan	znesek
na	mte:Sa	na
122,8	mte:Mdc	122,8
milijarde	mte:Ncfsg	milijarda
evrov	mte:Ncmpg	evro
.	mte:Z	.
Ruski	mte:Agpmpn	ruski
milijarderji	mte:Ncmpn	milijarder
izgubili	mte:Vmep-pm	izgubiti
230	mte:Mdc	230
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
25	mte:Mdc	25
najbogatejših	mte:Agsmpg	bogat
ruskih	mte:Agpmpg	ruski
milijarderjev	mte:Ncmpg	milijarder
je	mte:Va-r3s-n	biti
v	mte:Sl	v
zadnjih	mte:Agpmpl	zadnji
petih	mte:Mlc-pl	pet
mesecih	mte:Ncmpl	mesec
izgubilo	mte:Vmep-sn	izgubiti
več	mte:Rgc	več
kot	mte:Cs	kot
230	mte:Mdc	230
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
.	mte:Z	.
Najbogatejši	mte:Agsmsny	bogat
Rus	mte:Npmsn	Rus
in	mte:Cc	in
lastnik	mte:Ncmsn	lastnik
aluminijskega	mte:Agpmsg	aluminijski
imperija	mte:Ncmsg	imperija
Rusal	mte:Npmsg	Rusal
Oleg	mte:Npmsn	Oleg
Deripaska	mte:Npmsg	Deripaska
je	mte:Va-r3s-n	biti
izgubil	mte:Vmep-sm	izgubiti
več	mte:Rgc	več
kot	mte:Cs	kot
16	mte:Mdc	16
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
,	mte:Z	,
lastnik	mte:Ncmsn	lastnik
nogometnega	mte:Agpmsg	nogometen
kluba	mte:Ncmsg	klub
Chelsea	mte:Npmsn	Chelse
Roman	mte:Npmsn	Roman
Abramovič	mte:Npmsn	Abramovič
22	mte:Mdc	22
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
,	mte:Z	,
največ	mte:Rgs	največ
od	mte:Sg	od
vseh	mte:Pg-mpg	ves
pa	mte:Cc	pa
je	mte:Va-r3s-n	biti
izgubil	mte:Vmep-sm	izgubiti
ruski	mte:Agpmsny	ruski
metalurg	mte:Ncmsn	metalurg
Vladimir	mte:Npmsn	Vladimir
Lisin	mte:Npmsn	Lisin
,	mte:Z	,
in	mte:Cc	in
sicer	mte:Q	sicer
22	mte:Mdc	22
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
.	mte:Z	.
Ruski	mte:Agpmsny	ruski
borzni	mte:Agpmsny	borzen
indeks	mte:Ncmsn	indeks
Micrex	mte:Npmsn	Micrex
je	mte:Va-r3s-n	biti
od	mte:Sg	od
maja	mte:Ncmsg	maj
na	mte:Sl	na
vrednosti	mte:Ncfsl	vrednost
izgubil	mte:Vmep-sm	izgubiti
61	mte:Mdc	61
odstotkov	mte:Ncmpg	odstotek
,	mte:Z	,
tuji	mte:Agpmpn	tuj
vlagatelji	mte:Ncmpn	vlagatelj
pa	mte:Cc	pa
so	mte:Va-r3p-n	biti
od	mte:Sg	od
začetka	mte:Ncmsg	začetek
avgusta	mte:Ncmsg	avgust
iz	mte:Sg	iz
Rusije	mte:Npfsg	Rusija
umaknili	mte:Vmep-pm	umakniti
74	mte:Mdc	74
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
.	mte:Z	.
Finančna	mte:Agpfsn	finančen
pomoč	mte:Ncfsn	pomoč
ruskim	mte:Agpfpd	ruski
bankam	mte:Ncfpd	banka
Ruska	mte:Agpfsn	ruski
duma	mte:Ncfsn	dum
je	mte:Va-r3s-n	biti
odobrila	mte:Vmep-sf	odobriti
finančno	mte:Agpfsa	finančen
pomoč	mte:Ncfsa	pomoč
bankam	mte:Ncfpd	banka
v	mte:Sl	v
višini	mte:Ncfsl	višina
86	mte:Mdc	86
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
.	mte:Z	.
50	mte:Mdc	50
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
bo	mte:Va-f3s-n	biti
država	mte:Ncfsn	država
zagotovila	mte:Vmep-sf	zagotoviti
bankam	mte:Ncfpd	banka
in	mte:Cc	in
podjetjem	mte:Ncnpd	podjetje
,	mte:Z	,
ki	mte:Cs	ki
morajo	mte:Vmpr3p	morati
poplačati	mte:Vmen	poplačati
dolgove	mte:Ncmpa	dolg
v	mte:Sl	v
tujini	mte:Ncfsl	tujina
,	mte:Z	,
36	mte:Mdc	36
milijard	mte:Ncfpg	milijarda
dolarjev	mte:Ncmpg	dolar
pa	mte:Cc	pa
bo	mte:Va-f3s-n	biti
bankam	mte:Ncfpd	banka
dostopnih	mte:Agpmpg	dostopen
v	mte:Sl	v
obliki	mte:Ncfsl	oblika
posojil	mte:Ncnpg	posojilo
.	mte:Z	.
Velika	mte:Agpfsn	velik
izpostavljenost	mte:Ncfsn	izpostavljenost
Erste	mte:Npfsn	Ersta
do	mte:Sg	do
Islandije	mte:Npfsg	Islandija
Avstrijska	mte:Agpfsn	avstrijski
bančna	mte:Agpfsn	bančen
skupina	mte:Ncfsn	skupina
Erste	mte:Npfsn	Ersta
Group	mte:Npfsn	Group
je	mte:Va-r3s-n	biti
sporočila	mte:Vmep-sf	sporočiti
,	mte:Z	,
da	mte:Cs	da
njena	mte:Ps3fsnsf	njen
izpostavljenost	mte:Ncfsn	izpostavljenost
do	mte:Sg	do
islandskih	mte:Agpfpg	islandski
bank	mte:Ncfpg	banka
znaša	mte:Vmpr3s	znašati
okoli	mte:Rgp	okoli
300	mte:Mdc	300
milijonov	mte:Ncmpg	milijon
evrov	mte:Ncmpg	evro
,	mte:Z	,
in	mte:Cc	in
sicer	mte:Q	sicer
ima	mte:Vmpr3s-n	imeti
skupina	mte:Ncfsn	skupina
v	mte:Sl	v
lasti	mte:Ncfsl	last
obveznice	mte:Ncfpg	obveznica
.	mte:Z	.
V	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
je	mte:Va-r3s-n	biti
Erste	mte:Npfsn	Ersta
prisotna	mte:Agpfsn	prisoten
prek	mte:Sg	prek
banke	mte:Ncfsg	banka
Sparkasse	mte:Npfsg	Sparkassa
.	mte:Z	.
Kriza	mte:Ncfsn	kriza
se	mte:Px------y	se
širi	mte:Vmpr3s	širati
na	mte:Sa	na
Japonsko	mte:Npfsa	Japonska
Japonska	mte:Agpfsn	Japonska
zavarovalnica	mte:Ncfsn	zavarovalnica
Yamato	mte:Npfsn	Yamato
Life	mte:Npfsn	life
Insurance	mte:Npfsg	Insuranca
bo	mte:Va-f3s-n	biti
šla	mte:Vmbp-sf	iti
v	mte:Sa	v
stečajni	mte:Agpmsay	stečajen
postopek	mte:Ncmsan	postopek
ter	mte:Cc	ter
s	mte:Si	z
tem	mte:Pd-nsi	ta
postala	mte:Vmep-sf	postati
prva	mte:Mlofsn	prvi
žrtev	mte:Ncfsn	žrtev
svetovne	mte:Agpfsg	svetoven
finančne	mte:Agpfsg	finančen
krize	mte:Ncfsg	kriza
v	mte:Sl	v
japonskem	mte:Agpmsl	japonski
finančnem	mte:Agpmsl	finančen
sektorju	mte:Ncmsl	sektor
.	mte:Z	.
V	mte:Sa	v
četrtek	mte:Ncmsan	četrtek
je	mte:Va-r3s-n	biti
bil	mte:Va-p-sm	biti
že	mte:Q	že
uveden	mte:Appmsnn	uveden
stečajni	mte:Agpmsny	stečajen
postopek	mte:Ncmsn	postopek
za	mte:Sa	za
japonsko	mte:Agpfsa	japonski
družbo	mte:Ncfsa	družba
New	mte:Npmsn	New
City	mte:Npmsn	City
Investment	mte:Npmsn	Investment
Corp	mte:Npmsn	Corp
.	mte:Z	.
,	mte:Z	,
ki	mte:Cs	ki
je	mte:Va-r3s-n	biti
postala	mte:Vmep-sf	postati
prva	mte:Mlofsn	prvi
žrtev	mte:Ncfsn	žrtev
v	mte:Sl	v
sektorju	mte:Ncmsl	sektor
naložb	mte:Ncfpg	naložba
v	mte:Sa	v
nepremičnine	mte:Ncfsa	nepremičnina
.	mte:Z	.
Wells	mte:Npmsn	Wells
Fargo	mte:Npmsn	Fargo
bo	mte:Va-f3s-n	biti
prevzel	mte:Vmep-sm	prevzeti
Wachovio	mte:Npmsn	Wachovia
Banka	mte:Npfsn	banka
Wells	mte:Npmsn	Wells
Fargo	mte:Npmsn	Fargo
$	mte:Npmsn	$
amp	mte:Npmsn	Ampe
,	mte:Z	,
Co	mte:Npmsn	Co
bo	mte:Va-f3s-n	biti
za	mte:Sa	za
11,7	mte:Mdc	11,7
milijarde	mte:Ncfsg	milijarda
dolarjev	mte:Ncmpg	dolar
prevzela	mte:Vmep-sf	prevzeti
banko	mte:Ncfsa	banka
Wachovia	mte:Npfsg	Wachovio
in	mte:Cc	in
tako	mte:Rgp	tako
postala	mte:Vmep-sf	postati
