token	tag	lemma
Kaj	mte:Pq-nsa	kaj
bo	mte:Va-f3s-n	biti
danes	mte:Rgp	danes
povedal	mte:Vmep-sm	povedati
Ben	mte:Npmsn	Ben
Bernanke	mte:Npfsg	Bernanka
?	mte:Z	?
Upanje	mte:Ncnsa	upanje
na	mte:Sa	na
rešitev	mte:Ncfsa	rešitev
španskih	mte:Agpfpg	španski
finančnih	mte:Agpfpg	finančen
ustanov	mte:Ncfpg	ustan
in	mte:Cc	in
nove	mte:Agpfpa	nov
spodbude	mte:Ncfpa	spodbuda
centralnih	mte:Agpfpg	centralen
bank	mte:Ncfpg	banka
so	mte:Va-r3p-n	biti
dali	mte:Vmep-pm	dati
delniškim	mte:Agpmpd	delniški
trgom	mte:Ncmpd	trg
lep	mte:Agpmsan	lep
pospešek	mte:Ncmsan	pospešek
,	mte:Z	,
ki	mte:Cs	ki
je	mte:Va-r3s-n	biti
indekse	mte:Ncmpa	indeksa
občutno	mte:Rgp	občutno
dvignil	mte:Vmep-sm	dvigniti
z	mte:Sg	z
letošnjega	mte:Agpnsg	letošnji
dna	mte:Ncnsg	dno
.	mte:Z	.
Vlada	mte:Ncfsn	vlada
v	mte:Sl	v
Madridu	mte:Npmsl	Madrid
noče	mte:Vmpr3s-y	hoteti
zaprositi	mte:Vmen	zaprositi
tujine	mte:Ncfsg	tujina
za	mte:Sa	za
pomoč	mte:Ncfsa	pomoč
,	mte:Z	,
zaveda	mte:Vmpr3s	zavedati
pa	mte:Cc	pa
se	mte:Px------y	se
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
finančni	mte:Agpmsny	finančen
sektor	mte:Ncmsn	sektor
na	mte:Sl	na
robu	mte:Ncmsl	rob
zloma	mte:Ncmsg	zlom
in	mte:Cc	in
da	mte:Cs	da
se	mte:Px------y	se
država	mte:Ncfsn	država
na	mte:Sl	na
finančnih	mte:Agpmpl	finančen
trgih	mte:Ncmpl	trg
ne	mte:Q	ne
more	mte:Vmpr3s	moči
več	mte:Q	več
normalno	mte:Agpnsn	normalen
zadolževati	mte:Vmpn	zadolževati
.	mte:Z	.
Denar	mte:Ncmsan	denar
iz	mte:Sg	iz
sklada	mte:Ncmsg	sklad
za	mte:Sa	za
zaščito	mte:Ncfsa	zaščita
evra	mte:Ncmsg	evro
EFSF	mte:Npmsg	EFSF
naj	mte:Q	naj
bi	mte:Va-c	biti
šel	mte:Vmbp-sm	iti
neposredno	mte:Rgp	neposredno
v	mte:Sa	v
reševanje	mte:Ncnsa	reševanje
španskih	mte:Agpfpg	španski
bank	mte:Ncfpg	banka
,	mte:Z	,
ki	mte:Cs	ki
so	mte:Va-r3p-n	biti
zaradi	mte:Sg	zaradi
poka	mte:Ncmsg	poka
nepremičninskega	mte:Agpmsg	nepremičninski
balona	mte:Ncmsg	balon
podhranjene	mte:Appfpn	podhranjen
po	mte:Sl	po
najbolj	mte:Rgs	najbolj
pesimističnih	mte:Agpmpl	pesimističen
podatkih	mte:Ncmpl	podatek
naj	mte:Q	naj
potrebovale	mte:Vmpp-pf	potrebovati
celo	mte:Q	celo
300	mte:Mdc	300
milijard	mte:Ncfpg	milijarda
evrov	mte:Ncmpg	evro
kapitala	mte:Ncmsg	kapital
in	mte:Cc	in
ne	mte:Q	ne
kreditirajo	mte:Vmbr3p	kreditirati
gospodarstva	mte:Ncnsg	gospodarstvo
,	mte:Z	,
ki	mte:Cs	ki
se	mte:Px------y	se
pogreza	mte:Vmpr3s	pogrezati
v	mte:Sa	v
vedno	mte:Rgp	vedno
večjo	mte:Agcfsa	velik
recesijo	mte:Ncfsa	recesija
.	mte:Z	.
Nemško	mte:Agpnsn	nemški
finančno	mte:Agpnsn	finančen
ministrstvo	mte:Ncnsn	ministrstvo
verjame	mte:Vmbr3s	verjeti
,	mte:Z	,
da	mte:Cs	da
bi	mte:Va-c	biti
lahko	mte:Rgp	lahko
EFSF	mte:Npmsn	EFSF
posodil	mte:Vmep-sm	posoditi
denar	mte:Ncmsan	denar
španskim	mte:Agpfpd	španski
bankam	mte:Ncfpd	banka
,	mte:Z	,
vendar	mte:Cc	vendar
pravniki	mte:Ncmpn	pravnik
dvomijo	mte:Vmpr3p	dvomiti
,	mte:Z	,
ali	mte:Rgp	ali
bi	mte:Va-c	biti
bilo	mte:Va-p-sn	biti
to	mte:Pd-nsn	ta
zakonito	mte:Agpnsn	zakonit
.	mte:Z	.
Največja	mte:Agsfsn	velik
letošnja	mte:Agpfsn	letošnji
rast	mte:Ncfsn	rast
indeksa	mte:Ncmsg	indeks
Dow	mte:Npmsn	Dow
Jones	mte:Npmsn	Jones
Wall	mte:Npmsn	Wall
Streetu	mte:Npmsd	Stree
je	mte:Va-r3s-n	biti
v	mte:Sa	v
sredo	mte:Ncfsa	sreda
uspela	mte:Vmep-sf	uspeti
največja	mte:Agsfsn	velik
letošnja	mte:Agpfsn	letošnji
rast	mte:Ncfsn	rast
.	mte:Z	.
Indeksa	mte:Ncmsg	indeks
Dow	mte:Npmsn	Dow
Jones	mte:Npmsn	Jones
12.414	mte:Mdc	12.414
točk	mte:Ncfpg	točka
