token	tag	lemma
Uprava	mte:Ncfsn	uprava
Triglava	mte:Npmsg	Triglav
je	mte:Va-r3s-n	biti
predlagala	mte:Vmbp-sf	predlagati
,	mte:Z	,
da	mte:Cs	da
lastniki	mte:Ncmpn	lastnik
odpokličejo	mte:Vmer3p	odpoklicati
nadzorni	mte:Agpmsay	nadzoren
svet	mte:Ncmsan	svet
Abanke	mte:Npfsg	Abanka
,	mte:Z	,
ki	mte:Cs	ki
mu	mte:Pp3msd--y	on
predseduje	mte:Vmpr3s	predsedovati
Tomaž	mte:Npmsn	Tomaž
Toplak	mte:Npmsn	Toplak
.	mte:Z	.
Delničarji	mte:Ncmpn	delničar
bodo	mte:Va-f3p-n	biti
o	mte:Sl	o
tem	mte:Pd-nsl	ta
razpravljali	mte:Vmpp-pm	razpravljati
na	mte:Sl	na
skupščini	mte:Ncfsl	skupščina
28	mte:Mdc	28
.	mte:Z	.
maja	mte:Ncmsg	maj
.	mte:Z	.
Abanka	mte:Npfsn	Abanka
je	mte:Va-r3s-n	biti
tretja	mte:Mlofsn	tretji
največja	mte:Agsfsn	velik
banka	mte:Ncfsn	banka
v	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
.	mte:Z	.
Abanka	mte:Npfsn	Abanka
je	mte:Va-r3s-n	biti
že	mte:Q	že
pretekli	mte:Appmsay	pretekel
teden	mte:Ncmsan	teden
sklicala	mte:Vmep-sf	sklicati
skupščino	mte:Ncfsa	skupščina
delničarjev	mte:Ncmpg	delničar
,	mte:Z	,
kjer	mte:Cs	kjer
bi	mte:Va-c	biti
sicer	mte:Q	sicer
razpravljali	mte:Vmpp-pm	razpravljati
o	mte:Sl	o
višini	mte:Ncfsl	višina
dividende	mte:Ncfsg	dividenda
predlagana	mte:Appfsn	predlagan
je	mte:Va-r3s-n	biti
1,01	mte:Mdc	1,01
evra	mte:Ncmsg	evro
in	mte:Cc	in
o	mte:Sl	o
letnem	mte:Agpnsl	leten
poročilu	mte:Ncnsl	poročilo
banke	mte:Ncfsg	banka
.	mte:Z	.
Ker	mte:Cs	ker
30	mte:Mdc	30
.	mte:Z	.
junija	mte:Ncmsg	junij
poteče	mte:Vmer3s	poteči
mandat	mte:Ncmsn	mandat
dvema	mte:Mlcmda	dva
nadzornikoma	mte:Ncmdd	nadzornik
Tomažu	mte:Npmsd	Tomaž
Toplaku	mte:Npmsd	Toplak
tudi	mte:Q	tudi
predsednik	mte:Ncmsn	predsednik
nadzornega	mte:Agpmsg	nadzoren
sveta	mte:Ncmsg	svet
Istrabenza	mte:Npmsg	Istrabenz
in	mte:Cc	in
nekdanji	mte:Agpmsny	nekdanji
prvi	mte:Mlomsn	prvi
mož	mte:Ncmsn	mož
Kada	mte:Npmsg	Kada
in	mte:Cc	in
Simonu	mte:Npmsd	Simon
Zdolšku	mte:Npmsd	Zdolško
predsednik	mte:Ncmsn	predsednik
uprave	mte:Ncfsg	uprava
Zvon	mte:Ncmsn	zvon
ena	mte:Mlpfsn	en
holding	mte:Ncmsn	holding
,	mte:Z	,
uprava	mte:Ncfsn	uprava
Abanke	mte:Npfsg	Abanka
predlaga	mte:Vmbr3s	predlagati
,	mte:Z	,
da	mte:Cs	da
se	mte:Px------y	se
na	mte:Sl	na
skupščini	mte:Ncfsl	skupščina
