token	tag	lemma
Ljubljana	mte:Npfsn	Ljubljana
-	mte:Z	-
Kratke	mte:Agpmpa	kratek
vestičke	mte:Ncmpa	vestička
s	mte:Sg	z
sveta	mte:Ncmsg	svet
gospodarstva	mte:Ncnsg	gospodarstvo
za	mte:Sa	za
vas	mte:Pp2-pa	ti
pripravljajo	mte:Vmpr3p	pripravljati
v	mte:Sl	v
redakciji	mte:Ncfsl	redakcija
Poslovnega	mte:Agpmsg	posloven
dnevnika	mte:Ncmsg	dnevnik
.	mte:Z	.
Boštjan	mte:Npmsn	Boštjan
Kreft	mte:Npmsn	Kreft
okrepil	mte:Vmep-sm	okrepiti
kapital	mte:Ncmsan	kapital
Reporterja	mte:Npmsg	Reporter
.	mte:Z	.
.	mte:Z	.
.	mte:Z	.
Boštjan	mte:Npmsn	Boštjan
Kreft	mte:Npmsn	Kreft
je	mte:Va-r3s-n	biti
v	mte:Sl	v
dneh	mte:Ncmpl	dan
okrog	mte:Sg	okrog
novega	mte:Agpnsg	nov
leta	mte:Ncnsg	leto
izvedel	mte:Vmep-sm	izvedeti
za	mte:Sa	za
110.000	mte:Mdc	110.000
evrov	mte:Ncmpg	evro
težko	mte:Agpfsa	težek
dokapitalizacijo	mte:Ncfsa	dokapitalizacija
podjetja	mte:Ncnsg	podjetje
Prava	mte:Agpfsn	pravi
smer	mte:Ncfsn	smer
,	mte:Z	,
ki	mte:Cs	ki
izdaja	mte:Vmpr3s	izdajati
tednik	mte:Ncmsan	tednik
Reporter	mte:Npmsn	Reporter
.	mte:Z	.
V	mte:Sa	v
kapital	mte:Ncmsan	kapital
je	mte:Va-r3s-n	biti
pretvoril	mte:Vmep-sm	pretvoriti
terjatev	mte:Ncfsa	terjatev
do	mte:Sg	do
podjetja	mte:Ncnsg	podjetje
Gradis	mte:Npmsn	Gradis
iz	mte:Sg	iz
Srbije	mte:Npfsg	Srbija
v	mte:Sl	v
lasti	mte:Ncfsl	last
Ljubomirja	mte:Npmsg	Ljubomir
Svorcana	mte:Npmsg	Svorcan
in	mte:Cc	in
hkrati	mte:Rgp	hkrati
vložil	mte:Vmep-sm	vložiti
še	mte:Q	še
30.000	mte:Mdc	30.000
evrov	mte:Ncmpg	evro
v	mte:Sl	v
denarju	mte:Ncmsl	denar
.	mte:Z	.
Prava	mte:Agpfsn	pravi
smer	mte:Ncfsn	smer
ima	mte:Vmpr3s-n	imeti
sicer	mte:Q	sicer
že	mte:Q	že
od	mte:Sg	od
ustanovitve	mte:Ncfsg	ustanovitev
leta	mte:Ncnsg	leto
2008	mte:Mdc	2008
naprej	mte:Rgp	naprej
negativen	mte:Agpmsnn	negativen
kapital	mte:Ncmsan	kapital
.	mte:Z	.
.	mte:Z	.
.	mte:Z	.
Miklavž	mte:Npmsn	Miklavž
Borec	mte:Npmsn	Borec
pa	mte:Cc	pa
podjetja	mte:Ncnpa	podjetje
Finea	mte:Npmsn	Finea
Tudi	mte:Q	tudi
Miklavž	mte:Npmsn	Miklavž
Borec	mte:Npmsn	Borec
,	mte:Z	,
lastnik	mte:Ncmsn	lastnik
Finee	mte:Npmsg	Finee
,	mte:Z	,
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
