token	tag	lemma
Bruselj	mte:Npmsn	Bruselj
-	mte:Z	-
Prodaja	mte:Ncfsn	prodaja
avtomobilov	mte:Ncmpg	avtomobil
v	mte:Sl	v
Evropi	mte:Npfsl	Evropa
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
povečala	mte:Vmep-sf	povečati
tudi	mte:Q	tudi
februarja	mte:Ncmsg	februar
.	mte:Z	.
V	mte:Sl	v
28	mte:Mdc	28
evropskih	mte:Agpfpl	evropski
državah	mte:Ncfpl	država
(	mte:Z	(
brez	mte:Sg	brez
Cipra	mte:Npfsg	Cipra
in	mte:Cc	in
Malte	mte:Npfsg	Malta
,	mte:Z	,
a	mte:Cc	a
vključujoč	mte:Rr	vključujoč
Islandijo	mte:Npfsa	Islandija
,	mte:Z	,
Norveško	mte:Npfsa	Norveška
in	mte:Cc	in
Švico	mte:Npfsa	Švico
)	mte:Z	)
so	mte:Va-r3p-n	biti
drugi	mte:Mlpmsay	drug
letošnji	mte:Agpmsay	letošnji
mesec	mte:Ncmsan	mesec
prodali	mte:Vmep-pm	prodati
1.000.754	mte:Mdc	1.000.754
osebnih	mte:Agpmpg	oseben
avtomobilov	mte:Ncmpg	avtomobil
,	mte:Z	,
kar	mte:Pr-nsn	kar
je	mte:Va-r3s-n	biti
3,2	mte:Mdc	3,2
odstotka	mte:Ncmsg	odstotek
več	mte:Rgc	več
kot	mte:Cs	kot
februarja	mte:Ncmsg	februar
lani	mte:Rgp	lani
.	mte:Z	.
V	mte:Sl	v
državah	mte:Ncfpl	država
članicah	mte:Ncfpl	članica
EU	mte:Npfsg	EU
,	mte:Z	,
brez	mte:Sg	brez
upoštevanja	mte:Ncnsg	upoštevanje
Cipra	mte:Npfsg	Cipra
in	mte:Cc	in
Malte	mte:Npfsg	Malta
,	mte:Z	,
je	mte:Va-r3s-n	biti
bilo	mte:Va-p-sn	biti
februarja	mte:Ncmsg	februar
prodanih	mte:Appmpg	prodan
974.346	mte:Mdc	974.346
novih	mte:Agpmpg	nov
avtomobilov	mte:Ncmpg	avtomobil
,	mte:Z	,
kar	mte:Pr-nsn	kar
je	mte:Va-r3s-n	biti
tri	mte:Mlcmpa	trije
odstotke	mte:Ncmpa	odstotek
več	mte:Rgc	več
kot	mte:Cs	kot
februarja	mte:Ncmsg	februar
lani	mte:Rgp	lani
,	mte:Z	,
je	mte:Va-r3s-n	biti
danes	mte:Rgp	danes
objavilo	mte:Vmep-sn	objaviti
Združenje	mte:Ncnsa	združenje
evropskih	mte:Agpmpg	evropski
