token	tag	lemma
Leta	mte:Ncnsg	leto
2047	mte:Mdc	2047
bomo	mte:Va-f1p-n	biti
ljudje	mte:Ncmpn	človek
pokurili	mte:Vmep-pm	pokuriti
vse	mte:Pg-fpa	ves
zaloge	mte:Ncfpa	zaloga
nafte	mte:Ncfsg	nafta
,	mte:Z	,
zaloge	mte:Ncfpa	zaloga
zemeljskega	mte:Agpmsg	zemeljski
plina	mte:Ncmsg	plin
bodo	mte:Va-f3p-n	biti
zadostovale	mte:Vmpp-pf	zadostovati
do	mte:Sg	do
leta	mte:Ncnsg	leto
2068	mte:Mdc	2068
,	mte:Z	,
premoga	mte:Ncmsg	premog
na	mte:Sl	na
svetu	mte:Ncmsl	svet
ne	mte:Q	ne
bo	mte:Va-f3s-n	biti
več	mte:Q	več
leta	mte:Ncnsg	leto
2140	mte:Mdc	2140
,	mte:Z	,
urana	mte:Ncnsg	urana
pa	mte:Cc	pa
štiri	mte:Mlcnpa	štirje
leta	mte:Ncnpa	leto
pozneje	mte:Rgc	pozno
.	mte:Z	.
In	mte:Cc	in
kaj	mte:Pq-nsa	kaj
bomo	mte:Va-f1p-n	biti
po	mte:Sl	po
tem	mte:Pd-nsl	ta
?	mte:Z	?
Glede	mte:Rgp	glede
na	mte:Sa	na
ocene	mte:Ncfpa	ocena
,	mte:Z	,
zapisane	mte:Appfpn	zapisan
na	mte:Sl	na
energetski	mte:Agpfsl	energetski
spletni	mte:Agpfsl	spleten
strani	mte:Ncfsl	stran
Evropske	mte:Agpfsg	evropski
unije	mte:Ncfsg	unija
,	mte:Z	,
bomo	mte:Va-f1p-n	biti
ljudje	mte:Ncmpn	človek
vse	mte:Pg-fpa	ves
zaloge	mte:Ncfpa	zaloga
nafte	mte:Ncfsg	nafta
izčrpali	mte:Vmep-pm	izčrpati
do	mte:Sg	do
22	mte:Mdc	22
.	mte:Z	.
oktobra	mte:Ncmsg	oktober
2047	mte:Mdc	2047
,	mte:Z	,
zaloge	mte:Ncfpn	zaloga
zemeljskega	mte:Agpmsg	zemeljski
plina	mte:Ncmsg	plin
bodo	mte:Va-f3p-n	biti
pošle	mte:Vmep-pf	poslati
21	mte:Mdc	21
let	mte:Ncnpg	leto
pozneje	mte:Rgc	pozno
,	mte:Z	,
premoga	mte:Ncmsg	premog
pa	mte:Cc	pa
ne	mte:Q	ne
bo	mte:Va-f3s-n	biti
več	mte:Q	več
19	mte:Mdc	19
.	mte:Z	.
maja	mte:Ncmsg	maj
2140	mte:Mdc	2140
.	mte:Z	.
Najdlje	mte:Rgs	dolgo
bodo	mte:Va-f3p-n	biti
zdržale	mte:Vmep-pf	zdržati
zaloge	mte:Ncfpn	zaloga
urana	mte:Ncnsg	urana
,	mte:Z	,
ki	mte:Cs	ki
naj	mte:Q	naj
bi	mte:Va-c	biti
pošle	mte:Vmep-pm	poslati
28	mte:Mdc	28
.	mte:Z	.
novembra	mte:Ncmsg	november
2144	mte:Mdc	2144
,	mte:Z	,
še	mte:Q	še
ocenjujejo	mte:Vmpr3p	ocenjevati
na	mte:Sl	na
portalu	mte:Ncnsl	portal
.	mte:Z	.
Ljudje	mte:Ncmpn	človek
glede	mte:Rgp	glede
na	mte:Sa	na
podatke	mte:Ncmpa	podatek
,	mte:Z	,
zapisane	mte:Appfpa	zapisan
na	mte:Sl	na
omenjeni	mte:Appfsl	omenjen
spletni	mte:Agpfsl	spleten
strani	mte:Ncfsl	stran
,	mte:Z	,
vsako	mte:Pg-fsa	vsak
sekundo	mte:Ncfsa	sekunda
porabimo	mte:Vmer1p	porabiti
92.653	mte:Mdc	92.653
kubičnih	mte:Agpmpg	kubičen
metrov	mte:Ncmpg	meter
zemeljskega	mte:Agpmsg	zemeljski
plina	mte:Ncmsg	plin
,	mte:Z	,
986	mte:Mdc	986
159	mte:Mdc	159
-	mte:Z	-
litrskih	mte:Agpmpg	litrski
sodčkov	mte:Ncmpg	sodček
nafte	mte:Ncfsg	nafta
,	mte:Z	,
203	mte:Mdc	203
tone	mte:Ncfsg	tona
premoga	mte:Ncmsg	premog
in	mte:Cc	in
4,2	mte:Mdc	4,2
grama	mte:Ncmsg	gram
urana	mte:Ncnsg	urana
.	mte:Z	.
Hkrati	mte:Rgp	hkrati
so	mte:Va-r3p-n	biti
objavili	mte:Vmep-pm	objaviti
tudi	mte:Q	tudi
rezerve	mte:Ncfpa	rezerva
neobnovljivih	mte:Agpmpg	neobnovljiv
virov	mte:Ncmpg	vir
energije	mte:Ncfsg	energija
.	mte:Z	.
Največ	mte:Rgs	največ
rezerv	mte:Ncfpg	rezerva
zemeljskega	mte:Agpmsg	zemeljski
plina	mte:Ncmsg	plin
ima	mte:Vmpr3s-n	imeti
Rusija	mte:Npfsn	Rusija
,	mte:Z	,
sledita	mte:Vmpr3d	slediti
pa	mte:Cc	pa
Iran	mte:Npmsn	Iran
in	mte:Cc	in
Katar	mte:Npmsn	Katar
.	mte:Z	.
Pri	mte:Sl	pri
zalogah	mte:Ncfpl	zaloga
premoga	mte:Ncmsg	premog
so	mte:Va-r3p-n	biti
na	mte:Sl	na
prvem	mte:Mlonsl	prvi
mestu	mte:Ncnsl	mesto
ZDA	mte:Npfpg	ZDA
,	mte:Z	,
sledita	mte:Vmpr3d	slediti
pa	mte:Cc	pa
Rusija	mte:Npfsn	Rusija
in	mte:Cc	in
Kitajska	mte:Npfsn	Kitajska
.	mte:Z	.
Zalog	mte:Ncfpg	zaloga
nafte	mte:Ncfsg	nafta
je	mte:Va-r3s-n	biti
največ	mte:Rgs	največ
v	mte:Sl	v
Savdski	mte:Agpfsl	savdski
Arabiji	mte:Npfsl	Arabija
,	mte:Z	,
skoraj	mte:Q	skoraj
polovico	mte:Ncfsa	polovica
manj	mte:Rgc	manj
zalog	mte:Ncfpg	zaloga
ima	mte:Vmpr3s-n	imeti
Iran	mte:Npmsn	Iran
,	mte:Z	,
še	mte:Q	še
nekaj	mte:Rgp	nekaj
manj	mte:Rgc	manj
pa	mte:Cc	pa
je	mte:Va-r3s-n	biti
zalog	mte:Ncfpg	zaloga
v	mte:Sl	v
Iraku	mte:Npmsl	Irak
.	mte:Z	.
Od	mte:Sg	od
4	mte:Mdc	4
.	mte:Z	.
do	mte:Sg	do
7	mte:Mdc	7
.	mte:Z	.
mesta	mte:Ncnsg	mesto
se	mte:Px------y	se
zvrstijo	mte:Vmer3p	zvrstiti
še	mte:Q	še
Kuvajt	mte:Npmsn	Kuvajt
,	mte:Z	,
Venezuela	mte:Npmsn	Venezuel
,	mte:Z	,
Združeni	mte:Appmpn	združen
arabski	mte:Agpmpn	arabski
emirati	mte:Ncmpn	emirat
in	mte:Cc	in
Rusija	mte:Npfsn	Rusija
.	mte:Z	.
Z	mte:Si	z
uranom	mte:Ncmsi	uran
pa	mte:Cc	pa
so	mte:Va-r3p-n	biti
najbogatejše	mte:Agsfsn	bogat
Avstralija	mte:Npfsn	Avstrali
,	mte:Z	,
Kazakhstan	mte:Npmsn	Kazakhstan
,	mte:Z	,
Rusija	mte:Npfsn	Rusija
,	mte:Z	,
Južnoafriška	mte:Agpfsn	južnoafriški
republika	mte:Ncfsn	republika
,	mte:Z	,
Kanada	mte:Npfsn	Kanad
,	mte:Z	,
ZDA	mte:Npfpg	ZDA
in	mte:Cc	in
Brazilija	mte:Npfsn	Brazilija
.	mte:Z	.
Objavili	mte:Vmep-pm	objaviti
so	mte:Va-r3p-n	biti
tudi	mte:Q	tudi
lestvico	mte:Ncfsa	lestvica
proizvedene	mte:Appfsg	proizveden
energije	mte:Ncfsg	energija
iz	mte:Sg	iz
obnovljivih	mte:Agpmpg	obnovljiv
virov	mte:Ncmpg	vir
v	mte:Sl	v
državah	mte:Ncfpl	država
članicah	mte:Ncfpl	članica
EU	mte:Npfsg	EU
.	mte:Z	.
Daleč	mte:Rgp	daleč
največ	mte:Rgs	največ
take	mte:Pd-fsg	tak
energije	mte:Ncfsg	energija
proizvede	mte:Vmer3s	proizvesti
Nemčija	mte:Npfsn	Nemčija
,	mte:Z	,
sledi	mte:Vmpr3s	slediti
Španija	mte:Npfsn	Španija
,	mte:Z	,
na	mte:Sl	na
tretjem	mte:Mlonsl	tretji
mestu	mte:Ncnsl	mesto
je	mte:Va-r3s-n	biti
Italija	mte:Npfsn	Italija
,	mte:Z	,
ki	mte:Cs	ki
pa	mte:Cc	pa
ne	mte:Q	ne
proizvede	mte:Vmer3s	proizvesti
niti	mte:Q	niti
šest	mte:Mlc-pa	šest
odstotkov	mte:Ncmpg	odstotek
energije	mte:Ncfsg	energija
,	mte:Z	,
ki	mte:Cs	ki
jo	mte:Pp3fsa--y	on
proizvede	mte:Vmer3s	proizvesti
vodilna	mte:Agpfsn	vodilen
Nemčija	mte:Npfsn	Nemčija
.	mte:Z	.
Slovenija	mte:Npfsn	Slovenija
je	mte:Va-r3s-n	biti
na	mte:Sl	na
tej	mte:Pd-fsl	ta
lestvici	mte:Ncfsl	lestvica
na	mte:Sl	na
16	mte:Mdc	16
.	mte:Z	.
mestu	mte:Ncnsl	mesto
