token	tag	lemma
V	mte:Sa	v
Prevent	mte:Npmsan	Prevent
DEV	mte:Ncmsan	dev
po	mte:Sl	po
odstopu	mte:Ncmsl	odstop
Ivana	mte:Npmsg	Ivan
Majcna	mte:Npmsg	Majcn
zahtevajo	mte:Vmbr3p	zahtevati
še	mte:Q	še
odstop	mte:Ncmsan	odstop
celotnega	mte:Agpmsg	celoten
nadzornega	mte:Agpmsg	nadzoren
sveta	mte:Ncmsg	svet
Prevent	mte:Npmsn	Prevent
Globala	mte:Npmsg	Global
.	mte:Z	.
Predsednik	mte:Ncmsn	predsednik
NS	mte:Npmsn	NS
odgovarja	mte:Vmpr3s	odgovarjati
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
to	mte:Pd-nsn	ta
nesprejemljivo	mte:Agpnsn	nesprejemljiv
,	mte:Z	,
bodo	mte:Va-f3p-n	biti
pa	mte:Cc	pa
upoštevali	mte:Vmbp-pm	upoštevati
njihove	mte:Ps3mpap	njihov
predloge	mte:Ncmpa	predlog
.	mte:Z	.
Prevent	mte:Npmsn	Prevent
Global	mte:Npmsn	Global
Kot	mte:Cs	kot
je	mte:Va-r3s-n	biti
pojasnil	mte:Vmep-sm	pojasniti
predsednik	mte:Ncmsn	predsednik
nadzornega	mte:Agpmsg	nadzoren
sveta	mte:Ncmsg	svet
Prevent	mte:Npmsn	Prevent
Globala	mte:Npmsn	Global
Vladimir	mte:Npmsn	Vladimir
Bilič	mte:Npmsn	Bilič
,	mte:Z	,
so	mte:Va-r3p-n	biti
v	mte:Sa	v
Prevent	mte:Npmsan	Prevent
DEV	mte:Npmsan	DEV
po	mte:Sl	po
odstopu	mte:Ncmsl	odstop
Ivana	mte:Npmsg	Ivan
Majcna	mte:Npmsg	Majcn
v	mte:Sa	v
četrtek	mte:Ncmsan	četrtek
zahtevali	mte:Vmbp-pm	zahtevati
še	mte:Q	še
odstop	mte:Ncmsan	odstop
celotnega	mte:Agpmsg	celoten
nadzornega	mte:Agpmsg	nadzoren
sveta	mte:Ncmsg	svet
.	mte:Z	.
Bilič	mte:Npmsn	Bilič
je	mte:Va-r3s-n	biti
zastopniku	mte:Ncmsd	zastopnik
Prevent	mte:Npmsn	Prevent
DEV	mte:Npmsn	DEV
Carstnu	mte:Npmsd	Carstno
Unverrichtu	mte:Npmsd	Unverricht
v	mte:Sl	v
pismu	mte:Ncnsl	pismo
dejal	mte:Vmep-sm	dejati
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
njihova	mte:Ps3fsnp	njihov
zahteva	mte:Vmbr3s	zahtevati
nesprejemljiva	mte:Agpfsn	nesprejemljiv
.	mte:Z	.
Kot	mte:Cs	kot
je	mte:Va-r3s-n	biti
zapisal	mte:Vmep-sm	zapisati
,	mte:Z	,
Prevent	mte:Npmsn	Prevent
DEV	mte:Npmsn	DEV
za	mte:Sa	za
to	mte:Pd-nsa	ta
ni	mte:Va-r3s-y	biti
dal	mte:Vmep-sm	dati
nobene	mte:Pz-fsg	noben
