token	tag	lemma
Z	mte:Sg	z
vidika	mte:Ncmsg	vidik
delavcev	mte:Ncmpg	delavec
je	mte:Va-r3s-n	biti
stečaj	mte:Ncmsn	stečaj
Vegrada	mte:Npmsg	Vegrada
najboljša	mte:Agsfsn	dober
rešitev	mte:Ncfsn	rešitev
.	mte:Z	.
Tako	mte:Rgp	tako
je	mte:Va-r3s-n	biti
prepričana	mte:Appfsn	prepričan
gospodarska	mte:Agpfsn	gospodarski
ministrica	mte:Ncfsn	ministrica
Darja	mte:Npfsn	Darja
Radić	mte:Npfsn	Radić
in	mte:Cc	in
tako	mte:Rgp	tako
pravita	mte:Vmpr3d	praviti
tudi	mte:Q	tudi
ekonomista	mte:Ncmdn	ekonomist
Rado	mte:Npmsn	Rado
Pezdir	mte:Npmsn	Pezdir
in	mte:Cc	in
Jože	mte:Npmsn	Jože
Damijan	mte:Npmsn	Damijan
.	mte:Z	.
Prisilna	mte:Agpfsn	prisilen
poravnava	mte:Ncfsn	poravnava
naj	mte:Q	naj
bi	mte:Va-c	biti
bila	mte:Va-p-sf	biti
manj	mte:Rgc	manj
ugodna	mte:Agpfsn	ugoden
.	mte:Z	.
Darja	mte:Npfsn	Darja
Radić	mte:Npfsn	Radić
Zgodba	mte:Ncfsn	zgodba
o	mte:Sl	o
Vegradu	mte:Npmsl	Vegrad
se	mte:Px------y	se
žalostno	mte:Rgp	žalostno
končuje	mte:Vmpr3s	končevati
,	mte:Z	,
saj	mte:Cc	saj
je	mte:Va-r3s-n	biti
to	mte:Pd-nsn	ta
podjetje	mte:Ncnsn	podjetje
sporočilo	mte:Ncnsn	sporočilo
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
plačilno	mte:Agpnsn	plačilen
nesposobno	mte:Agpnsn	nesposoben
.	mte:Z	.
Glede	mte:Sg	glede
nadaljnje	mte:Agpfsg	nadaljnji
usode	mte:Ncfsg	usoda
podjetja	mte:Ncnsg	podjetje
sta	mte:Va-r3d-n	biti
