token	tag	lemma
Adria	mte:Npfsn	Adria
Airways	mte:Npfsn	Airways
bo	mte:Va-f3s-n	biti
opravila	mte:Vmep-sf	opravilo
le	mte:Q	le
dva	mte:Mlcmda	dva
poleta	mte:Ncmda	polet
do	mte:Sg	do
Frankfurta	mte:Npmsg	Frankfurta
Zaposleni	mte:Appmpn	zaposlen
pri	mte:Sl	pri
nemški	mte:Agpfsl	nemški
letalski	mte:Agpfsl	letalski
družbi	mte:Ncfsl	družba
Lufthansa	mte:Npmsg	Lufthans
danes	mte:Rgp	danes
opozorilno	mte:Rgp	opozorilno
stavkajo	mte:Vmpr3p	stavkati
,	mte:Z	,
zato	mte:Cc	zato
so	mte:Va-r3p-n	biti
odpovedani	mte:Appmpn	odpovedan
skoraj	mte:Q	skoraj
vsi	mte:Pg-mpn	ves
njeni	mte:Ps3mpnsf	njen
poleti	mte:Ncmpn	polet
.	mte:Z	.
Ovirane	mte:Appfpn	oviran
so	mte:Va-r3p-n	biti
tudi	mte:Q	tudi
povezave	mte:Ncfpn	povezava
Adrie	mte:Npfsg	Adrie
Airways	mte:Npmsn	Airways
z	mte:Si	z
Nemčijo	mte:Npfsi	Nemčija
.	mte:Z	.
Od	mte:Sg	od
1.720	mte:Mdc	1.720
poletov	mte:Ncmpg	polet
,	mte:Z	,
ki	mte:Cs	ki
jih	mte:Pp3mpa--y	on
ima	mte:Vmpr3s-n	imeti
Lufthansa	mte:Npmsn	Lufthans
na	mte:Sl	na
voznem	mte:Agpmsl	vozen
redu	mte:Ncmsl	red
,	mte:Z	,
naj	mte:Q	naj
bi	mte:Va-c	biti
jih	mte:Pp3mpa--y	on
opravili	mte:Vmep-pm	opraviti
le	mte:Q	le
32	mte:Mdc	32
.	mte:Z	.
Potniki	mte:Ncmpn	potnik
,	mte:Z	,
ki	mte:Cs	ki
se	mte:Px------y	se
bodo	mte:Va-f3p-n	biti
morali	mte:Vmpp-pm	morati
za	mte:Sa	za
svoj	mte:Px-msa	svoj
polet	mte:Ncmsan	polet
obrisati	mte:Vmen	obrisati
pod	mte:Si	pod
nosom	mte:Ncmsi	nos
,	mte:Z	,
bodo	mte:Va-f3p-n	biti
lahko	mte:Rgp	lahko
brez	mte:Sg	brez
dodatnih	mte:Agpmpg	dodaten
stroškov	mte:Ncmpg	strošek
spremenili	mte:Vmep-pm	spremeniti
svojo	mte:Px-fsa	svoj
rezervacijo	mte:Ncfsa	rezervacija
.	mte:Z	.
Informacije	mte:Ncfpa	informacija
o	mte:Sl	o
voznem	mte:Agpmsl	vozen
redu	mte:Ncmsl	red
letal	mte:Ncnpg	letalo
dobite	mte:Vmer2p	dobiti
tudi	mte:Q	tudi
tukaj	mte:Rgp	tukaj
.	mte:Z	.
Najbolj	mte:Rgs	najbolj
sveži	mte:Agpmpn	svež
podatki	mte:Ncmpn	podatek
na	mte:Sl	na
spletni	mte:Agpfsl	spleten
strani	mte:Ncfsl	stran
Lufthansa	mte:Npmsg	Lufthans
svoje	mte:Px-mpa	svoj
potnike	mte:Ncmpa	potnik
poziva	mte:Vmpr3s	pozivati
,	mte:Z	,
naj	mte:Cs	naj
se	mte:Px------y	se
pravočasno	mte:Rgp	pravočasno
pozanimajo	mte:Vmpr3p	pozanimati
,	mte:Z	,
kako	mte:Rgp	kako
kaže	mte:Vmpr3s	kazati
z	mte:Si	z
njihovimi	mte:Ps3mpip	njihov
poleti	mte:Ncmpi	polet
,	mte:Z	,
še	mte:Q	še
najbolje	mte:Rgs	dobro
na	mte:Sl	na
spletni	mte:Agpfsl	spleten
strani	mte:Ncfsl	stran
.	mte:Z	.
Največ	mte:Rgs	največ
poletov	mte:Ncmpg	polet
po	mte:Sl	po
opravljenih	mte:Appmpl	opravljen
z	mte:Sg	z
berlinskega	mte:Agpnsg	berlinski
letališča	mte:Ncnsg	letališče
,	mte:Z	,
kjer	mte:Cs	kjer
bodo	mte:Va-f3p-n	biti
zaposleni	mte:Appmpn	zaposlen
stavko	mte:Ncfsa	stavka
končali	mte:Vmep-pm	končati
že	mte:Q	že
ob	mte:Sl	ob
14.30	mte:Mdc	14.30
.	mte:Z	.
Sindikat	mte:Ncmsn	sindikat
nemškega	mte:Agpmsg	nemški
storitvenega	mte:Agpmsg	storitven
sektorja	mte:Ncmsg	sektor
Verdi	mte:Npmsn	Verda
zahteva	mte:Vmbr3s	zahtevati
5,2	mte:Mdc	5,2
-	mte:Z	-
odstotno	mte:Agpnsa	odstoten
zvišanje	mte:Ncnsa	zvišanje
plač	mte:Ncfpg	plača
za	mte:Sa	za
okoli	mte:Rgp	okoli
33.000	mte:Mdc	33.000
zaposlenih	mte:Appmpg	zaposlen
v	mte:Sl	v
družbi	mte:Ncfsl	družba
in	mte:Cc	in
garancije	mte:Ncfpa	garancija
za	mte:Sa	za
njihova	mte:Ps3npap	njihov
delovna	mte:Agpnpa	deloven
mesta	mte:Ncnpa	mesto
,	mte:Z	,
vodstvo	mte:Ncnsn	vodstvo
pa	mte:Cc	pa
je	mte:Va-r3s-n	biti
nazadnje	mte:Rgp	nazadnje
ponudilo	mte:Vmep-sn	ponuditi
do	mte:Sg	do
največ	mte:Rgs	največ
0,6	mte:Mdc	0,6
-	mte:Z	-
odstotno	mte:Agpnsa	odstoten
zvišanje	mte:Ncnsa	zvišanje
.	mte:Z	.
Sindikat	mte:Ncmsn	sindikat
je	mte:Va-r3s-n	biti
to	mte:Pd-fsa	ta
ponudbo	mte:Ncfsa	ponudba
zavrnil	mte:Vmep-sm	zavrniti
,	mte:Z	,
saj	mte:Cc	saj
naj	mte:Q	naj
bi	mte:Va-c	biti
ob	mte:Sl	ob
povečanju	mte:Ncnsl	povečanje
delovnega	mte:Agpmsg	deloven
obsega	mte:Ncmsg	obsegati
vodila	mte:Vmpp-sf	voditi
v	mte:Sa	v
nižanje	mte:Ncnsa	nižanje
realnih	mte:Agpfpg	realen
plač	mte:Ncfpg	plača
.	mte:Z	.
Opozorilna	mte:Agpfsn	opozorilen
stavka	mte:Ncfsn	stavka
,	mte:Z	,
ki	mte:Cs	ki
to	mte:Pd-nsa	ta
ni	mte:Va-r3s-y	biti
Vodstvo	mte:Ncnsn	vodstvo
Lufthanse	mte:Npmsg	Lufthanse
je	mte:Va-r3s-n	biti
sicer	mte:Q	sicer
prepričano	mte:Appnsn	prepričan
,	mte:Z	,
da	mte:Cs	da
gre	mte:Vmbr3s	iti
za	mte:Sa	za
pretirano	mte:Appfsa	pretirano
obliko	mte:Ncfsa	oblika
delavskega	mte:Agpmsg	delavski
boja	mte:Ncmsg	boj
,	mte:Z	,
še	mte:Q	še
posebej	mte:Rgp	posebej
,	mte:Z	,
ker	mte:Cs	ker
so	mte:Va-r3p-n	biti
prva	mte:Mlonpn	prvi
pogajanja	mte:Ncnpn	pogajanje
prinesla	mte:Vmep-pf	prinesti
napredek	mte:Ncmsan	napredek
in	mte:Cc	in
ker	mte:Cs	ker
je	mte:Va-r3s-n	biti
24	mte:Mdc	24
-	mte:Z	-
urna	mte:Agpfsn	uren
opozorilna	mte:Agpfsn	opozorilen
stavka	mte:Ncfsn	stavka
v	mte:Sl	v
resnici	mte:Ncfsl	resnica
popolna	mte:Agpfsn	popoln
stavka	mte:Ncfsn	stavka
.	mte:Z	.
Škoda	mte:Ncfsn	škoda
bo	mte:Va-f3s-n	biti
znašala	mte:Vmpp-sf	znašati
več	mte:Rgc	več
deset	mte:Mlc-pa	deset
milijonov	mte:Ncmpg	milijon
evrov	mte:Ncmpg	evro
,	mte:Z	,
znova	mte:Rgp	znova
pa	mte:Cc	pa
bo	mte:Va-f3s-n	biti
trpel	mte:Vmpp-sm	trpeti
