token	tag	lemma
Ljubljana	mte:Npfsn	Ljubljana
-	mte:Z	-
Evropska	mte:Agpfsn	evropski
komisija	mte:Ncfsn	komisija
je	mte:Va-r3s-n	biti
včeraj	mte:Rgp	včeraj
v	mte:Sl	v
zvezi	mte:Ncfsl	zveza
z	mte:Si	z
odločitvijo	mte:Ncfsi	odločitev
Renaulta	mte:Npmsg	Renaulta
,	mte:Z	,
ki	mte:Cs	ki
trdi	mte:Vmpr3s	trditi
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
ukrep	mte:Ncmsnn	ukrep
predvsem	mte:Q	predvsem
odgovor	mte:Ncmsn	odgovor
na	mte:Sa	na
premajhne	mte:Agpfsa	premajhen
možnost	mte:Ncfsa	možnost
proizvodnje	mte:Ncfsg	proizvodnja
v	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
,	mte:Z	,
že	mte:Q	že
zahtevala	mte:Vmbp-sf	zahtevati
pojasnila	mte:Ncnpa	pojasnilo
od	mte:Sg	od
Francije	mte:Npfsg	Francija
.	mte:Z	.
"	mte:Z	"
Dejstvo	mte:Ncnsn	dejstvo
,	mte:Z	,
da	mte:Cs	da
se	mte:Px------y	se
podjetje	mte:Ncnsn	podjetje
odloči	mte:Vmer3s	odločiti
spremeniti	mte:Vmen	spremeniti
lokacijo	mte:Ncfsa	lokacija
proizvodnje	mte:Ncfsg	proizvodnja
,	mte:Z	,
običajno	mte:Rgp	običajno
ne	mte:Q	ne
sproži	mte:Vmer3s	sprožiti
naših	mte:Ps1mpgp	naš
komentarjev	mte:Ncmpg	komentar
,	mte:Z	,
a	mte:Cc	a
kar	mte:Pr-nsn	kar
je	mte:Va-r3s-n	biti
v	mte:Sl	v
tem	mte:Pd-msl	ta
konkretnem	mte:Agpmsl	konkreten
primeru	mte:Ncmsl	primer
presenetljivo	mte:Agpnsn	presenetljiv
,	mte:Z	,
je	mte:Va-r3s-n	biti
to	mte:Pd-nsn	ta
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
francoski	mte:Agpmsny	francoski
minister	mte:Ncmsn	minister
za	mte:Sa	za
industrijo	mte:Ncfsa	industrija
Luc	mte:Npmsn	Luc
Chatel	mte:Npmsn	Chatel
izjavil	mte:Vmep-sm	izjaviti
,	mte:Z	,
da	mte:Cs	da
naj	mte:Q	naj
bi	mte:Va-c	biti
bilo	mte:Va-p-sn	biti
to	mte:Pd-nsn	ta
neposredno	mte:Rgp	neposredno
povezano	mte:Appnsn	povezan
s	mte:Si	z
francoskim	mte:Agpmsi	francoski
načrtom	mte:Ncmsi	načrt
za	mte:Sa	za
pomoč	mte:Ncfsa	pomoč
avtomobilskemu	mte:Agpmsd	avtomobilski
sektorju	mte:Ncmsd	sektor
,	mte:Z	,
"	mte:Z	"
je	mte:Va-r3s-n	biti
povedal	mte:Vmep-sm	povedati
tiskovni	mte:Agpmsny	tiskoven
predstavnik	mte:Ncmsn	predstavnik
evropske	mte:Agpfsg	evropski
komisarke	mte:Ncfsg	komisarka
za	mte:Sa	za
konkurenco	mte:Ncfsa	konkurenca
Neelie	mte:Npfsn	Neelie
Kroes	mte:Npfsn	Kroes
