token	tag	lemma
Kdo	mte:Pq-msn	kdo
bo	mte:Va-f3s-n	biti
dal	mte:Vmep-sm	dati
novih	mte:Agpmpg	nov
250	mte:Mdc	250
milijonov	mte:Ncmpg	milijon
za	mte:Sa	za
NLB	mte:Npfsa	NLB
?	mte:Z	?
Uprava	mte:Ncfsn	uprava
NLB	mte:Npfsn	NLB
-	mte:Z	-
ja	mte:Q	ja
je	mte:Va-r3s-n	biti
sprožila	mte:Vmep-sf	sprožiti
odškodninske	mte:Agpmpa	odškodninski
in	mte:Cc	in
kazenske	mte:Agpmpa	kazenski
postopke	mte:Ncmpa	postopek
zoper	mte:Sa	zoper
pet	mte:Mlc-pa	pet
bivših	mte:Agpmpg	bivši
vodilnih	mte:Agpmpg	vodilen
kadrov	mte:Ncmpg	kader
.	mte:Z	.
Z	mte:Si	z
nadzorniki	mte:Ncmpi	nadzornik
sicer	mte:Q	sicer
razpravljajo	mte:Vmpr3p	razpravljati
o	mte:Sl	o
možnostih	mte:Ncfpl	možnost
nove	mte:Agpfsg	nov
dokapitalizacije	mte:Ncfsg	dokapitalizacija
.	mte:Z	.
Po	mte:Sl	po
treh	mte:Mlcmpl	trije
mesecih	mte:Ncmpl	mesec
,	mte:Z	,
ko	mte:Cs	ko
je	mte:Va-r3s-n	biti
država	mte:Ncfsn	država
s	mte:Si	z
skoraj	mte:Q	skoraj
250	mte:Mdc	250
milijoni	mte:Ncmpi	milijon
evrov	mte:Ncmpg	evro
dokapitalizirala	mte:Vmbp-sf	dokapitalizirati
NLB	mte:Npmsa	NLB
,	mte:Z	,
ta	mte:Pd-msn	ta
nujno	mte:Rgp	nujno
potrebuje	mte:Vmpr3s	potrebovati
še	mte:Q	še
eno	mte:Mlpfsa	en
finančno	mte:Agpfsa	finančen
injekcijo	mte:Ncfsa	injekcija
.	mte:Z	.
Kako	mte:Rgp	kako
bo	mte:Va-f3s-n	biti
tokrat	mte:Rgp	tokrat
prišel	mte:Vmep-sm	priti
do	mte:Sg	do
svežega	mte:Agpmsg	svež
kapitala	mte:Ncmsg	kapital
,	mte:Z	,
naj	mte:Q	naj
bi	mte:Va-c	biti
bilo	mte:Va-p-sn	biti
kmalu	mte:Rgp	kmalu
znano	mte:Appnsn	znan
.	mte:Z	.
Sestali	mte:Vmep-pm	sestati
so	mte:Va-r3p-n	biti
se	mte:Px------y	se
nadzorniki	mte:Ncmpn	nadzornik
in	mte:Cc	in
delničarji	mte:Ncmpn	delničar
največje	mte:Agsfsg	velik
slovenske	mte:Agpfsg	slovenski
