token	tag	lemma
Slovenci	mte:Npmpn	Slovenec
danes	mte:Rgp	danes
tretjič	mte:Rgp	tretjič
obeležujemo	mte:Vmpr1p	obeleževati
dan	mte:Ncmsan	dan
spomina	mte:Ncmsg	spomina
na	mte:Sa	na
žrtve	mte:Ncfpa	žrtev
holokavsta	mte:Ncmsg	holokavst
.	mte:Z	.
Eno	mte:Mlpfsn	en
najtemnejših	mte:Agsfpg	stamemen
poglavij	mte:Ncfpg	poglavje
zgodovine	mte:Ncfsg	zgodovina
človeštva	mte:Ncnsg	človeštvo
je	mte:Va-r3s-n	biti
sledove	mte:Ncmpa	sled
za	mte:Sa	za
vedno	mte:Rgp	vedno
pustilo	mte:Vmep-sn	pustiti
tudi	mte:Q	tudi
na	mte:Sl	na
našem	mte:Ps1nslp	naš
območju	mte:Ncnsl	območje
.	mte:Z	.
Generalna	mte:Agpfsn	generalen
skupščina	mte:Ncfsn	skupščina
Združenih	mte:Appmpg	združen
narodov	mte:Ncmpg	narod
je	mte:Va-r3s-n	biti
1	mte:Mdc	1
.	mte:Z	.
novembra	mte:Ncmsg	november
2005	mte:Mdc	2005
razglasila	mte:Vmep-sf	razglasiti
27	mte:Mdc	27
.	mte:Z	.
januar	mte:Ncmsan	januar
za	mte:Sa	za
dan	mte:Ncmsan	dan
spomina	mte:Ncmsg	spomina
na	mte:Sa	na
žrtve	mte:Ncfpa	žrtev
holokavsta	mte:Ncmsg	holokavst
.	mte:Z	.
"	mte:Z	"
Ta	mte:Pd-msn	ta
nepopisno	mte:Rgp	nepopisno
brutalen	mte:Agpmsnn	brutalen
zločin	mte:Ncmsn	zločin
brez	mte:Sg	brez
primere	mte:Ncmsg	primer
še	mte:Q	še
danes	mte:Rgp	danes
predstavlja	mte:Vmpr3s	predstavljati
eno	mte:Mlpfsa	en
najtemnejših	mte:Agsfpg	stamemen
poglavij	mte:Ncfpg	poglavje
v	mte:Sl	v
zgodovini	mte:Ncfsl	zgodovina
človeštva	mte:Ncnsg	človeštvo
,	mte:Z	,
"	mte:Z	"
ob	mte:Sl	ob
dnevu	mte:Ncmsl	dan
spomina	mte:Ncmsg	spomina
meni	mte:Vmpr3s	meniti
Pavel	mte:Npmsn	Pavel
Gantar	mte:Npmsn	Gantar
,	mte:Z	,
predsednik	mte:Ncmsn	predsednik
državnega	mte:Agpmsg	državen
zbora	mte:Ncmsg	zbor
.	mte:Z	.
Pravi	mte:Vmbr3s	pravi
še	mte:Q	še
,	mte:Z	,
da	mte:Cs	da
bomo	mte:Va-f1p-n	biti
le	mte:Q	le
s	mte:Si	z
skrbnim	mte:Agpnsi	skrben
negovanjem	mte:Ncnsi	negovanje
spomina	mte:Ncmsg	spomina
na	mte:Sa	na
pretekle	mte:Appfpa	pretekel
grozote	mte:Ncfpa	grozota
in	mte:Cc	in
krivice	mte:Ncfpa	krivica
lahko	mte:Rgp	lahko
računali	mte:Vmpp-pm	računati
na	mte:Sa	na
spremembe	mte:Ncfpa	sprememba
v	mte:Sl	v
miselnosti	mte:Ncfsl	miselnost
in	mte:Cc	in
posledično	mte:Rgp	posledično
tudi	mte:Q	tudi
v	mte:Sl	v
ravnanju	mte:Ncnsl	ravnanje
.	mte:Z	.
"	mte:Z	"
Vse	mte:Pg-nsa	ves
to	mte:Pd-nsa	ta
z	mte:Si	z
osnovnim	mte:Agpmsi	osnoven
namenom	mte:Ncmsi	namen
,	mte:Z	,
da	mte:Cs	da
se	mte:Px------y	se
takšna	mte:Pd-fsn	takšen
tragedija	mte:Ncfsn	tragedija
ne	mte:Q	ne
bi	mte:Va-c	biti
nikoli	mte:Rgp	nikoli
več	mte:Q	več
ponovila	mte:Vmep-sf	ponoviti
,	mte:Z	,
"	mte:Z	"
dodaja	mte:Vmpr3s	dodajati
.	mte:Z	.
Ob	mte:Sl	ob
18	mte:Mdc	18
.	mte:Z	.
uri	mte:Ncfsl	ura
bo	mte:Va-f3s-n	biti
v	mte:Sl	v
Sinagogi	mte:Ncfsl	sinagog
Maribor	mte:Npmsn	Maribor
spominska	mte:Agpfsn	spominski
slovesnost	mte:Ncfsn	slovesnost
za	mte:Sa	za
žrtve	mte:Ncfpa	žrtev
holokavsta	mte:Ncmsg	holokavst
in	mte:Cc	in
odprtje	mte:Ncnsn	odprtje
mednarodne	mte:Agpfsg	mednaroden
fotografske	mte:Agpfsg	fotografski
razstave	mte:Ncfsg	razstava
Preteklo	mte:Vmep-sn	preteči
in	mte:Cc	in
pozabljeno	mte:Appnsn	pozabljen
–	mte:Z	–
Judovska	mte:Aspfsn	judovski
kultura	mte:Ncfsn	kultura
v	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
.	mte:Z	.
V	mte:Sl	v
Krškem	mte:Npnsl	Krško
pa	mte:Cc	pa
bo	mte:Va-f3s-n	biti
ob	mte:Sl	ob
11	mte:Mdc	11
.	mte:Z	.
uri	mte:Ncfsl	ura
odprtje	mte:Ncnsa	odprtje
razstave	mte:Ncfsg	razstava
o	mte:Sl	o
genocidni	mte:Agpfsl	genociden
politiki	mte:Ncfsl	politika
fašistov	mte:Ncmpg	fašist
in	mte:Cc	in
nacistov	mte:Ncmpg	nacist
do	mte:Sg	do
slovanskih	mte:Agpmpg	slovanski
narodov	mte:Ncmpg	narod
med	mte:Si	med
drugo	mte:Mlpfsi	drug
svetovno	mte:Agpfsi	svetoven
vojno	mte:Ncfsi	vojna
,	mte:Z	,
ki	mte:Cs	ki
jo	mte:Pp3fsa--y	on
pripravlja	mte:Vmpr3s	pripravljati
Društvo	mte:Ncnsn	društvo
izgnancev	mte:Ncmpg	izgnanec
Slovenije	mte:Npfsg	Slovenija
1941	mte:Mdc	1941
–	mte:Z	–
1945	mte:Mdc	1945
.	mte:Z	.
Sprva	mte:Rgp	sprva
za	mte:Sa	za
politične	mte:Agpmpa	političen
zapornike	mte:Ncmpa	zapornik
in	mte:Cc	in
Sovjete	mte:Npfpa	Sovjeta
Kot	mte:Cs	kot
je	mte:Va-r3s-n	biti
znano	mte:Appnsn	znan
,	mte:Z	,
so	mte:Va-r3p-n	biti
nacisti	mte:Ncmpn	nacist
januarja	mte:Ncmsg	januar
1940	mte:Mdc	1940
v	mte:Sl	v
bližini	mte:Ncfsl	bližina
znanega	mte:Appnsg	znan
poljskega	mte:Agpnsg	poljski
mesta	mte:Ncnsg	mesto
Oswięcim	mte:Npmsi	Oswizec
(	mte:Z	(
bolj	mte:Rgc	bolj
znan	mte:Appmsnn	znan
kot	mte:Cs	kot
Auschwitz	mte:Npmsn	Auschwitz
)	mte:Z	)
začele	mte:Vmep-pf	začeti
graditi	mte:Vmpn	graditi
koncentracijsko	mte:Agpnsa	koncentracijski
taborišče	mte:Ncnsa	taborišče
,	mte:Z	,
sprva	mte:Rgp	sprva
namenjeno	mte:Appnsn	namenjen
političnim	mte:Agpmpd	političen
zapornikom	mte:Ncmpd	zapornik
in	mte:Cc	in
sovjetskim	mte:Agpmpd	sovjetski
vojnim	mte:Agpmpd	vojen
ujetnikom	mte:Ncmpd	ujetnik
.	mte:Z	.
Kmalu	mte:Rgp	kmalu
je	mte:Va-r3s-n	biti
taborišče	mte:Ncnsn	taborišče
postalo	mte:Vmep-sn	postati
premajhno	mte:Agpnsn	premajhen
,	mte:Z	,
zato	mte:Cc	zato
so	mte:Va-r3p-n	biti
zgradili	mte:Vmep-pm	zgraditi
še	mte:Q	še
Auschwitz	mte:Npmsan	Auschwitz
II	mte:Mrc	II
-	mte:Z	-
Birkenau	mte:Npmsl	Birken
.	mte:Z	.
Ugotovili	mte:Vmep-pm	ugotoviti
so	mte:Va-r3p-n	biti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
Zyklon	mte:Npmsn	Zyklon
B	mte:Ncmsn	B
učinkovito	mte:Agpnsn	učinkovit
morilsko	mte:Agpnsn	morilski
sredstvo	mte:Ncnsa	sredstvo
,	mte:Z	,
in	mte:Cc	in
ker	mte:Cs	ker
so	mte:Va-r3p-n	biti
lahko	mte:Rgp	lahko
vzeli	mte:Vmep-pm	vzeti
več	mte:Rgc	več
življenj	mte:Ncnpg	življenje
,	mte:Z	,
kot	mte:Cs	kot
so	mte:Va-r3p-n	biti
sprva	mte:Rgp	sprva
načrtovali	mte:Vmpp-pm	načrtovati
,	mte:Z	,
so	mte:Va-r3p-n	biti
zgradili	mte:Vmep-pm	zgraditi
še	mte:Q	še
več	mte:Rgc	več
plinskih	mte:Agpfpg	plinski
celic	mte:Ncfpg	celica
.	mte:Z	.
Po	mte:Sl	po
koncu	mte:Ncmsl	konec
romali	mte:Vmbp-pm	romati
v	mte:Sl	v
Izrael	mte:Npmsan	Izrael
in	mte:Cc	in
ZDA	mte:Npfpl	ZDA
Prvi	mte:Mlompn	prvi
judovski	mte:Agpmpn	judovski
ujetniki	mte:Ncmpn	ujetnik
so	mte:Va-r3p-n	biti
tja	mte:Rgp	tja
prispeli	mte:Vmep-pm	prispeti
pozimi	mte:Rgp	pozimi
leta	mte:Ncnsg	leto
1942	mte:Mdc	1942
.	mte:Z	.
Tja	mte:Rgp	tja
je	mte:Va-r3s-n	biti
bilo	mte:Va-p-sn	biti
deportiranih	mte:Appmpg	deportiran
tudi	mte:Q	tudi
2.346	mte:Mdc	2.346
zapornikov	mte:Ncmpg	zapornik
iz	mte:Sg	iz
Slovenije	mte:Npfsg	Slovenija
,	mte:Z	,
od	mte:Sg	od
tega	mte:Pd-nsg	ta
jih	mte:Pp3mpa--y	on
je	mte:Va-r3s-n	biti
v	mte:Sl	v
taborišču	mte:Ncnsl	taborišče
umrlo	mte:Vmep-sn	umreti
1.351	mte:Mdc	1.351
.	mte:Z	.
Na	mte:Sa	na
današnji	mte:Agpmsay	današnji
dan	mte:Ncmsan	dan
pred	mte:Si	pred
66	mte:Mdc	66
leti	mte:Ncnpi	leto
je	mte:Va-r3s-n	biti
Rdeča	mte:Agpfsn	rdeč
armada	mte:Ncfsn	armada
vkorakala	mte:Vmpp-sf	vkorakati
v	mte:Sa	v
Auschwitz	mte:Npmsan	Auschwitz
in	mte:Cc	in
osvobodila	mte:Vmep-sf	osvoboditi
več	mte:Rgc	več
kot	mte:Cs	kot
7.000	mte:Mdc	7.000
zapornikov	mte:Ncmpg	zapornik
,	mte:Z	,
med	mte:Si	med
njimi	mte:Pp3mpi	on
tudi	mte:Q	tudi
21	mte:Mdc	21
Slovenk	mte:Npfpg	Slovenk
.	mte:Z	.
Mnogi	mte:Pi-mpn	mnog
so	mte:Va-r3p-n	biti
nato	mte:Rgp	nato
odšli	mte:Vmep-pm	oditi
v	mte:Sa	v
Izrael	mte:Npmsan	Izrael
,	mte:Z	,
drugi	mte:Mlpmpn	drug
v	mte:Sl	v
ZDA	mte:Npfpl	ZDA
,	mte:Z	,
tretji	mte:Mlomsn	tretji
pa	mte:Cc	pa
v	mte:Sa	v
sosednje	mte:Agpfsg	sosednji
države	mte:Ncfpa	država
.	mte:Z	.
Nacizem	mte:Npmsn	Nacizem
je	mte:Va-r3s-n	biti
v	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
pustil	mte:Vmep-sm	pustiti
zelo	mte:Rgp	zelo
močen	mte:Agpmsan	močen
pečat	mte:Ncmsan	pečat
in	mte:Cc	in
številni	mte:Agpmpn	številen
se	mte:Px------y	se
niso	mte:Va-r3p-y	biti
želeli	mte:Vmpp-pm	želeti
vrniti	mte:Vmen	vrniti
domov	mte:Ncmpg	dom
.	mte:Z	.
Ena	mte:Mlpfsn	en
redkih	mte:Agpmpg	redek
,	mte:Z	,
ki	mte:Cs	ki
pa	mte:Cc	pa
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
odločila	mte:Vmep-sf	odločiti
za	mte:Sa	za
vrnitev	mte:Ncfsa	vrnitev
v	mte:Sa	v
Mursko	mte:Agpfsa	murski
Soboto	mte:Ncfsa	sobota
,	mte:Z	,
je	mte:Va-r3s-n	biti
Erika	mte:Npfsn	Erika
Fürst	mte:Npfsn	Fürst
.	mte:Z	.
Ob	mte:Sl	ob
prihodu	mte:Ncmsl	prihod
v	mte:Sa	v
taborišče	mte:Ncnsa	taborišče
je	mte:Va-r3s-n	biti
bila	mte:Va-p-sf	biti
stara	mte:Agpfsn	star
13	mte:Mdc	13
let	mte:Ncnpg	leto
,	mte:Z	,
rešila	mte:Vmep-sf	rešiti
pa	mte:Cc	pa
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
z	mte:Si	z
laganjem	mte:Ncnsi	laganje
zloglasnemu	mte:Agpmsd	zloglasen
zdravniku	mte:Ncmsd	zdravnik
Josephu	mte:Npmsd	Joseph
Mengeleju	mte:Npmsd	Mengelej
,	mte:Z	,
znanemu	mte:Appmsd	znan
tudi	mte:Q	tudi
kot	mte:Cs	kot
Angelu	mte:Npmsd	Angel
smrti	mte:Ncfsd	smrt
.	mte:Z	.
Če	mte:Cs	če
Fürstova	mte:Aspfsn	Fürstov
ne	mte:Q	ne
bi	mte:Va-c	biti
rekla	mte:Vmep-sf	reči
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
nekaj	mte:Rgp	nekaj
let	mte:Ncnpg	leto
starejša	mte:Agcfsn	star
,	mte:Z	,
se	mte:Px------y	se
smrti	mte:Ncfsn	smrt
ne	mte:Q	ne
bi	mte:Va-c	biti
mogla	mte:Vmpp-sf	moči
izogniti	mte:Vmen	izogniti
.	mte:Z	.
Danes	mte:Rgp	danes
bo	mte:Va-f3s-n	biti
svojo	mte:Px-fsa	svoj
zgodbo	mte:Ncfsa	zgodba
predstavila	mte:Vmep-sf	predstaviti
tudi	mte:Q	tudi
obiskovalcem	mte:Ncmpd	obiskovalec
razstave	mte:Ncfsg	razstava
in	mte:Cc	in
slovesnosti	mte:Ncfsg	slovesnost
v	mte:Sl	v
Sinagogi	mte:Ncfsl	sinagog
Maribor	mte:Npmsn	Maribor
.	mte:Z	.
Ob	mte:Sl	ob
dnevu	mte:Ncmsl	dan
spomina	mte:Ncmsg	spomina
na	mte:Sa	na
žrtve	mte:Ncfpa	žrtev
holokavsta	mte:Ncmsg	holokavst
smo	mte:Va-r1p-n	biti
se	mte:Px------y	se
pogovarjali	mte:Vmpp-pm	pogovarjati
z	mte:Si	z
vodjo	mte:Ncmsi	vodja
Sinagoge	mte:Npfsg	Sinagoga
Maribor	mte:Npmsn	Maribor
,	mte:Z	,
Marjanom	mte:Npmsi	Marjan
Tošem	mte:Npmsi	Tošem
.	mte:Z	.
Slovenska	mte:Agpfsn	slovenski
judovska	mte:Agpfsn	judovski
