token	tag	lemma
Voditelji	mte:Ncmpn	voditelj
evroobmočja	mte:Ncnsg	evrooobmočje
potrdili	mte:Vmep-pm	potrditi
109	mte:Mdc	109
milijard	mte:Ncfpg	milijarda
evrov	mte:Ncmpg	evro
dodatne	mte:Agpfsg	dodaten
pomoči	mte:Ncfsg	pomoč
Grčiji	mte:Npfsd	Grčija
Odbor	mte:Ncmsn	odbor
za	mte:Sa	za
monetarno	mte:Agpfsa	monetaren
politiko	mte:Ncfsa	politika
DZ	mte:Npfsg	DZ
-	mte:Z	-
ja	mte:Q	ja
je	mte:Va-r3s-n	biti
s	mte:Si	z
sprejetjem	mte:Ncnsi	sprejetje
novele	mte:Ncfsg	novela
zakona	mte:Ncmsg	zakon
o	mte:Sl	o
poroštvu	mte:Ncnsl	poroštvo
za	mte:Sa	za
stabilnost	mte:Ncfsa	stabilnost
evra	mte:Ncmsg	evro
slovensko	mte:Agpnsn	slovenski
poroštvo	mte:Ncnsa	poroštvo
z	mte:Si	z
2,073	mte:Mdc	2,073
milijarde	mte:Ncfsg	milijarda
evrov	mte:Ncmpg	evro
povečal	mte:Vmep-sm	povečati
na	mte:Sa	na
3,664	mte:Mdc	3,664
milijarde	mte:Ncfsg	milijarda
evrov	mte:Ncmpg	evro
.	mte:Z	.
K	mte:Sd	k
noveli	mte:Ncfsd	novel
zakona	mte:Ncmsg	zakon
o	mte:Sl	o
državnem	mte:Agpnsl	državen
poroštvu	mte:Ncnsl	poroštvo
za	mte:Sa	za
zagotavljanje	mte:Ncnsa	zagotavljanje
finančne	mte:Agpfsg	finančen
stabilnosti	mte:Ncfsg	stabilnost
v	mte:Sl	v
območju	mte:Ncnsl	območje
evra	mte:Ncmsg	evro
ni	mte:Va-r3s-y	biti
bil	mte:Va-p-sm	biti
sprejet	mte:Appmsnn	sprejet
noben	mte:Pz-msn	noben
amandma	mte:Ncmsn	amandma
.	mte:Z	.
Voditelji	mte:Ncmpn	voditelj
sedemnajstih	mte:Mlc-pg	sedemnajst
držav	mte:Ncfpg	država
evrskega	mte:Agpnsg	evrski
območja	mte:Ncnsg	območje
so	mte:Va-r3p-n	biti
julija	mte:Ncmsg	julij
med	mte:Si	med
drugim	mte:Mlpnsi	drug
potrdili	mte:Vmep-pm	potrditi
109	mte:Mdc	109
milijard	mte:Ncfpg	milijarda
evrov	mte:Ncmpg	evro
dodatne	mte:Agpfsg	dodaten
pomoči	mte:Ncfsg	pomoč
prezadolženi	mte:Appfsd	prezadolžen
Grčiji	mte:Npfsd	Grčija
iz	mte:Sg	iz
javnih	mte:Agpmpg	javen
virov	mte:Ncmpg	vir
.	mte:Z	.
Ta	mte:Pd-fsn	ta
se	mte:Px------y	se
bo	mte:Va-f3s-n	biti
po	mte:Sl	po
novem	mte:Agpnsl	nov
izplačevala	mte:Vmpp-sf	izplačevati
skozi	mte:Sa	skozi
