token	tag	lemma
Iz	mte:Sg	iz
zapisa	mte:Ncmsg	zapis
pogovorov	mte:Ncmpg	pogovor
je	mte:Va-r3s-n	biti
razvidno	mte:Agpnsn	razviden
,	mte:Z	,
da	mte:Cs	da
Ljubica	mte:Ncfsn	ljubica
Jelušič	mte:Npfsn	Jelušič
želi	mte:Vmpr3s	želeti
Zmaga	mte:Ncfsa	zmaga
Jelinčiča	mte:Npmsg	Jelinčič
prepričati	mte:Vmen	prepričati
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
iskanje	mte:Ncnsn	iskanje
začasne	mte:Agpfsg	začasen
lokacije	mte:Ncfsg	lokacija
za	mte:Sa	za
letala	mte:Ncnpa	letalo
za	mte:Sa	za
aeronavtični	mte:Agpmsay	aeronavtičen
muzej	mte:Ncmsan	muzej
,	mte:Z	,
stvar	mte:Ncfsn	stvar
kulturnega	mte:Agpnsg	kulturen
ministrstva	mte:Ncnsg	ministrstvo
.	mte:Z	.
Jelinčič	mte:Npmsn	Jelinčič
:	mte:Z	:
Širca	mte:Npfsn	Širca
je	mte:Va-r3s-n	biti
za	mte:Sa	za
to	mte:Pd-nsa	ta
preneumna	mte:Agpfsn	preneumen
.	mte:Z	.
Državni	mte:Agpmsny	državen
zbor	mte:Ncmsn	zbor
je	mte:Va-r3s-n	biti
na	mte:Sl	na
današnji	mte:Agpfsl	današnji
seji	mte:Ncfsl	seja
potrdil	mte:Vmep-sm	potrditi
razrešitev	mte:Ncfsa	razrešitev
Jelinčiča	mte:Npmsg	Jelinčič
iz	mte:Sg	iz
komisije	mte:Ncfsg	komisija
za	mte:Sa	za
nadzor	mte:Ncmsan	nadzor
obveščevalnih	mte:Agpfpg	obveščevalen
in	mte:Cc	in
varnostnih	mte:Agpfpg	varnosten
služb	mte:Ncfpg	služba
.	mte:Z	.
Na	mte:Sa	na
njegovo	mte:Ps3nsasm	njegov
mesto	mte:Ncnsa	mesto
so	mte:Va-r3p-n	biti
imenovali	mte:Vmbp-pm	imenovati
poslanca	mte:Ncmsay	poslanec
SNS	mte:Npmsg	SNS
Silvena	mte:Npmsg	Silven
Majheniča	mte:Npmsg	Majhenič
,	mte:Z	,
ki	mte:Cs	ki
ga	mte:Pp3msa--y	on
je	mte:Va-r3s-n	biti
predlagala	mte:Vmbp-sf	predlagati
poslanska	mte:Agpfsn	poslanski
skupina	mte:Ncfsn	skupina
SNS	mte:Npfsn	SNS
.	mte:Z	.
V	mte:Sl	v
pogovoru	mte:Ncmsl	pogovor
poskuša	mte:Vmpr3s	poskušati
Jelinčič	mte:Npmsn	Jelinčič
Jelušičevo	mte:Aspnsn	Jelušičev
prepričati	mte:Vmen	prepričati
,	mte:Z	,
naj	mte:Cs	naj
mu	mte:Pp3msd--y	on
priskrbi	mte:Vmer3s	priskrbeti
vojaške	mte:Agpmpa	vojaški
šotore	mte:Ncmpa	šotora
,	mte:Z	,
v	mte:Sl	v
katerih	mte:Pq-mpl	kateri
bi	mte:Va-c	biti
lahko	mte:Rgp	lahko
shranili	mte:Vmep-pm	shraniti
letala	mte:Ncnpa	letalo
za	mte:Sa	za
aeronavtični	mte:Agpmsay	aeronavtičen
muzej	mte:Ncmsan	muzej
,	mte:Z	,
ki	mte:Cs	ki
da	mte:Cs	da
jih	mte:Pp3mpa--y	on
bodo	mte:Va-f3p-n	biti
kmalu	mte:Rgp	kmalu
začeli	mte:Vmep-pm	začeti
dobivati	mte:Vmpn	dobivati
.	mte:Z	.
Ko	mte:Cs	ko
ga	mte:Pp3msa--y	on
Jelušičeva	mte:Aspfsn	Jelušičev
v	mte:Sl	v
pogovoru	mte:Ncmsl	pogovor
poskuša	mte:Vmpr3s	poskušati
prepričati	mte:Vmen	prepričati
,	mte:Z	,
naj	mte:Cs	naj
to	mte:Pd-nsa	ta
naredi	mte:Vmer3s	narediti
prek	mte:Sg	prek
kulturnega	mte:Agpnsg	kulturen
ministrstva	mte:Ncnsg	ministrstvo
,	mte:Z	,
ji	mte:Pp3fsd--y	on
odvrne	mte:Vmer3s	odvrniti
,	mte:Z	,
da	mte:Cs	da
so	mte:Va-r3p-n	biti
nesposobni	mte:Agpmpn	nesposoben
in	mte:Cc	in
da	mte:Cs	da
bodo	mte:Va-f3p-n	biti
poskušali	mte:Vmpp-pm	poskušati
projekt	mte:Ncmsan	projekt
speljati	mte:Vmen	speljati
prek	mte:Sg	prek
revitalizacije	mte:Ncfsg	revitalizacija
Prekmurja	mte:Npnsg	Prekmur
.	mte:Z	.
Jelušičeva	mte:Aspfsn	Jelušičev
se	mte:Px------y	se
strinja	mte:Vmpr3s	strinjati
,	mte:Z	,
da	mte:Cs	da
pretresejo	mte:Vmer3p	pretresti
možnosti	mte:Ncfpa	možnost
v	mte:Sl	v
okviru	mte:Ncmsl	okvir
tega	mte:Pd-msg	ta
zakona	mte:Ncmsg	zakon
,	mte:Z	,
Jelušičeva	mte:Aspfsn	Jelušičev
ga	mte:Pp3msa--y	on
še	mte:Q	še
enkrat	mte:Rgp	enkrat
poskuša	mte:Vmpr3s	poskušati
prepričati	mte:Vmen	prepričati
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
to	mte:Pd-nsn	ta
bolj	mte:Rgc	bolj
projekt	mte:Ncmsn	projekt
za	mte:Sa	za
kulturno	mte:Agpnsa	kulturen
ministrstvo	mte:Ncnsa	ministrstvo
,	mte:Z	,
nakar	mte:Cs	nakar
Jelinčič	mte:Npmsn	Jelinčič
odvrne	mte:Vmer3s	odvrniti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
Širca	mte:Npfsn	Širca
(	mte:Z	(
op	mte:Npmsn	op
.	mte:Z	.
p	mte:Ncmsn	p
.	mte:Z	.
kulturna	mte:Agpfsn	kulturen
ministrica	mte:Ncfsn	ministrica
Majda	mte:Npfsn	Majda
Širca	mte:Npfsn	Širca
)	mte:Z	)
za	mte:Sa	za
to	mte:Pd-nsa	ta
preneumna	mte:Agpfsn	preneumen
in	mte:Cc	in
da	mte:Cs	da
je	mte:Pp3fsg--y	on
ne	mte:Q	ne
bodo	mte:Va-f3p-n	biti
vlačili	mte:Vmpp-pm	vlačiti
zraven	mte:Rgp	zraven
več	mte:Rgc	več
kot	mte:Cs	kot
je	mte:Va-r3s-n	biti
potrebno	mte:Agpnsn	potreben
.	mte:Z	.
Novi	mte:Agpmsny	nov
prisluhi	mte:Ncmsn	prisluh
Jelinčič	mte:Npmsn	Jelinčič
je	mte:Va-r3s-n	biti
sicer	mte:Q	sicer
danes	mte:Rgp	danes
razkril	mte:Vmep-sm	razkriti
,	mte:Z	,
da	mte:Cs	da
so	mte:Va-r3p-n	biti
policisti	mte:Ncmpn	policist
v	mte:Sl	v
okviru	mte:Ncmsl	okvir
prisluškovanja	mte:Ncnsg	prisluškovanje
članom	mte:Ncmpd	član
SNS	mte:Npfsg	SNS
prisluškovali	mte:Vmpp-pm	prisluškovati
tudi	mte:Q	tudi
Jelušičevi	mte:Aspmpn	Jelušičev
.	mte:Z	.
Kot	mte:Cs	kot
vir	mte:Ncmsn	vir
svojih	mte:Px-fpg	svoj
trditev	mte:Ncfpg	trditev
je	mte:Va-r3s-n	biti
navedel	mte:Vmep-sm	navesti
zgoraj	mte:Rgp	zgoraj
omenjene	mte:Appmpa	omenjen
policijske	mte:Agpmpa	policijski
spise	mte:Ncmpa	spise
in	mte:Cc	in
na	mte:Sa	na
vprašanje	mte:Ncnsa	vprašanje
,	mte:Z	,
zakaj	mte:Rgp	zakaj
se	mte:Px------y	se
o	mte:Sl	o
tem	mte:Pd-nsl	ta
do	mte:Sg	do
sedaj	mte:Rgp	sedaj
ni	mte:Va-r3s-y	biti
še	mte:Q	še
nič	mte:Pz-nsn	nič
govorilo	mte:Vmpp-sn	govoriti
,	mte:Z	,
odgovoril	mte:Vmep-sm	odgovoriti
,	mte:Z	,
da	mte:Cs	da
ne	mte:Q	ne
ve	mte:Vmpr3s	vedeti
.	mte:Z	.
Prisluškovanja	mte:Ncnsg	prisluškovanje
Jelušičevi	mte:Aspfsd	Jelušičev
pa	mte:Cc	pa
je	mte:Va-r3s-n	biti
označil	mte:Vmep-sm	označiti
kot	mte:Cs	kot
še	mte:Q	še
en	mte:Mlpmsn	en
poskus	mte:Ncmsn	poskus
ministrice	mte:Ncfsg	ministrica
Katarine	mte:Npfsg	Katarine
Kresal	mte:Npfsg	Kresal
,	mte:Z	,
da	mte:Cs	da
odstrani	mte:Vmer3s	odstraniti
stranko	mte:Ncfsa	stranka
SD	mte:Npfsg	SD
z	mte:Sg	z
oblasti	mte:Ncfsg	oblast
.	mte:Z	.
Nič	mte:Pz-nsa	nič
o	mte:Sl	o
muzeju	mte:Ncmsl	muzej
,	mte:Z	,
samo	mte:Q	samo
o	mte:Sl	o
šotorih	mte:Ncmpl	šotor
Na	mte:Sl	na
Morsu	mte:Npmsl	Mors
odgovarjajo	mte:Vmpr3p	odgovarjati
,	mte:Z	,
da	mte:Cs	da
"	mte:Z	"
ministrica	mte:Ncfsn	ministrica
Ljubica	mte:Npfsn	Ljubica
Jelušič	mte:Npfsn	Jelušič
ni	mte:Va-r3s-y	biti
seznanjena	mte:Appfsn	seznanjen
s	mte:Si	z
kakršnimkoli	mte:Pq-nsi	kakršnimkoli
prisluškovanjem	mte:Ncnsi	prisluškovanje
,	mte:Z	,
niti	mte:Q	niti
o	mte:Sl	o
tem	mte:Pd-nsl	ta
ni	mte:Va-r3s-y	biti
bila	mte:Va-p-sf	biti
nikoli	mte:Rgp	nikoli
obveščena	mte:Appfsn	obveščen
"	mte:Z	"
.	mte:Z	.
V	mte:Sl	v
nadaljevanju	mte:Ncnsl	nadaljevanje
pojasnjujejo	mte:Vmpr3p	pojasnjevati
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
Jelinčič	mte:Npmsn	Jelinčič
Jelušičevo	mte:Aspfsa	Jelušičev
v	mte:Sl	v
telefonskem	mte:Agpmsl	telefonski
pogovoru	mte:Ncmsl	pogovor
vprašal	mte:Vmep-sm	vprašati
"	mte:Z	"
o	mte:Sl	o
možnosti	mte:Ncfsl	možnost
izposoje	mte:Ncfsg	izposoja
šotorov	mte:Ncmpg	šotor
za	mte:Sa	za
začasno	mte:Agpfsa	začasen
zaščito	mte:Ncfsa	zaščita
letalskih	mte:Agpmpg	letalski
razstavnih	mte:Agpmpg	razstaven
predmetov	mte:Ncmpg	predmet
v	mte:Sl	v
Murski	mte:Agpfsl	murski
Soboti	mte:Npfsl	Sobota
,	mte:Z	,
kjer	mte:Cs	kjer
naj	mte:Q	naj
bi	mte:Va-c	biti
bil	mte:Va-p-sm	biti
letalski	mte:Agpmsny	letalski
muzej	mte:Ncmsn	muzej
.	mte:Z	.
Ministrica	mte:Ncfsn	ministrica
za	mte:Sa	za
obrambo	mte:Ncfsa	obramba
ni	mte:Va-r3s-y	biti
imela	mte:Vmpp-sf	imeti
ustreznih	mte:Agpfpg	ustrezen
informacij	mte:Ncfpg	informacija
glede	mte:Sg	glede
možnosti	mte:Ncfsg	možnost
,	mte:Z	,
zato	mte:Cc	zato
poslancu	mte:Ncmsd	poslanec
Državnega	mte:Agpmsg	državen
zbora	mte:Ncmsg	zbor
v	mte:Sl	v
pogovoru	mte:Ncmsl	pogovor
ni	mte:Va-r3s-y	biti
ponudila	mte:Vmep-sf	ponuditi
konkretnega	mte:Agpmsg	konkreten
odgovora	mte:Ncmsg	odgovor
"	mte:Z	"
.	mte:Z	.
"	mte:Z	"
V	mte:Sl	v
pogovoru	mte:Ncmsl	pogovor
je	mte:Va-r3s-n	biti
ministrica	mte:Ncfsn	ministrica
za	mte:Sa	za
obrambo	mte:Ncfsa	obramba
dr	mte:Npfsn	dr
.	mte:Z	.
Ljubica	mte:Npfsn	Ljubica
Jelušič	mte:Npfsn	Jelušič
poslanca	mte:Ncmsg	poslanec
Zmaga	mte:Ncfsn	zmaga
Jelinčiča	mte:Npmsg	Jelinčič
obvestila	mte:Vmep-sf	obvestilo
tudi	mte:Q	tudi
o	mte:Sl	o
tem	mte:Pd-nsl	ta
,	mte:Z	,
da	mte:Cs	da
Ministrstvo	mte:Ncnsn	ministrstvo
za	mte:Sa	za
obrambo	mte:Ncfsa	obramba
pripravlja	mte:Vmpr3s	pripravljati
odgovor	mte:Ncmsan	odgovor
na	mte:Sa	na
njegovo	mte:Ps3nsasm	njegov
poslansko	mte:Agpnsa	poslanski
vprašanje	mte:Ncnsa	vprašanje
glede	mte:Sg	glede
nakupov	mte:Ncmpg	nakup
kolesnikov	mte:Ncmpg	kolesnik
4x4	mte:Mdc	4x4
,	mte:Z	,
"	mte:Z	"
sklenejo	mte:Vmer3p	skleniti
svoj	mte:Px-msa	svoj
odgovor	mte:Ncmsan	odgovor
na	mte:Sl	na
Morsu	mte:Npmsl	Mors
.	mte:Z	.
Muzej	mte:Ncmsn	muzej
in	mte:Cc	in
interpelacija	mte:Ncfsn	interpelacija
Znano	mte:Appnsn	znan
je	mte:Va-r3s-n	biti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
policija	mte:Ncfsn	policija
,	mte:Z	,
medtem	mte:Rgp	medtem
ko	mte:Cs	ko
je	mte:Va-r3s-n	biti
prisluškovala	mte:Vmpp-sf	prisluškovati
poslancu	mte:Ncmsd	poslanec
SNS	mte:Npfsg	SNS
Srečku	mte:Npmsd	Srečko
Prijatelju	mte:Npmsd	Prijatelj
,	mte:Z	,
naletela	mte:Vmep-sf	naleteti
tudi	mte:Q	tudi
na	mte:Sa	na
politično	mte:Agpnsa	političen
barantanje	mte:Ncnsa	barantanje
med	mte:Si	med
,	mte:Z	,
sedaj	mte:Rgp	sedaj
že	mte:Q	že
nekdanjim	mte:Agpmsi	nekdanji
,	mte:Z	,
kmetijskim	mte:Agpmsi	kmetijski
ministrom	mte:Ncmsi	minister
Milanom	mte:Npmsi	Milan
Pogačnikom	mte:Npmsi	Pogačnik
in	mte:Cc	in
Zmagom	mte:Npmsi	Zmagom
Jelinčičem	mte:Npmsi	Jelinčič
.	mte:Z	.
Pogačnik	mte:Npmsn	Pogačnik
