token	tag	lemma
Na	mte:Sl	na
Hrvaškem	mte:Npnsl	Hrvaško
so	mte:Va-r3p-n	biti
objavili	mte:Vmep-pm	objaviti
podatke	mte:Ncmpa	podatek
o	mte:Sl	o
posojilih	mte:Ncnpl	posojilo
,	mte:Z	,
ki	mte:Cs	ki
naj	mte:Q	naj
bi	mte:Va-c	biti
jih	mte:Pp3mpa--y	on
banka	mte:Ncfsn	banka
Hypo	mte:Npfsn	Hypo
Alpe	mte:Npfsn	Alpe
Adria	mte:Npfsn	Adria
odobrila	mte:Vmep-sf	odobriti
slovenskim	mte:Agpnpd	slovenski
podjetjem	mte:Ncnpd	podjetje
.	mte:Z	.
Ali	mte:Rgp	ali
gre	mte:Vmbr3s	iti
za	mte:Sa	za
verodostojne	mte:Agpmpa	verodostojen
podatke	mte:Ncmpa	podatek
,	mte:Z	,
ni	mte:Va-r3s-y	biti
jasno	mte:Agpnsn	jasen
,	mte:Z	,
slovenska	mte:Agpfsn	slovenski
podružnica	mte:Ncfsn	podružnica
banke	mte:Ncfsg	banka
pa	mte:Cc	pa
zanika	mte:Vmpr3s	zanikati
navedbe	mte:Ncfpa	navedba
,	mte:Z	,
da	mte:Cs	da
naj	mte:Q	naj
bi	mte:Va-c	biti
šlo	mte:Vmbp-sn	iti
za	mte:Sa	za
sporne	mte:Agpmpa	sporen
posle	mte:Ncmpa	posel
.	mte:Z	.
Hrvaški	mte:Agpmsny	hrvaški
spletni	mte:Agpmsny	spleten
portal	mte:Ncmsn	portala
necenzurirano.com	mte:Npfsn	necenzurirano.co
je	mte:Va-r3s-n	biti
pretekli	mte:Appmsay	pretekel
teden	mte:Ncmsan	teden
objavil	mte:Vmep-sm	objaviti
spisek	mte:Ncmsan	spisek
domnevno	mte:Rgp	domnevno
spornih	mte:Agpmpg	sporen
kreditov	mte:Ncmpg	kredit
,	mte:Z	,
ki	mte:Cs	ki
jih	mte:Pp3fpa--y	on
je	mte:Va-r3s-n	biti
avstrijska	mte:Agpfsn	avstrijski
banka	mte:Ncfsn	banka
Hypo	mte:Npfsn	Hypo
Alpe	mte:Npfsn	Alpe
Adria	mte:Npfsn	Adria
odobrila	mte:Vmep-sf	odobriti
slovenskim	mte:Agpnpd	slovenski
podjetjem	mte:Ncnpd	podjetje
.	mte:Z	.
Med	mte:Si	med
drugim	mte:Mlpmsi	drug
je	mte:Va-r3s-n	biti
na	mte:Sl	na
seznamu	mte:Ncmsl	seznam
tudi	mte:Q	tudi
Mercator	mte:Npmsn	Mercator
,	mte:Z	,
ki	mte:Cs	ki
bi	mte:Va-c	biti
se	mte:Px------y	se
po	mte:Sl	po
pisanju	mte:Ncnsl	pisanje
portala	mte:Ncnsg	portala
lahko	mte:Rgp	lahko
znašel	mte:Vmep-sm	znajti
pod	mte:Si	pod
preiskavo	mte:Ncfsi	preiskava
zaradi	mte:Sg	zaradi
dveh	mte:Mlcndg	dva
posojil	mte:Ncnpg	posojilo
.	mte:Z	.
Za	mte:Sa	za
pojasnila	mte:Ncnpa	pojasnilo
smo	mte:Va-r1p-n	biti
zaprosili	mte:Vmep-pm	zaprositi
predstavnike	mte:Ncmpa	predstavnik
družbe	mte:Ncfsg	družba
Mercator	mte:Npmsn	Mercator
,	mte:Z	,
ki	mte:Cs	ki
so	mte:Va-r3p-n	biti
v	mte:Sl	v
odgovoru	mte:Ncmsl	odgovor
zapisali	mte:Vmep-pm	zapisati
,	mte:Z	,
da	mte:Cs	da
družba	mte:Ncfsn	družba
korektno	mte:Rgp	korektno
in	mte:Cc	in
dobro	mte:Rgp	dobro
sodeluje	mte:Vmpr3s	sodelovati
z	mte:Si	z
vsemi	mte:Pg-fpi	ves
večjimi	mte:Agcfpi	velik
bankami	mte:Ncfpi	banka
na	mte:Sl	na
svojih	mte:Px-mpl	svoj
ciljnih	mte:Agpmpl	ciljen
trgih	mte:Ncmpl	trg
v	mte:Sl	v
regiji	mte:Ncfsl	regija
Jugovzhodne	mte:Agpfsg	jugovzhoden
Evrope	mte:Npfsg	Evropa
,	mte:Z	,
med	mte:Si	med
njimi	mte:Pp3mpi	on
je	mte:Va-r3s-n	biti
tudi	mte:Q	tudi
Hypo	mte:Npfsn	Hypo
Alpe	mte:Npmsn	Alpe
Adria	mte:Npfsn	Adria
Bank	mte:Npfsn	Bank
.	mte:Z	.
Posojila	mte:Ncnpg	posojilo
družb	mte:Ncfpg	družba
Skupine	mte:Ncfsg	skupina
Mercator	mte:Npmsn	Mercator
so	mte:Va-r3p-n	biti
z	mte:Si	z
bankami	mte:Ncfpi	banka
sklenjena	mte:Appnpn	sklenjen
v	mte:Sl	v
skladu	mte:Ncmsl	sklad
s	mte:Si	z
pravili	mte:Ncnpi	pravilo
dobrega	mte:Agpnsg	dober
gospodarjenja	mte:Ncnsg	gospodarjenje
in	mte:Cc	in
kritja	mte:Ncnsg	kritje
.	mte:Z	.
Dodali	mte:Vmep-pm	dodati
so	mte:Va-r3p-n	biti
še	mte:Q	še
,	mte:Z	,
da	mte:Cs	da
Mercator	mte:Npmsn	Mercator
vse	mte:Pg-fpa	ves
poslovne	mte:Agpfpa	posloven
in	mte:Cc	in
finančne	mte:Agpfpa	finančen
obveznosti	mte:Ncfpa	obveznost
poravnava	mte:Ncfsn	poravnava
v	mte:Sl	v
dogovorjenih	mte:Appmpl	dogovorjen
rokih	mte:Ncmpl	rok
,	mte:Z	,
namigovanja	mte:Ncnpg	namigovanje
na	mte:Sa	na
kakršno	mte:Pq-fsa	kakršen
koli	mte:Q	koli
nekorektnost	mte:Ncfsa	nekorektnost
pri	mte:Sl	pri
sklepanju	mte:Ncnsl	sklepanje
kreditnih	mte:Agpmpg	krediten
aranžmajev	mte:Ncmpg	aranžma
v	mte:Sl	v
povezavi	mte:Ncfsl	povezava
z	mte:Si	z
Mercatorjem	mte:Npmsi	Mercator
pa	mte:Cc	pa
zanikajo	mte:Vmer3p	zanikati
in	mte:Cc	in
jih	mte:Pp3mpa--y	on
obravnavajo	mte:Vmpr3p	obravnavati
kot	mte:Cs	kot
povzročanje	mte:Ncnsa	povzročanje
poslovne	mte:Agpfsg	posloven
škode	mte:Ncfsg	škoda
družbi	mte:Ncfsd	družba
in	mte:Cc	in
Skupini	mte:Ncfsd	skupina
Mercator	mte:Npmsn	Mercator
.	mte:Z	.
Med	mte:Si	med
vidnejšimi	mte:Agcnpi	viden
slovenskimi	mte:Agpnpi	slovenski
podjetji	mte:Ncnpi	podjetje
,	mte:Z	,
ki	mte:Cs	ki
naj	mte:Q	naj
bi	mte:Va-c	biti
,	mte:Z	,
kot	mte:Cs	kot
piše	mte:Vmpr3s	pisati
avtor	mte:Ncmsn	avtor
prispevka	mte:Ncmsg	prispevek
Domagoj	mte:Npmsn	Domagoj
Margetić	mte:Npmsn	Margetić
,	mte:Z	,
dobili	mte:Vmep-pm	dobiti
sporna	mte:Agpnpa	sporen
posojila	mte:Ncnpa	posojilo
,	mte:Z	,
so	mte:Va-r3p-n	biti
tudi	mte:Q	tudi
Istrabenz	mte:Npmsn	Istrabenz
,	mte:Z	,
Petrol	mte:Npmsn	Petrol
,	mte:Z	,
Vegrad	mte:Npmsn	Vegrad
