token	tag	lemma
Zadnja	mte:Agpfsn	zadnji
javnomnenjska	mte:Agpfsn	javnomnenjski
raziskava	mte:Ncfsn	raziskava
je	mte:Va-r3s-n	biti
pokazala	mte:Vmep-sf	pokazati
,	mte:Z	,
da	mte:Cs	da
med	mte:Si	med
strankami	mte:Ncfpi	stranka
vodi	mte:Vmpr3s	voditi
SDS	mte:Npfsn	SDS
z	mte:Si	z
18,1	mte:Mdc	18,1
odstotka	mte:Ncmsg	odstotek
,	mte:Z	,
medtem	mte:Rgp	medtem
ko	mte:Cs	ko
ji	mte:Pp3fsd--y	on
je	mte:Va-r3s-n	biti
takoj	mte:Rgp	takoj
za	mte:Si	za
petami	mte:Ncfpi	peta
SD	mte:Npfsn	SD
s	mte:Si	z
15,5	mte:Mdc	15,5
odstotka	mte:Ncmsg	odstotek
glasov	mte:Ncmpg	glas
.	mte:Z	.
Za	mte:Sa	za
premirja	mte:Ncnpa	premirje
bi	mte:Va-c	biti
izbrali	mte:Vmep-pm	izbrati
Boruta	mte:Npmsay	Borut
Pahorja	mte:Npmsay	Pahorje
.	mte:Z	.
V	mte:Sl	v
primeru	mte:Ncmsl	primer
,	mte:Z	,
da	mte:Cs	da
bi	mte:Va-c	biti
se	mte:Px------y	se
volitve	mte:Ncfpn	volitev
v	mte:Sl	v
državni	mte:Agpmsly	državen
zbor	mte:Ncmsl	zbor
odvijale	mte:Vmpp-pf	odvijati
to	mte:Pd-fsa	ta
nedeljo	mte:Ncfsa	nedelja
,	mte:Z	,
bi	mte:Va-c	biti
za	mte:Sa	za
skoraj	mte:Q	skoraj
tri	mte:Mlcfpa	trije
odstotne	mte:Agpfpa	odstoten
točke	mte:Ncfpa	točka
zmagala	mte:Vmep-sf	zmagati
SDS	mte:Npfsn	SDS
(	mte:Z	(
18,1	mte:Mdc	18,1
odstotka	mte:Ncmsg	odstotek
)	mte:Z	)
,	mte:Z	,
na	mte:Sl	na
drugem	mte:Mlpnsl	drug
mestu	mte:Ncnsl	mesto
bi	mte:Va-c	biti
ji	mte:Pp3fsd--y	on
bila	mte:Va-p-sf	biti
tako	mte:Rgp	tako
za	mte:Si	za
petami	mte:Ncfpi	peta
SD	mte:Npfsg	SD
s	mte:Si	z
15,5	mte:Mdc	15,5
odstotka	mte:Ncmsg	odstotek
.	mte:Z	.
Sledili	mte:Vmpp-pm	slediti
bi	mte:Va-c	biti
LDS	mte:Npfsa	LDS
s	mte:Si	z
3,8	mte:Mdc	3,8
odstotka	mte:Ncmsg	odstotek
in	mte:Cc	in
stranka	mte:Ncfsn	stranka
Zares	mte:Rgp	zares
s	mte:Si	z
3,7	mte:Mdc	3,7
odstotka	mte:Ncmsg	odstotek
glasov	mte:Ncmpg	glas
.	mte:Z	.
Za	mte:Sa	za
Jelinčičevo	mte:Aspfsa	Jelinčičev
SNS	mte:Npfsa	SNS
bi	mte:Va-c	biti
glasovalo	mte:Vmbp-sn	glasovati
2,3odstotka	mte:Npmsay	2,3odstotka
vprašanih	mte:Appfpg	vprašan
,	mte:Z	,
za	mte:Sa	za
preostale	mte:Appfpa	preostal
stranke	mte:Ncfpa	stranka
,	mte:Z	,
to	mte:Pd-nsa	ta
so	mte:Va-r3p-n	biti
DeSUS	mte:Npmsn	Desus
,	mte:Z	,
NSi	mte:Npfsn	NSi
,	mte:Z	,
SLS	mte:Npfsn	SLS
in	mte:Cc	in
Lipa	mte:Npfsn	lipa
pa	mte:Cc	pa
manj	mte:Rgc	manj
kot	mte:Cs	kot
dva	mte:Mlcmdn	dva
odstotka	mte:Ncmdn	odstotek
vprašanih	mte:Appmpg	vprašan
.	mte:Z	.
Po	mte:Sl	po
ugotovitvah	mte:Ncfpl	ugotovitev
agencije	mte:Ncfsg	agencija
Interstat	mte:Npmsn	Interstat
je	mte:Va-r3s-n	biti
med	mte:Si	med
anketiranimi	mte:Appfpi	anketiran
skoraj	mte:Q	skoraj
tretjina	mte:Ncfsn	tretjina
(	mte:Z	(
34,3	mte:Mdc	34,3
odstotka	mte:Ncmsg	odstotek
)	mte:Z	)
neopredeljenih	mte:Agpmpg	neopredeljen
,	mte:Z	,
medtem	mte:Rgp	medtem
ko	mte:Cs	ko
se	mte:Px------y	se
volitev	mte:Ncfpg	volitev
ne	mte:Q	ne
bi	mte:Va-c	biti
udeležila	mte:Vmep-sf	udeležiti
dobra	mte:Agpfsn	dober
desetina	mte:Ncfsn	desetina
vprašanih	mte:Appmpg	vprašan
(	mte:Z	(
12,5	mte:Mdc	12,5
odstotka	mte:Ncmsg	odstotek
)	mte:Z	)
.	mte:Z	.
Mladost	mte:Ncfsn	mladost
na	mte:Sl	na
strani	mte:Ncfsl	stran
SDS	mte:Npfsg	SDS
,	mte:Z	,
neizobraženost	mte:Ncfsn	neizobraženost
na	mte:Sl	na
strani	mte:Ncfsl	stran
SD	mte:Npmsg	SD
Med	mte:Si	med
anketiranci	mte:Ncmpi	anketiranca
,	mte:Z	,
ki	mte:Cs	ki
bi	mte:Va-c	biti
to	mte:Pd-fsa	ta
nedeljo	mte:Ncfsa	nedelja
svoj	mte:Px-msa	svoj
glas	mte:Ncmsan	glas
namenili	mte:Vmep-pm	nameniti
stranki	mte:Ncfsd	stranka
SDS	mte:Npfsg	SDS
nadpovprečno	mte:Rgp	nadpovprečno
izstopajo	mte:Vmpr3p	izstopati
tisti	mte:Pd-mpn	tisti
s	mte:Si	z
poklicno	mte:Agpfsi	poklicen
šolo	mte:Ncfsi	šola
,	mte:Z	,
dijaki	mte:Ncmpn	dijak
oz	mte:Ncmsg	oz
.	mte:Z	.
študentje	mte:Ncmpn	študent
in	mte:Cc	in
prebivalci	mte:Ncmpn	prebivalec
podravske	mte:Agpfsg	podravski
regije	mte:Ncfsg	regija
.	mte:Z	.
Med	mte:Si	med
potencialnimi	mte:Agpmpi	potencialen
volivci	mte:Ncmpi	volivec
stranke	mte:Ncfsg	stranka
SD	mte:Npfsg	SD
izstopajo	mte:Vmpr3p	izstopati
anketiranci	mte:Ncmpn	anketiranca
z	mte:Si	z
najnižjo	mte:Agsfsi	nizek
izobrazbo	mte:Ncfsi	izobrazba
(	mte:Z	(
OŠ	mte:Ncfsn	OŠ
ali	mte:Cc	ali
manj	mte:Rgc	manj
)	mte:Z	)
in	mte:Cc	in
anketiranci	mte:Ncmpi	anketiranca
iz	mte:Sg	iz
savinjske	mte:Agpfsg	savinjski
regije	mte:Ncfsg	regija
.	mte:Z	.
Stranko	mte:Ncfsa	stranka
LDS	mte:Npfsg	LDS
bi	mte:Va-c	biti
nadpovprečno	mte:Rgp	nadpovprečno
volili	mte:Vmbp-pm	voliti
prebivalci	mte:Ncmpn	prebivalec
osrednjeslovenske	mte:Agpfsg	osrednjeslovenski
regije	mte:Ncfsg	regija
,	mte:Z	,
stranko	mte:Ncfsa	stranka
Zares	mte:Rgp	zares
pa	mte:Cc	pa
zaposleni	mte:Appmpn	zaposlen
in	mte:Cc	in
višje	mte:Rgc	visoko
izobraženi	mte:Appmpn	izobražen
anketiranci	mte:Ncmpn	anketiranca
.	mte:Z	.
Podpora	mte:Ncfsn	podpora
SDS	mte:Npmsn	SDS
-	mte:Z	-
u	mte:Npmsn	u
narašča	mte:Vmpr3s	naraščati
Javnomnenjska	mte:Agpfsn	javnomnenjski
podpora	mte:Ncfsn	podpora
SDS	mte:Npmsn	SDS
-	mte:Z	-
u	mte:Npmsn	u
je	mte:Va-r3s-n	biti
julija	mte:Ncmsg	julij
glede	mte:Rgp	glede
na	mte:Sa	na
mesec	mte:Ncmsan	mesec
pred	mte:Si	pred
tem	mte:Pd-nsi	ta
narasla	mte:Vmep-sf	narasti
za	mte:Sa	za
pet	mte:Mlc-pa	pet
odstotnih	mte:Agpfpg	odstoten
točk	mte:Ncfpg	točka
,	mte:Z	,
nekoliko	mte:Rgp	nekoliko
pa	mte:Cc	pa
je	mte:Va-r3s-n	biti
narasla	mte:Vmep-sf	narasti
tudi	mte:Q	tudi
Pahorjevemu	mte:Aspmsd	pahorjev
SD	mte:Npmsn	SD
-	mte:Z	-
ju	mte:Pp3mda--y	on
.	mte:Z	.
Poleg	mte:Sg	poleg
tega	mte:Pd-nsg	ta
se	mte:Px------y	se
je	mte:Va-r3s-n	biti
povišal	mte:Vmep-sm	povišati
delež	mte:Ncmsan	delež
neopredeljenih	mte:Agpmpg	neopredeljen
,	mte:Z	,
znižal	mte:Vmep-sm	znižati
pa	mte:Cc	pa
delež	mte:Ncmsan	delež
tistih	mte:Pd-mpg	tisti
,	mte:Z	,
ki	mte:Cs	ki
odgovarjajo	mte:Vmpr3p	odgovarjati
,	mte:Z	,
da	mte:Cs	da
ne	mte:Q	ne
bi	mte:Va-c	biti
šli	mte:Vmbp-pm	iti
na	mte:Sa	na
volitve	mte:Ncfpa	volitev
.	mte:Z	.
Slovensko	mte:Agpfsa	slovenski
vlado	mte:Ncfsa	vlada
glede	mte:Rgp	glede
na	mte:Sa	na
rezultate	mte:Ncmpa	rezultat
