token	tag	lemma
Poslanci	mte:Ncmpn	poslanec
v	mte:Sl	v
državnem	mte:Agpmsl	državen
zboru	mte:Ncmsl	zbor
prvič	mte:Rgp	prvič
obravnavajo	mte:Vmpr3p	obravnavati
novelo	mte:Ncfsa	novela
zakona	mte:Ncmsg	zakon
o	mte:Sl	o
davku	mte:Ncmsl	davek
na	mte:Sa	na
motorna	mte:Agpnpa	motoren
vozila	mte:Ncnpa	vozilo
,	mte:Z	,
ki	mte:Cs	ki
bi	mte:Va-c	biti
uvedel	mte:Vmep-sm	uvedeti
novo	mte:Agpfsa	nov
obdavčitev	mte:Ncfsa	obdavčitev
vozil	mte:Ncnpg	vozilo
glede	mte:Rgp	glede
na	mte:Sa	na
izpuste	mte:Ncmpa	izpust
CO2	mte:Ncmsn	CO2
.	mte:Z	.
V	mte:Sl	v
SDS	mte:Npfsl	SDS
in	mte:Cc	in
SNS	mte:Npmsn	SNS
zakona	mte:Ncmsg	zakon
ne	mte:Q	ne
podpirajo	mte:Vmpr3p	podpirati
.	mte:Z	.
Državna	mte:Agpfsn	državen
sekretarka	mte:Ncfsn	sekretarka
na	mte:Sl	na
ministrstvu	mte:Ncnsl	ministrstvo
za	mte:Sa	za
finance	mte:Ncfpa	finance
Helena	mte:Npfsn	Helena
Kamnar	mte:Npfsn	Kamnar
Novela	mte:Ncfsn	novela
zakona	mte:Ncmsg	zakon
o	mte:Sl	o
davku	mte:Ncmsl	davek
na	mte:Sa	na
motorna	mte:Agpnpa	motoren
vozila	mte:Ncnpa	vozilo
po	mte:Sl	po
besedah	mte:Ncfpl	beseda
državne	mte:Agpfsg	državen
sekretarke	mte:Ncfsg	sekretarka
na	mte:Sl	na
ministrstvu	mte:Ncnsl	ministrstvo
za	mte:Sa	za
finance	mte:Ncfpa	finance
Helene	mte:Npfsg	Helena
Kamnar	mte:Npfsg	Kamnar
predstavlja	mte:Vmpr3s	predstavljati
enega	mte:Mlpmsa	en
od	mte:Sg	od
pomembnih	mte:Agpmpg	pomemben
elementov	mte:Ncmpg	element
t	mte:Ncmsn	t
.	mte:Z	.
i	mte:Ncmsn	i
.	mte:Z	.
zelene	mte:Agpfsg	zelen
davčne	mte:Agpfsg	davčen
reforme	mte:Ncfpa	reforma
.	mte:Z	.
Bistvo	mte:Ncnsa	bistvo
zakonske	mte:Agpfsg	zakonski
novele	mte:Ncfsg	novela
je	mte:Va-r3s-n	biti
prehod	mte:Ncmsn	prehod
iz	mte:Sg	iz
obdavčitve	mte:Ncfsg	obdavčitev
na	mte:Sl	na
podlagi	mte:Ncfsl	podlaga
cene	mte:Ncfsg	cena
avtomobilov	mte:Ncmpg	avtomobil
na	mte:Sa	na
obdavčitev	mte:Ncfsa	obdavčitev
po	mte:Sl	po
izpustih	mte:Ncmpl	izpust
CO2	mte:Ncmsn	CO2
.	mte:Z	.
Kot	mte:Cs	kot
predvideva	mte:Vmpr3s	predvidevati
novela	mte:Ncfsn	novela
zakona	mte:Ncmsg	zakon
,	mte:Z	,
bodo	mte:Va-f3p-n	biti
po	mte:Sl	po
novem	mte:Agpnsl	nov
obdavčeni	mte:Appmpn	obdavčen
tudi	mte:Q	tudi
motorji	mte:Ncmpn	motor
,	mte:Z	,
ki	mte:Cs	ki
doslej	mte:Rgp	doslej
niso	mte:Va-r3p-y	biti
bili	mte:Va-p-pm	biti
predmet	mte:Ncmsn	predmet
obdavčitve	mte:Ncfsg	obdavčitev
,	mte:Z	,
avtomobili	mte:Ncmpn	avtomobil
pa	mte:Cc	pa
bodo	mte:Va-f3p-n	biti
obdavčeni	mte:Appmpn	obdavčen
po	mte:Sl	po
tristopenjski	mte:Agpfsl	tristopenjski
progresivni	mte:Agpfsl	progresiven
lestvici	mte:Ncfsl	lestvica
glede	mte:Rgp	glede
na	mte:Sa	na
izpuste	mte:Ncmpa	izpust
CO2	mte:Ncmsn	CO2
.	mte:Z	.
V	mte:Sl	v
najnižjem	mte:Agsmsl	nizek
razredu	mte:Ncmsl	razred
