token	tag	lemma
Nekdanji	mte:Agpmsny	nekdanji
predsednik	mte:Ncmsn	predsednik
uprave	mte:Ncfsg	uprava
Istrabenza	mte:Npmsg	Istrabenz
Igor	mte:Npmsn	Igor
Bavčar	mte:Npmsn	Bavčar
in	mte:Cc	in
nekdanji	mte:Agpmsny	nekdanji
direktor	mte:Ncmsn	direktor
Pivovarne	mte:Ncfsg	pivovarna
Laško	mte:Npnsn	Laško
Boško	mte:Npmsn	Boško
Šrot	mte:Npmsn	Šrot
nista	mte:Va-r3d-y	biti
prišla	mte:Vmep-dm	priti
na	mte:Sa	na
današnji	mte:Agpmsay	današnji
predobravnavni	mte:Agpmsay	predobravnaven
narok	mte:Ncmsan	narok
na	mte:Sa	na
ljubljansko	mte:Agpnsa	ljubljanski
okrožno	mte:Agpnsa	okrožen
sodišče	mte:Ncnsa	sodišče
v	mte:Sl	v
zadevi	mte:Ncfsl	zadeva
,	mte:Z	,
kjer	mte:Cs	kjer
jima	mte:Pp3mdd--y	on
sodijo	mte:Vmpr3p	soditi
zaradi	mte:Sg	zaradi
trgovanja	mte:Ncnsg	trgovanje
z	mte:Si	z
delnicami	mte:Ncfpi	delnica
Istrabenza	mte:Npmsg	Istrabenz
.	mte:Z	.
Nekdanji	mte:Agpmsny	nekdanji
predsednik	mte:Ncmsn	predsednik
uprave	mte:Ncfsg	uprava
Istrabenza	mte:Npmsg	Istrabenz
Igor	mte:Npmsn	Igor
Bavčar	mte:Npmsn	Bavčar
je	mte:Va-r3s-n	biti
danes	mte:Rgp	danes
povedal	mte:Vmep-sm	povedati
,	mte:Z	,
da	mte:Cs	da
se	mte:Px------y	se
predobravnavnega	mte:Agpmsg	predobravnaven
naroka	mte:Ncmsg	narok
na	mte:Sl	na
ljubljanskem	mte:Agpnsl	ljubljanski
okrožnem	mte:Agpnsl	okrožen
sodišču	mte:Ncnsl	sodišče
ni	mte:Va-r3s-y	biti
udeležil	mte:Vmep-sm	udeležiti
,	mte:Z	,
ker	mte:Cs	ker
bi	mte:Va-c	biti
bila	mte:Va-p-sf	biti
njegova	mte:Ps3fsnsm	njegov
navzočnost	mte:Ncfsn	navzočnost
potrebna	mte:Agpfsn	potreben
le	mte:Q	le
,	mte:Z	,
če	mte:Cs	če
bi	mte:Va-c	biti
na	mte:Sl	na
naroku	mte:Ncmsl	narok
nameraval	mte:Vmpp-sm	nameravati
priznati	mte:Vmen	priznati
krivdo	mte:Ncfsa	krivda
.	mte:Z	.
Kot	mte:Cs	kot
je	mte:Va-r3s-n	biti
dejal	mte:Vmep-sm	dejati
,	mte:Z	,
krivde	mte:Ncfsg	krivda
ne	mte:Q	ne
misli	mte:Vmpr3s	misliti
priznati	mte:Vmen	priznati
,	mte:Z	,
ker	mte:Cs	ker
očitanega	mte:Appnsg	očitan
kaznivega	mte:Agpnsg	kazniv
dejanja	mte:Ncnsg	dejanje
ni	mte:Va-r3s-y	biti
storil	mte:Vmep-sm	storiti
.	mte:Z	.
"	mte:Z	"
Zato	mte:Cc	zato
bi	mte:Va-c	biti
bila	mte:Va-p-sf	biti
moja	mte:Ps1fsns	moj
navzočnost	mte:Ncfsn	navzočnost
nepotrebna	mte:Agpfsn	nepotreben
in	mte:Cc	in
nesmiselna	mte:Agpfsn	nesmiseln
,	mte:Z	,
"	mte:Z	"
je	mte:Va-r3s-n	biti
še	mte:Q	še
pojasnil	mte:Vmep-sm	pojasniti
.	mte:Z	.
Predobravnavni	mte:Agpmsny	predobravnaven
narok	mte:Ncmsn	narok
ne	mte:Q	ne
poteka	mte:Vmpr3s	potekati
samo	mte:Q	samo
za	mte:Sa	za
Bavčarja	mte:Npmsay	Bavčar
,	mte:Z	,
temveč	mte:Cc	temveč
tudi	mte:Q	tudi
za	mte:Sa	za
nekdanjega	mte:Agpmsa	nekdanji
direktorja	mte:Ncmsay	direktor
Pivovarne	mte:Ncfsg	pivovarna
Laško	mte:Npnsn	Laško
Boška	mte:Npmsg	Boška
Šrota	mte:Npmsg	Šrot
,	mte:Z	,
ki	mte:Cs	ki
se	mte:Px------y	se
naroka	mte:Ncmsg	narok
prav	mte:Q	prav
tako	mte:Rgp	tako
ni	mte:Va-r3s-y	biti
udeležil	mte:Vmep-sm	udeležiti
.	mte:Z	.
Kasneje	mte:Rgc	kasno
je	mte:Va-r3s-n	biti
pojasnil	mte:Vmep-sm	pojasniti
,	mte:Z	,
podobno	mte:Rgp	podobno
kot	mte:Cs	kot
Bavčar	mte:Npmsn	Bavčar
,	mte:Z	,
