token	tag	lemma
Najeta	mte:Agsnpn	najet
posojila	mte:Ncnpn	posojilo
so	mte:Va-r3p-n	biti
družbe	mte:Ncfpn	družba
v	mte:Sl	v
lasti	mte:Ncfsl	last
enega	mte:Mlpmsg	en
najbogatejših	mte:Agsmpg	bogat
Slovencev	mte:Npmpg	Slovenec
potrebovala	mte:Vmpp-pf	potrebovati
za	mte:Sa	za
nakupe	mte:Ncmpa	nakup
delnice	mte:Ncfsg	delnica
Luke	mte:Npfsg	Luka
Koper	mte:Npmsn	Koper
,	mte:Z	,
Petrola	mte:Npmsg	Petrol
,	mte:Z	,
Telekoma	mte:Npmsg	Telekom
in	mte:Cc	in
zapiranje	mte:Ncnsa	zapiranje
lastniškega	mte:Agpnsg	lastniški
omrežja	mte:Ncnsg	omrežje
.	mte:Z	.
Družbe	mte:Ncfsg	družba
iz	mte:Sg	iz
poslovnega	mte:Agpmsg	posloven
imperija	mte:Ncmsg	imperija
beloKranjskega	mte:Agpmsg	belokranjski
poslovneža	mte:Ncmsg	poslovnež
Darija	mte:Npmsg	Darija
Južne	mte:Npfsg	južen
(	mte:Z	(
na	mte:Sl	na
sliki	mte:Ncfsl	slika
)	mte:Z	)
morajo	mte:Vmpr3p	morati
letos	mte:Rgp	letos
odplačati	mte:Vmen	odplačati
za	mte:Sa	za
skupno	mte:Rgp	skupno
207	mte:Mdc	207
milijonov	mte:Ncmpg	milijon
evrov	mte:Ncmpg	evro
kratkoročnih	mte:Agpnpg	kratkoročen
posojil	mte:Ncnpg	posojilo
,	mte:Z	,
poroča	mte:Vmpr3s	poročati
Dnevnik	mte:Ncmsn	dnevnik
.	mte:Z	.
Gre	mte:Vmbr3s	iti
za	mte:Sa	za
posojila	mte:Ncnpa	posojilo
,	mte:Z	,
s	mte:Si	z
katerimi	mte:Pq-mpi	kateri
so	mte:Va-r3p-n	biti
podjetja	mte:Ncnpn	podjetje
financirala	mte:Vmbp-pf	financirati
nakupe	mte:Ncmpa	nakup
delnic	mte:Ncfpg	delnica
Luke	mte:Npfsg	Luka
Koper	mte:Npmsn	Koper
,	mte:Z	,
Petrola	mte:Npmsg	Petrol
,	mte:Z	,
Telekoma	mte:Npmsg	Telekom
