token	tag	lemma
Gaspari	mte:Npmsn	Gaspari
pričakuje	mte:Vmpr3s	pričakovati
še	mte:Q	še
druge	mte:Mlpfpa	drug
nižje	mte:Agcfpa	nizek
bonitetne	mte:Agpfpa	boniteten
ocene	mte:Ncfpa	ocena
Bonitetna	mte:Agpfsn	boniteten
agencija	mte:Ncfsn	agencija
Moodys	mte:Npmsn	Moodys
je	mte:Va-r3s-n	biti
znižala	mte:Vmep-sf	znižati
kreditno	mte:Agpfsa	krediten
oceno	mte:Ncfsa	ocena
Slovenije	mte:Npfsg	Slovenija
.	mte:Z	.
Gaspari	mte:Npmsn	Gaspari
napoveduje	mte:Vmpr3s	napovedovati
,	mte:Z	,
da	mte:Cs	da
državne	mte:Agpfsg	državen
dokapitalizacije	mte:Ncfsg	dokapitalizacija
NLB	mte:Npfsg	NLB
-	mte:Z	-
ja	mte:Q	ja
ne	mte:Q	ne
bo	mte:Va-f3s-n	biti
.	mte:Z	.
V	mte:Sl	v
DZ	mte:Npfsl	DZ
pa	mte:Cc	pa
bo	mte:Va-f3s-n	biti
vlada	mte:Ncfsn	vlada
v	mte:Sl	v
prihodnjem	mte:Agpmsl	prihodnji
tednu	mte:Ncmsl	teden
poslala	mte:Vmep-sf	poslati
intervencijski	mte:Agpmsay	intervencijski
zakon	mte:Ncmsan	zakon
.	mte:Z	.
Kreditna	mte:Agpfsn	krediten
ocena	mte:Ncfsn	ocena
naše	mte:Ps1fsgp	naš
države	mte:Ncfsg	država
je	mte:Va-r3s-n	biti
po	mte:Sl	po
odločitvi	mte:Ncfsl	odločitev
agencije	mte:Ncfsg	agencija
Moodys	mte:Npmsn	Moodys
padla	mte:Vmep-sf	pasti
za	mte:Sa	za
eno	mte:Mlpfsa	en
stopnjo	mte:Ncfsa	stopnja
,	mte:Z	,
s	mte:Si	z
tretje	mte:Mlofsi	tretji
najvišje	mte:Agsfsg	visok
Aa2	mte:Ncfsg	aata
na	mte:Sl	na
Aa3	mte:Npfsl	Aa3
.	mte:Z	.
Aa2	mte:Cs	aa2
so	mte:Va-r3p-n	biti
nam	mte:Pp1-pd	jaz
prisodili	mte:Vmep-pm	prisoditi
leta	mte:Ncnsg	leto
2006	mte:Mdc	2006
,	mte:Z	,
rahlo	mte:Agpnsn	rahlo
zvišanje	mte:Ncnsn	zvišanje
je	mte:Va-r3s-n	biti
sledilo	mte:Vmpp-sn	slediti
še	mte:Q	še
leta	mte:Ncnsg	leto
2009	mte:Mdc	2009
,	mte:Z	,
ko	mte:Cs	ko
so	mte:Va-r3p-n	biti
oznako	mte:Ncfsa	oznaka
stabilno	mte:Rgp	stabilen
spremenili	mte:Vmep-pm	spremeniti
v	mte:Sa	v
pozitivno	mte:Agpnsa	pozitiven
.	mte:Z	.
Zdaj	mte:Rgp	zdaj
je	mte:Va-r3s-n	biti
spet	mte:Rgp	spet
na	mte:Sl	na
ravni	mte:Ncfsl	raven
izpred	mte:Sg	izpred
petih	mte:Mlc-pg	pet
let	mte:Ncnpg	leto
.	mte:Z	.
Prav	mte:Q	prav
tako	mte:Rgp	tako
so	mte:Va-r3p-n	biti
sporočili	mte:Vmep-pm	sporočiti
,	mte:Z	,
da	mte:Cs	da
se	mte:Px------y	se
lahko	mte:Rgp	lahko
ocena	mte:Ncfsn	ocena
zniža	mte:Vmer3s	znižati
še	mte:Q	še
bolj	mte:Rgc	bolj
.	mte:Z	.
Minister	mte:Ncmsn	minister
za	mte:Sa	za
razvoj	mte:Ncmsan	razvoj
Mitja	mte:Npmsn	Mitja
Gaspari	mte:Npmsn	Gaspari
je	mte:Va-r3s-n	biti
ocenil	mte:Vmep-sm	oceniti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
ocena	mte:Ncfsn	ocena
pričakovana	mte:Appfsn	pričakovan
in	mte:Cc	in
dokaj	mte:Rgp	dokaj
točna	mte:Agpfsn	točen
.	mte:Z	.
Verjetno	mte:Rgp	verjetno
sledi	mte:Vmpr3s	slediti
še	mte:Q	še
kakšna	mte:Pq-fsn	kakšen
taka	mte:Pd-fsn	tak
ocena	mte:Ncfsn	ocena
,	mte:Z	,
