token	tag	lemma
Raziskava	mte:Ncfsn	raziskava
je	mte:Va-r3s-n	biti
pokazala	mte:Vmep-sf	pokazati
,	mte:Z	,
da	mte:Cs	da
zgolj	mte:Q	zgolj
šest	mte:Mlc-pa	šest
odstotkov	mte:Ncmpg	odstotek
Slovencev	mte:Npmpg	Slovenec
meni	mte:Vmpr3s	meniti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
gospodarski	mte:Agpmsny	gospodarski
položaj	mte:Ncmsn	položaj
v	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
dober	mte:Agpmsnn	dober
.	mte:Z	.
Še	mte:Q	še
bolj	mte:Rgc	bolj
so	mte:Va-r3p-n	biti
pesimistična	mte:Agpnpn	pesimističen
pričakovanja	mte:Ncnpn	pričakovanje
za	mte:Sa	za
prihodnost	mte:Ncfsa	prihodnost
,	mte:Z	,
kar	mte:Pr-nsn	kar
nas	mte:Pp1-pa	jaz
uvršča	mte:Vmpr3s	uvrščati
med	mte:Sa	med
najbolj	mte:Rgs	najbolj
pesimistične	mte:Agpmpa	pesimističen
narode	mte:Ncmpa	narod
na	mte:Sl	na
svetu	mte:Ncmsl	svet
.	mte:Z	.
Vsak	mte:Pg-msn	vsak
tretji	mte:Mlomsn	tretji
Slovenec	mte:Npmsn	Slovenec
ocenjuje	mte:Vmpr3s	ocenjevati
,	mte:Z	,
da	mte:Cs	da
bo	mte:Va-f3s-n	biti
lokalno	mte:Agpnsn	lokalen
gospodarstvo	mte:Ncnsn	gospodarstvo
v	mte:Sl	v
naslednjih	mte:Agpmpl	naslednji
šestih	mte:Mlc-pl	šest
mesecih	mte:Ncmpl	mesec
še	mte:Q	še
šibkejše	mte:Agcfsn	šibek
.	mte:Z	.
Optimističnih	mte:Agpfpg	optimističen
je	mte:Va-r3s-n	biti
manj	mte:Rgc	manj
kot	mte:Cs	kot
desetina	mte:Ncfsn	desetina
.	mte:Z	.
Raziskava	mte:Ncfsn	raziskava
je	mte:Va-r3s-n	biti
bila	mte:Va-p-sf	biti
izvedena	mte:Appfsn	izveden
v	mte:Sl	v
29	mte:Mdc	29
državah	mte:Ncfpl	država
sveta	mte:Ncmsg	svet
,	mte:Z	,
v	mte:Sl	v
vsaki	mte:Pg-fsl	vsak
med	mte:Si	med
najmanj	mte:Rgs	najmanj
450	mte:Mdc	450
anketiranimi	mte:Appmpi	anketiran
.	mte:Z	.
Slovenci	mte:Npmpi	Slovenec
gospodarski	mte:Agpmsay	gospodarski
položaj	mte:Ncmsan	položaj
v	mte:Sl	v
državi	mte:Ncfsl	država
ocenjujemo	mte:Vmpr1p	ocenjevati
kot	mte:Cs	kot
porazen	mte:Agpmsan	porazen
.	mte:Z	.
Še	mte:Q	še
bolj	mte:Rgc	bolj
so	mte:Va-r3p-n	biti
pesimistična	mte:Agpnpn	pesimističen
pričakovanja	mte:Ncnpn	pričakovanje
za	mte:Sa	za
prihodnost	mte:Ncfsa	prihodnost
,	mte:Z	,
kar	mte:Pr-nsn	kar
nas	mte:Pp1-pa	jaz
uvršča	mte:Vmpr3s	uvrščati
med	mte:Sa	med
najbolj	mte:Rgs	najbolj
pesimistične	mte:Agpmpa	pesimističen
narode	mte:Ncmpa	narod
na	mte:Sl	na
svetu	mte:Ncmsl	svet
,	mte:Z	,
kaže	mte:Vmpr3s	kazati
povzetek	mte:Ncmsan	povzetek
raziskave	mte:Ncfsg	raziskava
,	mte:Z	,
s	mte:Si	z
katero	mte:Pq-fsi	kateri
je	mte:Va-r3s-n	biti
podjetje	mte:Ncnsn	podjetje
Ipsos	mte:Npmsn	Ipsos
ocenjevalo	mte:Vmpp-sn	ocenjevati
,	mte:Z	,
kako	mte:Rgp	kako
ljudje	mte:Ncmpn	človek
ocenjujejo	mte:Vmpr3p	ocenjevati
gospodarski	mte:Agpmsay	gospodarski
položaj	mte:Ncmsan	položaj
v	mte:Sl	v
svoji	mte:Px-fsl	svoj
državi	mte:Ncfsl	država
in	mte:Cc	in
kakšna	mte:Pq-fpn	kakšen
so	mte:Va-r3p-n	biti
pričakovanja	mte:Ncnpn	pričakovanje
.	mte:Z	.
Raziskava	mte:Ncfsn	raziskava
,	mte:Z	,
ki	mte:Cs	ki
jo	mte:Pp3fsa--y	on
je	mte:Va-r3s-n	biti
tržnoraziskovalno	mte:Agpnsn	tržnoraziskovalen
podjetje	mte:Ncnsn	podjetje
Ipsos	mte:Npmsn	Ipsos
v	mte:Sl	v
29	mte:Mdc	29
državah	mte:Ncfpl	država
sveta	mte:Ncmsg	svet
izvedlo	mte:Vmep-sn	izvedi
avgusta	mte:Ncmsg	avgust
in	mte:Cc	in
septembra	mte:Ncmsg	september
,	mte:Z	,
je	mte:Va-r3s-n	biti
pokazala	mte:Vmep-sf	pokazati
,	mte:Z	,
da	mte:Cs	da
zgolj	mte:Q	zgolj
šest	mte:Mlc-pa	šest
odstotkov	mte:Ncmpg	odstotek
Slovencev	mte:Npmpg	Slovenec
meni	mte:Vmpr3s	meniti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
gospodarski	mte:Agpmsny	gospodarski
položaj	mte:Ncmsn	položaj
v	mte:Sl	v
Sloveniji	mte:Npfsl	Slovenija
dober	mte:Agpmsnn	dober
.	mte:Z	.
Večina	mte:Ncfsn	večina
stanje	mte:Ncnsn	stanje
ocenjuje	mte:Vmpr3s	ocenjevati
kot	mte:Cs	kot
slabo	mte:Agpnsn	slab
,	mte:Z	,
od	mte:Sg	od
teh	mte:Pd-mpg	ta
več	mte:Rgc	več
kot	mte:Cs	kot
polovica	mte:Ncfsn	polovica
kot	mte:Cs	kot
zelo	mte:Rgp	zelo
slabo	mte:Agpnsn	slab
.	mte:Z	.
Najbolj	mte:Rgs	najbolj
kritične	mte:Agpfpn	kritičen
do	mte:Sg	do
gospodarskega	mte:Agpmsg	gospodarski
položaja	mte:Ncmsg	položaj
so	mte:Va-r3p-n	biti
ženske	mte:Ncfpn	ženska
,	mte:Z	,
po	mte:Sl	po
starosti	mte:Ncfsl	starost
tisti	mte:Pd-mpn	tisti
od	mte:Sg	od
30	mte:Mdc	30
.	mte:Z	.
do	mte:Sg	do
49	mte:Mdc	49
.	mte:Z	.
leta	mte:Ncnsg	leto
,	mte:Z	,
lokalno	mte:Rgp	lokalen
iz	mte:Sg	iz
severovzhodne	mte:Agpfsg	severovzhoden
Slovenije	mte:Npfsg	Slovenija
,	mte:Z	,
Gorenjske	mte:Npfsg	Gorenjska
in	mte:Cc	in
Primorske	mte:Npfsg	Primorska
,	mte:Z	,
po	mte:Sl	po
dohodkih	mte:Ncmpl	dohodek
pa	mte:Cc	pa
tisti	mte:Pd-mpn	tisti
,	mte:Z	,
ki	mte:Cs	ki
imajo	mte:Vmpr3p-n	imeti
nižje	mte:Agcfsa	nizek
.	mte:Z	.
Gospodarskega	mte:Agpnsg	gospodarski
okrevanja	mte:Ncnsg	okrevanje
Slovenci	mte:Npmpn	Slovenec
ne	mte:Q	ne
pričakujejo	mte:Vmpr3p	pričakovati
niti	mte:Q	niti
v	mte:Sl	v
prvi	mte:Mlofsl	prvi
polovici	mte:Ncfsl	polovica
prihodnjega	mte:Agpnsg	prihodnji
leta	mte:Ncnsg	leto
.	mte:Z	.
Vsak	mte:Pg-msn	vsak
tretji	mte:Mlomsn	tretji
Slovenec	mte:Npmsn	Slovenec
namreč	mte:Cc	namreč
ocenjuje	mte:Vmpr3s	ocenjevati
,	mte:Z	,
da	mte:Cs	da
bo	mte:Va-f3s-n	biti
lokalno	mte:Agpnsn	lokalen
gospodarstvo	mte:Ncnsn	gospodarstvo
v	mte:Sl	v
naslednjih	mte:Agpmpl	naslednji
šestih	mte:Mlc-pl	šest
mesecih	mte:Ncmpl	mesec
še	mte:Q	še
šibkejše	mte:Agcfsn	šibek
.	mte:Z	.
Optimističnih	mte:Agpfpg	optimističen
je	mte:Va-r3s-n	biti
manj	mte:Rgc	manj
kot	mte:Cs	kot
desetina	mte:Ncfsn	desetina
.	mte:Z	.
Kakšno	mte:Pq-nsn	kakšen
je	mte:Va-r3s-n	biti
razpoloženje	mte:Ncnsn	razpoloženje
v	mte:Sl	v
Evropi	mte:Npfsl	Evropa
?	mte:Z	?
Daleč	mte:Rgp	daleč
najvišja	mte:Agsnpn	visok
pričakovanja	mte:Ncnpn	pričakovanje
ohranjajo	mte:Vmpr3p	ohranjati
Brazilci	mte:Npmpn	Brazilec
,	mte:Z	,
med	mte:Si	med
katerimi	mte:Pq-mpi	kateri
jih	mte:Pp3mpa--y	on
kar	mte:Rgp	kar
71	mte:Mdc	71
odstotkov	mte:Ncmpg	odstotek
meni	mte:Vmpr3s	meniti
,	mte:Z	,
da	mte:Cs	da
bo	mte:Va-f3s-n	biti
njihovo	mte:Ps3nsnp	njihov
gospodarstvo	mte:Ncnsn	gospodarstvo
čez	mte:Sa	čez
pol	mte:Rgp	pol
leta	mte:Ncnsg	leto
močnejše	mte:Agcnsn	močen
,	mte:Z	,
kot	mte:Cs	kot
je	mte:Va-r3s-n	biti
bilo	mte:Va-p-sn	biti
.	mte:Z	.
Sledijo	mte:Vmpr3p	slediti
Savdska	mte:Agpfsn	savdski
Arabija	mte:Npfsn	Arabija
s	mte:Si	z
64	mte:Mdc	64
odstotki	mte:Ncmpi	odstotek
ter	mte:Cc	ter
Argentina	mte:Npfsn	Argentina
in	mte:Cc	in
Indija	mte:Npfsn	Indija
,	mte:Z	,
obe	mte:Pg-fdn	oba
s	mte:Si	z
po	mte:Si	po
52	mte:Mdc	52
odstotki	mte:Ncmpi	odstotek
.	mte:Z	.
Med	mte:Si	med
Evropejci	mte:Npmpi	Evropejec
so	mte:Va-r3p-n	biti
najbolj	mte:Rgs	najbolj
pozitivni	mte:Agpmpn	pozitiven
Nemci	mte:Npmpn	Nemec
,	mte:Z	,
pri	mte:Sl	pri
čemer	mte:Pr-nsl	kar
je	mte:Va-r3s-n	biti
18	mte:Mdc	18
odstotkov	mte:Ncmpg	odstotek
takih	mte:Pd-mpg	tak
,	mte:Z	,
ki	mte:Cs	ki
v	mte:Sl	v
naslednjega	mte:Agpnsg	naslednji
pol	mte:Rgp	pol
leta	mte:Ncnsg	leto
pričakujejo	mte:Vmpr3p	pričakovati
izboljšanje	mte:Ncnsa	izboljšanje
gospodarskega	mte:Agpmsg	gospodarski
položaja	mte:Ncmsg	položaj
.	mte:Z	.
Negativna	mte:Agpfsn	negativen
gospodarska	mte:Agpfsn	gospodarski
klima	mte:Ncfsn	klim
je	mte:Va-r3s-n	biti
prisotna	mte:Agpfsn	prisoten
tudi	mte:Q	tudi
pri	mte:Sl	pri
večini	mte:Ncfsl	večina
preostalih	mte:Appmpg	preostal
Evropejcev	mte:Npmpg	Evropejec
.	mte:Z	.
Rep	mte:Ncmsn	rep
lestvice	mte:Ncfsg	lestvica
,	mte:Z	,
ki	mte:Cs	ki
meri	mte:Vmpr3s	mera
stopnjo	mte:Ncfsa	stopnja
zaupanja	mte:Ncnsg	zaupanje
v	mte:Sa	v
gospodarski	mte:Agpmsay	gospodarski
položaj	mte:Ncmsan	položaj
v	mte:Sl	v
državi	mte:Ncfsl	država
,	mte:Z	,
namreč	mte:Cc	namreč
skoraj	mte:Q	skoraj
v	mte:Sl	v
celoti	mte:Ncfsl	celota
pripada	mte:Vmpr3s	pripadati
evropskim	mte:Agpfpd	evropski
državam	mte:Ncfpd	država
poleg	mte:Sg	poleg
Slovenije	mte:Npfsg	Slovenija
še	mte:Q	še
Hrvaški	mte:Npfsd	Hrvaška
,	mte:Z	,
Grčiji	mte:Npfsd	Grčija
,	mte:Z	,
Madžarski	mte:Npfsd	Madžarska
,	mte:Z	,
Španiji	mte:Npfsd	Španija
,	mte:Z	,
Irski	mte:Npfsl	Irska
,	mte:Z	,
Srbiji	mte:Npfsl	Srbija
in	mte:Cc	in
Italiji	mte:Npfsl	Italija
.	mte:Z	.
Toda	mte:Cc	toda
v	mte:Sl	v
večini	mte:Ncfsl	večina
omenjenih	mte:Appfpg	omenjen
držav	mte:Ncfpg	država
,	mte:Z	,
z	mte:Si	z
izjemo	mte:Ncfsi	izjema
Grčije	mte:Npfsg	Grčija
in	mte:Cc	in
Madžarske	mte:Npfsg	Madžarska
,	mte:Z	,
je	mte:Va-r3s-n	biti
čutiti	mte:Vmpn	čutiti
večji	mte:Agcmsay	velik
optimizem	mte:Ncmsan	optimizem
glede	mte:Sg	glede
prihodnosti	mte:Ncfsg	prihodnost
kot	mte:Cs	kot
pri	mte:Sl	pri
nas	mte:Pp1-pl	jaz
,	mte:Z	,
tudi	mte:Q	tudi
pri	mte:Sl	pri
naših	mte:Ps1mplp	naš
južnih	mte:Agpmpl	južen
sosedih	mte:Ncmpl	sosed
,	mte:Z	,
na	mte:Sl	na
Hrvaškem	mte:Npnsl	Hrvaško
in	mte:Cc	in
v	mte:Sl	v
Srbiji	mte:Npfsl	Srbija
.	mte:Z	.
Toda	mte:Cc	toda
kljub	mte:Sd	kljub
na	mte:Sa	na
splošno	mte:Agpnsa	splošen
nizkemu	mte:Agpnsd	nizek
zaupanju	mte:Ncnsd	zaupanje
v	mte:Sa	v
gospodarstvo	mte:Ncnsa	gospodarstvo
med	mte:Si	med
državljani	mte:Ncmpi	državljan
stare	mte:Agpfsg	star
celine	mte:Ncfsg	celina
je	mte:Va-r3s-n	biti
položaj	mte:Ncmsn	položaj
v	mte:Sl	v
Evropi	mte:Npfsl	Evropa
vse	mte:Rgp	vse
prej	mte:Rgc	prej
kot	mte:Cs	kot
enoznačen	mte:Agpmsnn	enoznačen
.	mte:Z	.
Optimizem	mte:Ncmsn	optimizem
je	mte:Va-r3s-n	biti
opaziti	mte:Vmen	opaziti
na	mte:Sl	na
Švedskem	mte:Npnsl	Švedsko
ter	mte:Cc	ter
v	mte:Sl	v
Nemčiji	mte:Npfsl	Nemčija
,	mte:Z	,
kjer	mte:Cs	kjer
pozitivna	mte:Agpfsn	pozitiven
ocena	mte:Ncfsn	ocena
trenutnega	mte:Agpmsg	trenuten
gospodarskega	mte:Agpmsg	gospodarski
položaja	mte:Ncmsg	položaj
narašča	mte:Vmpr3s	naraščati
vse	mte:Rgp	vse
od	mte:Sg	od
sredine	mte:Ncfsg	sredina
leta	mte:Ncnsg	leto
2010	mte:Mdc	2010
in	mte:Cc	in
je	mte:Va-r3s-n	biti
konec	mte:Sg	konec
letošnjega	mte:Agpnsg	letošnji
poletja	mte:Ncnsg	poletje
znašala	mte:Vmpp-sf	znašati
70	mte:Mdc	70
oz	mte:Ncmpg	oz
.	mte:Z	.
66	mte:Mdc	66
odstotkov	mte:Ncmpg	odstotek
.	mte:Z	.
S	mte:Si	z
tem	mte:Pd-nsi	ta
se	mte:Px------y	se
državi	mte:Ncfsd	država
uvrščata	mte:Vmpr3d	uvrščati
na	mte:Sa	na
sam	mte:Agpmsan	sam
vrh	mte:Ncmsan	vrh
omenjene	mte:Appfsg	omenjen
lestvice	mte:Ncfsg	lestvica
.	mte:Z	.
V	mte:Sl	v
Belgiji	mte:Npfsl	Belgija
je	mte:Va-r3s-n	biti
pozitiven	mte:Agpmsnn	pozitiven
trend	mte:Ncmsn	trend
opaziti	mte:Vmen	opaziti
od	mte:Sg	od
konca	mte:Ncmsg	konec
leta	mte:Ncnsg	leto
