token	tag	lemma
Naraščanje	mte:Ncnsn	naraščanje
cen	mte:Ncfpg	cena
hrane	mte:Ncfsg	hrana
v	mte:Sl	v
nerazvitih	mte:Agpfpl	nerazvit
državah	mte:Ncfpl	država
bi	mte:Va-c	biti
lahko	mte:Rgp	lahko
imelo	mte:Vmpp-sn	imeti
grozljive	mte:Agpfpa	grozljiv
posledice	mte:Ncfpa	posledica
za	mte:Sa	za
ves	mte:Pg-msa	ves
svet	mte:Ncmsan	svet
,	mte:Z	,
je	mte:Va-r3s-n	biti
opozoril	mte:Vmep-sm	opozoriti
generalni	mte:Agpmsny	generalen
direktor	mte:Ncmsn	direktor
IMF	mte:Npmsn	IMF
.	mte:Z	.
Na	mte:Sl	na
srečanju	mte:Ncnsl	srečanje
Mednarodnega	mte:Agpmsg	mednaroden
denarnega	mte:Agpmsg	denaren
sklada	mte:Ncmsg	sklad
IMF	mte:Npmsg	IMF
in	mte:Cc	in
Svetovne	mte:Agpfsg	svetoven
banke	mte:Ncfsg	banka
SB	mte:Npmsn	SB
v	mte:Sl	v
Washingtonu	mte:Npmsl	Washington
je	mte:Va-r3s-n	biti
generalni	mte:Agpmsny	generalen
direktor	mte:Ncmsn	direktor
Dominque	mte:Npmsn	Dominque
Strauss	mte:Npmsn	Strauss
-	mte:Z	-
Kahn	mte:Npmsn	Kahn
opozoril	mte:Vmep-sm	opozoriti
Stotisoči	mte:Npmsn	Stotisoči
bodo	mte:Va-f3p-n	biti
stradali	mte:Vmpp-pm	stradati
,	mte:Z	,
prišlo	mte:Vmep-sn	priti
bo	mte:Va-f3s-n	biti
do	mte:Sg	do
razkroja	mte:Ncmsg	razkro
gospodarskega	mte:Agpnsg	gospodarski
okolja	mte:Ncnsg	okolje
ter	mte:Cc	ter
pozval	mte:Vmep-sm	pozvati
k	mte:Sd	k
brzdanju	mte:Ncnsd	brzdanje
cen	mte:Ncfpg	cena
hrane	mte:Ncfsg	hrana
in	mte:Cc	in
inflacije	mte:Ncfsg	inflacija
.	mte:Z	.
Razvojni	mte:Agpmpn	razvojen
dosežki	mte:Ncmpn	dosežek
iz	mte:Sg	iz
zadnjih	mte:Agpnpg	zadnji
desetih	mte:Mlc-pg	deset
let	mte:Ncnpg	leto
bi	mte:Va-c	biti
po	mte:Sl	po
njegovih	mte:Ps3fplsm	njegov
besedah	mte:Ncfpl	beseda
lahko	mte:Rgp	lahko
bili	mte:Va-p-pm	biti
povsem	mte:Rgp	povsem
uničeni	mte:Appmpn	uničen
,	mte:Z	,
socialni	mte:Agpmpn	socialen
nemiri	mte:Ncmpn	nemira
pa	mte:Cc	pa
bi	mte:Va-c	biti
lahko	mte:Rgp	lahko
privedli	mte:Vmep-pm	privesti
do	mte:Sg	do
vojn	mte:Ncfpg	vojna
.	mte:Z	.
Generalni	mte:Agpmsny	generalen
direktor	mte:Ncmsn	direktor
IMF	mte:Npmsg	IMF
Dominque	mte:Npmsn	Dominque
Strauss	mte:Npmsn	Strauss
-	mte:Z	-
Kahn	mte:Npmsn	Kahn
poziva	mte:Vmpr3s	pozivati
k	mte:Sd	k
brzdanju	mte:Ncnsd	brzdanje
cen	mte:Ncfpg	cena
in	mte:Cc	in
inflacije	mte:Ncfsg	inflacija
.	mte:Z	.
Zadnje	mte:Agpmpa	zadnji
mesece	mte:Ncmpa	mesec
so	mte:Va-r3p-n	biti
višje	mte:Agcfpn	visok
cene	mte:Ncfpn	cena
hrane	mte:Ncfsg	hrana
že	mte:Q	že
privedle	mte:Vmep-pf	privesti
do	mte:Sg	do
socialnih	mte:Agpmpg	socialen
nemirov	mte:Ncmpg	nemir
v	mte:Sl	v
več	mte:Rgc	več
državah	mte:Ncfpl	država
,	mte:Z	,
med	mte:Si	med
drugim	mte:Mlpmsi	drug
na	mte:Sl	na
Haitiju	mte:Npmsl	Haitij
,	mte:Z	,
v	mte:Sl	v
Egiptu	mte:Npmsl	Egipt
in	mte:Cc	in
na	mte:Sl	na
Filipinih	mte:Aspfpl	filipin
.	mte:Z	.
Na	mte:Sl	na
Haitiju	mte:Npmsl	Haitij
,	mte:Z	,
kjer	mte:Cs	kjer
večina	mte:Ncfsn	večina
ljudi	mte:Ncmpg	človek
živi	mte:Vmpr3s	živeti
z	mte:Si	z
manj	mte:Rgc	manj
kot	mte:Cs	kot
dvema	mte:Mlcmdi	dva
dolarjema	mte:Ncmdi	dolar
na	mte:Sa	na
dan	mte:Ncmsan	dan
,	mte:Z	,
so	mte:Va-r3p-n	biti
tako	mte:Rgp	tako
zaradi	mte:Sg	zaradi
nasilja	mte:Ncnsg	nasilje
,	mte:Z	,
ki	mte:Cs	ki
je	mte:Va-r3s-n	biti
pred	mte:Si	pred
tedni	mte:Ncmpi	teden
izbruhnilo	mte:Vmep-sn	izbruhniti
zaradi	mte:Sg	zaradi
visokih	mte:Agpfpg	visok
cen	mte:Ncfpg	cena
hrane	mte:Ncfsg	hrana
in	mte:Cc	in
goriv	mte:Ncnpg	goriv
,	mte:Z	,
v	mte:Sa	v
soboto	mte:Ncfsa	sobota
odstavili	mte:Vmep-pm	odstaviti
premierja	mte:Ncmsay	premier
.	mte:Z	.
V	mte:Sl	v
Pakistanu	mte:Npmsl	Pakistan
in	mte:Cc	in
na	mte:Sl	na
Tajskem	mte:Agpmsl	tajski
vojaki	mte:Ncmpn	vojak
varujejo	mte:Vmpr3p	varovati
skladišča	mte:Ncnpa	skladišče
hrane	mte:Ncfsg	hrana
,	mte:Z	,
da	mte:Cs	da
jih	mte:Pp3mpa--y	on
prebivalci	mte:Ncmpn	prebivalec
ne	mte:Q	ne
bi	mte:Va-c	biti
plenili	mte:Vmep-pm	pleniti
.	mte:Z	.
Po	mte:Sl	po
podatkih	mte:Ncmpl	podatek
Svetovne	mte:Agpfsg	svetoven
organizacije	mte:Ncfsg	organizacija
za	mte:Sa	za
prehrano	mte:Ncfsa	prehrana
in	mte:Cc	in
kmetijstvo	mte:Ncnsa	kmetijstvo
se	mte:Px------y	se
kar	mte:Rgp	kar
37	mte:Mdc	37
držav	mte:Ncfpg	država
sooča	mte:Vmpr3s	soočati
s	mte:Si	z
pomanjkanjem	mte:Ncnsi	pomanjkanje
hrane	mte:Ncfsg	hrana
.	mte:Z	.
Mednarodni	mte:Agpmsny	mednaroden
monetarni	mte:Agpmsny	monetaren
in	mte:Cc	in
finančni	mte:Agpmsny	finančen
odbor	mte:Ncmsn	odbor
IMF	mte:Npmsn	IMF
poudarja	mte:Vmpr3s	poudarjati
,	mte:Z	,
da	mte:Cs	da
so	mte:Va-r3p-n	biti
izzivi	mte:Ncmpn	izziv
,	mte:Z	,
s	mte:Si	z
katerimi	mte:Pq-mpi	kateri
se	mte:Px------y	se
sooča	mte:Vmpr3s	soočati
svetovno	mte:Agpnsa	svetoven
gospodarstvo	mte:Ncnsa	gospodarstvo
,	mte:Z	,
globalne	mte:Agpfpa	globalen
narave	mte:Ncfpa	narava
in	mte:Cc	in
zato	mte:Cc	zato
zahtevajo	mte:Vmbr3p	zahtevati
odločno	mte:Agpfsa	odločno
akcijo	mte:Ncfsa	akcija
in	mte:Cc	in
tesno	mte:Agpnsa	tesen
sodelovanje	mte:Ncnsa	sodelovanje
IMF	mte:Npmsg	IMF
,	mte:Z	,
SB	mte:Ncmsg	SB
ter	mte:Cc	ter
drugih	mte:Mlpfpg	drug
organizacij	mte:Ncfpg	organizacija
,	mte:Z	,
da	mte:Cs	da
