token	tag	lemma
Ljubljana	mte:Npfsn	Ljubljana
-	mte:Z	-
V	mte:Sl	v
Zvezi	mte:Ncfsl	zveza
društev	mte:Ncnpg	društvo
upokojencev	mte:Ncmpg	upokojenec
Slovenije	mte:Npfsg	Slovenija
(	mte:Z	(
Zdus	mte:Npmsn	Zdus
)	mte:Z	)
po	mte:Sl	po
besedah	mte:Ncfpl	beseda
podpredsednika	mte:Ncmsg	podpredsednik
zveze	mte:Ncfsg	zveza
in	mte:Cc	in
predsednika	mte:Ncmsg	predsednik
Združenja	mte:Ncnsg	združenje
članov	mte:Ncmpg	član
prostovoljnega	mte:Agpnsg	prostovoljen
zdravstvenega	mte:Agpnsg	zdravstven
zavarovanja	mte:Ncnsg	zavarovanje
Vzajemne	mte:Agpmsg	vzajemen
Mirka	mte:Npmsg	Mirko
Miklavčiča	mte:Npmsg	Miklavčič
pričakujejo	mte:Vmpr3p	pričakovati
,	mte:Z	,
da	mte:Cs	da
bodo	mte:Va-f3p-n	biti
do	mte:Sg	do
konca	mte:Ncmsg	konec
tega	mte:Pd-msg	ta
tedna	mte:Ncmsg	teden
zbrali	mte:Vmep-pm	zbrati
preko	mte:Sg	preko
20.000	mte:Mdc	20.000
pooblastil	mte:Ncnpg	pooblastilo
za	mte:Sa	za
skupščino	mte:Ncfsa	skupščina
zdravstvene	mte:Agpfsg	zdravstven
zavarovalnice	mte:Ncfsg	zavarovalnica
Vzajemna	mte:Agpfsn	vzajemen
,	mte:Z	,
ki	mte:Cs	ki
bo	mte:Va-f3s-n	biti
26	mte:Mdc	26
.	mte:Z	.
julija	mte:Ncmsg	julij
.	mte:Z	.
V	mte:Sl	v
zvezi	mte:Ncfsl	zveza
so	mte:Va-r3p-n	biti
se	mte:Px------y	se
po	mte:Sl	po
Miklavčičevih	mte:Aspfpl	Miklavčičev
besedah	mte:Ncfpl	beseda
odločili	mte:Vmep-pm	odločiti
,	mte:Z	,
da	mte:Cs	da
bodo	mte:Va-f3p-n	biti
podpise	mte:Ncmpa	podpis
,	mte:Z	,
za	mte:Sa	za
Zdus	mte:Npmsan	Zdus
jih	mte:Pp3mpa--y	on
zbira	mte:Vmpr3s	zbirati
16	mte:Mdc	16
pooblaščencev	mte:Ncmpg	pooblaščenec
,	mte:Z	,
Vzajemni	mte:Agpmpn	vzajemen
predali	mte:Vmep-pm	predati
v	mte:Sl	v
dveh	mte:Mlcmdl	dva
paketih	mte:Ncmdl	paket
.	mte:Z	.
Tiste	mte:Pd-mpa	tisti
,	mte:Z	,
ki	mte:Cs	ki
jih	mte:Pp3mpa--y	on
bodo	mte:Va-f3p-n	biti
zbrali	mte:Vmep-pm	zbrati
do	mte:Sg	do
petka	mte:Ncmsg	petek
,	mte:Z	,
bodo	mte:Va-f3p-n	biti
na	mte:Sa	na
Vzajemno	mte:Rgp	vzajemno
predali	mte:Vmep-pm	predati
še	mte:Q	še
v	mte:Sa	v
petek	mte:Ncmsan	petek
,	mte:Z	,
preostanek	mte:Ncmsan	preostanek
pooblastil	mte:Ncnpg	pooblastilo
pa	mte:Cc	pa
v	mte:Sa	v
ponedeljek	mte:Ncmsan	ponedeljek
,	mte:Z	,
ko	mte:Cs	ko
