token	tag	lemma
Hrvaškega	mte:Agpmsa	hrvaški
predsednika	mte:Ncmsay	predsednik
Stipeta	mte:Npmsg	Stipe
Mesića	mte:Npmsg	Mesić
napredek	mte:Ncmsn	napredek
slovenske	mte:Agpfsg	slovenski
industrije	mte:Ncfsg	industrija
ne	mte:Q	ne
preseneča	mte:Vmpr3s	presenečati
,	mte:Z	,
od	mte:Sg	od
osamosvojitve	mte:Ncfsg	osamosvojitev
slovenska	mte:Agpfsn	slovenski
BDP	mte:Ncmsn	BDP
raste	mte:Vmpr3s	rasti
znatno	mte:Rgp	znatno
hitreje	mte:Rgc	hitro
od	mte:Sg	od
Hrvaškega	mte:Agpmsg	hrvaški
Hrvaški	mte:Agpmsny	hrvaški
predsednik	mte:Ncmsn	predsednik
Stipe	mte:Npmsn	Stipe
Mesić	mte:Npmsn	Mesić
je	mte:Va-r3s-n	biti
danes	mte:Rgp	danes
odprl	mte:Vmep-sm	odpreti
83	mte:Mdc	83
.	mte:Z	.
Jesenski	mte:Agpmsay	jesenski
Zagrebški	mte:Agpmsay	zagrebški
velesejem	mte:Ncmsan	velesej
,	mte:Z	,
na	mte:Sl	na
katerem	mte:Pq-msl	kateri
je	mte:Va-r3s-n	biti
Slovenija	mte:Npfsn	Slovenija
država	mte:Ncfsn	država
-	mte:Z	-
partnerka	mte:Ncfsn	partnerka
.	mte:Z	.
"	mte:Z	"
V	mte:Sl	v
času	mte:Ncmsl	čas
,	mte:Z	,
ko	mte:Cs	ko
smo	mte:Va-r1p-n	biti
živeli	mte:Vmpp-pm	živeti
v	mte:Sl	v
skupni	mte:Agpfsl	skupen
državi	mte:Ncfsl	država
,	mte:Z	,
je	mte:Va-r3s-n	biti
bila	mte:Va-p-sf	biti
Slovenija	mte:Npfsn	Slovenija
20	mte:Mdc	20
odstotkov	mte:Ncmpg	odstotek
bolj	mte:Rgc	bolj
razvita	mte:Agpfsn	razvit
od	mte:Sg	od
Hrvaške	mte:Npfsg	Hrvaška
.	mte:Z	.
Danes	mte:Rgp	danes
je	mte:Va-r3s-n	biti
Slovenija	mte:Npfsn	Slovenija
100	mte:Mdc	100
odstotkov	mte:Ncmpg	odstotek
bolj	mte:Rgc	bolj
razvita	mte:Agpfsn	razvit
od	mte:Sg	od
Hrvaške	mte:Npfsg	Hrvaška
,	mte:Z	,
kar	mte:Pr-nsn	kar
pomeni	mte:Vmbr3s	pomeniti
,	mte:Z	,
da	mte:Cs	da
ima	mte:Vmpr3s-n	imeti
dvakrat	mte:Rgp	dvakrat
večji	mte:Agcmsay	velik
bruto	mte:Agpmsay	bruto
domači	mte:Agpmsay	domač
proizvod	mte:Ncmsan	proizvod
od	mte:Sg	od
Hrvaške	mte:Npfsg	Hrvaška
,	mte:Z	,
"	mte:Z	"
je	mte:Va-r3s-n	biti
poudaril	mte:Vmep-sm	poudariti
Mesić	mte:Npmsn	Mesić
.	mte:Z	.
Dejal	mte:Vmep-sm	dejati
je	mte:Va-r3s-n	biti
,	mte:Z	,
da	mte:Cs	da
je	mte:Va-r3s-n	biti
Slovenija	mte:Npfsn	Slovenija
to	mte:Pd-nsa	ta
dosegla	mte:Vmep-sf	doseči
,	mte:Z	,
ker	mte:Cs	ker
izvaža	mte:Vmpr3s	izvažati
