token	tag	lemma
Lahovnik	mte:Npmsn	Lahovnik
za	mte:Sa	za
MMC	mte:Npmsan	MMC
Mercator	mte:Npmsn	Mercator
lahko	mte:Rgp	lahko
poceni	mte:Agpnsn	poceni
Laško	mte:Npnsa	Laško
prevzame	mte:Vmer3s	prevzeti
brez	mte:Sg	brez
težav	mte:Ncfpg	težava
Skladno	mte:Rgp	skladno
s	mte:Si	z
četrtkovim	mte:Aspmsi	četrtkov
sklepom	mte:Ncmsi	sklep
uprave	mte:Ncfsg	uprava
je	mte:Va-r3s-n	biti
Mercator	mte:Npmsn	Mercator
objavil	mte:Vmep-sm	objaviti
namero	mte:Ncfsa	namera
za	mte:Sa	za
prevzem	mte:Ncmsan	prevzem
Pivovarne	mte:Ncfsg	pivovarna
Laško	mte:Npnsn	Laško
.	mte:Z	.
Odkupiti	mte:Vmen	odkupiti
je	mte:Va-r3s-n	biti
pripravljen	mte:Appmsnn	pripravljen
vse	mte:Pg-fpa	ves
delnice	mte:Ncfpa	delnica
laške	mte:Agpfsg	laški
družbe	mte:Ncfsg	družba
.	mte:Z	.
Prevzemno	mte:Agpfsa	prevzemen
ponudbo	mte:Ncfsa	ponudba
bodo	mte:Va-f3p-n	biti
sosedovi	mte:Aspmpn	sosedov
objavili	mte:Vmep-pm	objaviti
najpozneje	mte:Rgs	pozno
v	mte:Sl	v
30	mte:Mdc	30
dneh	mte:Ncmpl	dan
,	mte:Z	,
a	mte:Cc	a
ne	mte:Q	ne
pred	mte:Si	pred
koncem	mte:Ncmsi	konec
novoletnih	mte:Agpmpg	novoleten
praznikov	mte:Ncmpg	praznik
.	mte:Z	.
Mercator	mte:Npmsn	Mercator
je	mte:Va-r3s-n	biti
s	mte:Si	z
prevzemno	mte:Agpfsi	prevzemen
namero	mte:Ncfsi	namera
že	mte:Q	že
seznanil	mte:Vmep-sm	seznaniti
Agencijo	mte:Ncfsa	agencija
za	mte:Sa	za
trg	mte:Ncmsan	trg
vrednostnih	mte:Agpmpg	vrednosten
papirjev	mte:Ncmpg	papir
,	mte:Z	,
Urad	mte:Ncmsn	urad
RS	mte:Npfsg	RS
za	mte:Sa	za
varstvo	mte:Ncnsa	varstvo
konkurence	mte:Ncfsg	konkurenca
ter	mte:Cc	ter
upravo	mte:Ncfsa	uprava
in	mte:Cc	in
predstavnike	mte:Ncmpa	predstavnik
zaposlenih	mte:Appmpg	zaposlen
v	mte:Sl	v
laški	mte:Agpfsl	laški
pivovarni	mte:Ncfsl	pivovarna
.	mte:Z	.
V	mte:Sl	v
Pivovarni	mte:Ncfsl	pivovarna
Laško	mte:Npnsa	Laško
bodo	mte:Va-f3p-n	biti
namero	mte:Ncfsa	namera
natančneje	mte:Rgc	natančno
preučili	mte:Vmep-pm	preučiti
v	mte:Sl	v
prihodnjih	mte:Agpmpl	prihodnji
