token	tag	lemma
Šurla	mte:Agpnsa	šurel
Imenovanje	mte:Ncnsa	imenovanje
je	mte:Va-r3s-n	biti
veliki	mte:Agpmsny	velik
triumf	mte:Ncmsn	triumf
Berlusconija	mte:Npmsg	Berlusconija
iz	mte:Sg	iz
Laškega	mte:Npnsg	Laško
Nadzorni	mte:Agpmsny	nadzoren
svet	mte:Ncmsan	svet
Dela	mte:Ncnsg	delo
je	mte:Va-r3s-n	biti
kljub	mte:Sd	kljub
nasprotovanju	mte:Ncnsd	nasprotovanje
novinarjev	mte:Ncmpg	novinar
Maga	mte:Npmsn	Maga
na	mte:Sa	na
mesto	mte:Ncnsa	mesto
odgovornega	mte:Agpmsg	odgovoren
urednika	mte:Ncmsg	urednik
postavil	mte:Vmep-sm	postaviti
novinarja	mte:Ncmsay	novinar
Dela	mte:Ncmsg	delo
Veselina	mte:Npmsg	Veselina
Stojanova	mte:Aspfsn	Stojanov
.	mte:Z	.
Nadzorni	mte:Agpmsny	nadzoren
svet	mte:Ncmsn	svet
je	mte:Va-r3s-n	biti
Stojanova	mte:Aspfsn	Stojanov
imenoval	mte:Vmbp-sm	imenovati
soglasno	mte:Rgp	soglasno
,	mte:Z	,
v	mte:Sa	v
petletni	mte:Agpmsay	petleten
mandat	mte:Ncmsan	mandat
pa	mte:Cc	pa
bo	mte:Va-f3s-n	biti
nastopil	mte:Vmep-sm	nastopiti
9	mte:Mdc	9
.	mte:Z	.
januarja	mte:Ncmsg	januar
.	mte:Z	.
Kandidata	mte:Ncmsay	kandidat
naj	mte:Q	naj
bi	mte:Va-c	biti
po	mte:Sl	po
navedbah	mte:Ncfpl	navedba
tiskovnega	mte:Agpmsg	tiskoven
predstavnika	mte:Ncmsg	predstavnik
Dela	mte:Ncnsg	delo
Petra	mte:Npmsg	Peter
Penka	mte:Npmsg	Penko
imenovali	mte:Vmbp-pm	imenovati
na	mte:Sl	na
podlagi	mte:Ncfsl	podlaga
njegovih	mte:Ps3fpgsm	njegov
osebnih	mte:Agpfpg	oseben
in	mte:Cc	in
profesionalnih	mte:Agpfpg	profesionalen
referenc	mte:Ncfpg	referenca
,	mte:Z	,
pa	mte:Cc	pa
tudi	mte:Q	tudi
na	mte:Sl	na
podlagi	mte:Ncfsl	podlaga
predloženega	mte:Appmsg	predložen
koncepta	mte:Ncmsg	koncept
uredniške	mte:Agpfsg	uredniški
zasnove	mte:Ncfsg	zasnova
tednika	mte:Ncmsg	tednik
Mag	mte:Npmsn	Mag
,	mte:Z	,
