token	tag	lemma
Ker	mte:Cs	ker
so	mte:Va-r3p-n	biti
plačilno	mte:Rgp	plačilno
nesposobni	mte:Agpmpn	nesposoben
,	mte:Z	,
je	mte:Va-r3s-n	biti
direktorica	mte:Ncfsn	direktorica
podjetja	mte:Ncnsg	podjetje
Prevent	mte:Npfsn	Prevent
Mislinja	mte:Npfsn	Mislinja
podala	mte:Vmbp-sf	podati
predlog	mte:Ncmsan	predlog
za	mte:Sa	za
stečaj	mte:Ncmsan	stečaj
.	mte:Z	.
V	mte:Sl	v
podjetju	mte:Ncnsl	podjetje
namreč	mte:Cc	namreč
ne	mte:Q	ne
zmorejo	mte:Vmer3p	zmoči
več	mte:Q	več
odplačevati	mte:Vmpn	odplačevati
posojila	mte:Ncnsg	posojilo
,	mte:Z	,
ki	mte:Cs	ki
ga	mte:Pp3msa--y	on
je	mte:Va-r3s-n	biti
najela	mte:Vmep-sf	najti
matična	mte:Agpfsn	matičen
družba	mte:Ncfsn	družba
Prevent	mte:Npmsn	Prevent
Global	mte:Npmsn	Global
.	mte:Z	.
Službo	mte:Ncfsa	služba
bo	mte:Va-f3s-n	biti
izgubilo	mte:Vmep-sn	izgubiti
81	mte:Mdc	81
zaposlenih	mte:Appmpg	zaposlen
.	mte:Z	.
Prevent	mte:Npmsn	Prevent
Mislinja	mte:Npfsn	Mislinja
ni	mte:Va-r3s-y	biti
zmožen	mte:Agpmsnn	zmožen
več	mte:Q	več
odplačevati	mte:Vmpn	odplačevati
posojila	mte:Ncnsg	posojilo
,	mte:Z	,
ki	mte:Cs	ki
ga	mte:Pp3msa--y	on
je	mte:Va-r3s-n	biti
najelo	mte:Vmep-sn	najti
matično	mte:Agpnsa	matičen
podjetje	mte:Ncnsa	podjetje
v	mte:Sl	v
Slovenj	mte:Npmsl	Slovenj
Gradcu	mte:Npmsl	Gradec
.	mte:Z	.
Direktorica	mte:Ncfsn	direktorica
podjetja	mte:Ncnsg	podjetje
Prevent	mte:Npmsn	Prevent
Mislinja	mte:Npfsn	Mislinja
Andreja	mte:Npfsn	Andreja
Oder	mte:Npmsn	Oder
je	mte:Va-r3s-n	biti
danes	mte:Rgp	danes
na	mte:Sa	na
Okrožno	mte:Agpnsa	okrožen
sodišče	mte:Ncnsa	sodišče
v	mte:Sl	v
Slovenj	mte:Npmsl	Slovenj
Gradcu	mte:Npmsl	Gradec
podala	mte:Vmbp-sf	podati
predlog	mte:Ncmsan	predlog
za	mte:Sa	za
stečaj	mte:Ncmsan	stečaj
podjetja	mte:Ncnsg	podjetje
.	mte:Z	.
Podjetje	mte:Ncnsn	podjetje
je	mte:Va-r3s-n	biti
plačilno	mte:Rgp	plačilno
nesposobno	mte:Agpnsn	nesposoben
,	mte:Z	,
saj	mte:Cc	saj
ni	mte:Va-r3s-y	biti
več	mte:Q	več
sposobno	mte:Agpnsn	sposoben
odplačevati	mte:Vmpn	odplačevati
posojila	mte:Ncnsg	posojilo
,	mte:Z	,
ki	mte:Cs	ki
ga	mte:Pp3msa--y	on
je	mte:Va-r3s-n	biti
na	mte:Sl	na
plečih	mte:Ncmpl	pleč
podjetja	mte:Ncnsg	podjetje
najela	mte:Vmep-sf	najti
matična	mte:Agpfsn	matičen
družba	mte:Ncfsn	družba
Prevent	mte:Npmsn	Prevent
Global	mte:Npmsn	Global
.	mte:Z	.
Ta	mte:Pd-fsn	ta
je	mte:Va-r3s-n	biti
od	mte:Sg	od
avgusta	mte:Ncmsg	avgust
v	mte:Sl	v
stečaju	mte:Ncmsl	stečaj
.	mte:Z	.
Podjetje	mte:Ncnsn	podjetje
